,4345_POG_26.26,4353_POG_27.27,4361_POG_28.28,4369_POG_29.29
,avg,avg,avg,avg
Time,,,,
2019-01-22 23:45:36,0.42,0.47,0.14,0.13
2019-01-22 23:52:48,0.53,0.54,0.18,0.24
2019-01-23 00:00:00,0.53,0.54,0.18,0.24
2019-01-23 00:07:12,0.71,0.67,0.18,0.22
2019-01-23 00:14:24,0.71,0.67,0.18,0.22
2019-01-23 00:21:36,0.38,0.31,0.18,0.33
2019-01-23 00:28:48,0.38,0.31,0.18,0.33
2019-01-23 00:36:00,0.39,0.33,0.14,0.13
2019-01-23 00:43:12,0.39,0.33,0.14,0.13
2019-01-23 00:50:24,0.36,0.37,0.16,0.22
2019-01-23 00:57:36,0.36,0.37,0.16,0.22
2019-01-23 01:04:48,0.57,0.63,0.09,0.35
2019-01-23 01:12:00,0.57,0.63,0.09,0.35
2019-01-23 01:19:12,0.53,0.64,0.37,0.47
2019-01-23 01:26:24,0.53,0.64,0.37,0.47
2019-01-23 01:33:36,1.04,0.93,0.45,0.6
2019-01-23 01:40:48,1.04,0.93,0.45,0.6
2019-01-23 01:48:00,1.14,1.01,0.57,0.65
2019-01-23 01:55:12,1.14,1.01,0.57,0.65
2019-01-23 02:02:24,0.84,0.78,0.48,0.47
2019-01-23 02:09:36,0.84,0.78,0.48,0.47
2019-01-23 02:16:48,0.62,0.55,0.34,0.31
2019-01-23 02:24:00,0.62,0.55,0.34,0.31
2019-01-23 02:31:12,0.59,0.5,0.38,0.27
2019-01-23 02:38:24,0.59,0.5,0.38,0.27
2019-01-23 02:45:36,0.59,0.5,0.38,0.27
2019-01-23 02:52:48,0.74,0.68,0.49,0.5
2019-01-23 03:00:00,0.74,0.68,0.49,0.5
2019-01-23 03:07:12,0.83,0.79,0.49,0.42
2019-01-23 03:14:24,0.83,0.79,0.49,0.42
2019-01-23 03:21:36,0.71,0.74,0.6,0.58
2019-01-23 03:28:48,0.71,0.74,0.6,0.58
2019-01-23 03:36:00,0.82,0.74,0.47,0.39
2019-01-23 03:43:12,0.82,0.74,0.47,0.39
2019-01-23 03:50:24,0.68,0.64,0.53,0.56
2019-01-23 03:57:36,0.68,0.64,0.53,0.56
2019-01-23 04:04:48,0.66,0.68,0.54,0.63
2019-01-23 04:12:00,0.66,0.68,0.54,0.63
2019-01-23 04:19:12,0.81,0.64,0.44,0.39
2019-01-23 04:26:24,0.81,0.64,0.44,0.39
2019-01-23 04:33:36,0.65,0.57,0.42,0.42
2019-01-23 04:40:48,0.65,0.57,0.42,0.42
2019-01-23 04:48:00,0.97,0.76,0.62,0.55
2019-01-23 04:55:12,0.97,0.76,0.62,0.55
2019-01-23 05:02:24,1.09,1.06,0.71,0.64
2019-01-23 05:09:36,1.09,1.06,0.71,0.64
2019-01-23 05:16:48,1.23,1.19,0.78,0.81
2019-01-23 05:24:00,1.23,1.19,0.78,0.81
2019-01-23 05:31:12,1.2,1.13,0.91,0.89
2019-01-23 05:38:24,1.2,1.13,0.91,0.89
2019-01-23 05:45:36,1.2,1.13,0.91,0.89
2019-01-23 05:52:48,1.33,1.13,0.83,0.82
2019-01-23 06:00:00,1.33,1.13,0.83,0.82
2019-01-23 06:07:12,0.9,1.2,1.0,0.9
2019-01-23 06:14:24,0.9,1.2,1.0,0.9
2019-01-23 06:21:36,1.14,1.01,0.66,0.63
2019-01-23 06:28:48,1.14,1.01,0.66,0.63
2019-01-23 06:36:00,1.05,0.91,0.71,0.71
2019-01-23 06:43:12,1.05,0.91,0.71,0.71
2019-01-23 06:50:24,0.35,1.1,0.85,1.0
2019-01-23 06:57:36,0.35,1.1,0.85,1.0
2019-01-23 07:04:48,0.35,1.1,0.85,1.0
2019-01-23 07:12:00,0.35,1.1,0.85,1.0
2019-01-23 07:19:12,1.43,1.09,1.18,1.17
2019-01-23 07:26:24,1.43,1.09,1.18,1.17
2019-01-23 07:33:36,1.14,1.05,0.78,0.86
2019-01-23 07:40:48,1.14,1.05,0.78,0.86
2019-01-23 07:48:00,1.18,1.24,0.98,0.91
2019-01-23 07:55:12,1.18,1.24,0.98,0.91
2019-01-23 08:02:24,1.26,1.31,0.94,1.03
2019-01-23 08:09:36,1.26,1.31,0.94,1.03
2019-01-23 08:16:48,1.25,1.25,0.93,1.06
2019-01-23 08:24:00,1.25,1.25,0.93,1.06
2019-01-23 08:31:12,1.23,1.67,1.32,1.18
2019-01-23 08:38:24,1.23,1.67,1.32,1.18
2019-01-23 08:45:36,1.23,1.67,1.32,1.18
2019-01-23 08:52:48,1.7,1.42,1.01,0.93
2019-01-23 09:00:00,1.7,1.42,1.01,0.93
2019-01-23 09:07:12,1.18,1.24,0.89,1.26
2019-01-23 09:14:24,1.18,1.24,0.89,1.26
2019-01-23 09:21:36,1.46,1.44,0.98,1.06
2019-01-23 09:28:48,1.46,1.44,0.98,1.06
2019-01-23 09:36:00,1.19,1.23,0.92,1.0
2019-01-23 09:43:12,1.19,1.23,0.92,1.0
2019-01-23 09:50:24,1.2,1.62,1.26,1.23
2019-01-23 09:57:36,1.2,1.62,1.26,1.23
2019-01-23 10:04:48,1.45,1.48,1.08,1.32
2019-01-23 10:12:00,1.45,1.48,1.08,1.32
2019-01-23 10:19:12,1.36,1.39,1.12,1.11
2019-01-23 10:26:24,1.36,1.39,1.12,1.11
2019-01-23 10:33:36,1.74,1.73,1.3,1.16
2019-01-23 10:40:48,1.74,1.73,1.3,1.16
2019-01-23 10:48:00,1.72,1.72,1.62,1.19
2019-01-23 10:55:12,1.72,1.72,1.62,1.19
2019-01-23 11:02:24,1.4,1.32,1.27,1.1
2019-01-23 11:09:36,1.4,1.32,1.27,1.1
2019-01-23 11:16:48,1.75,1.71,1.11,1.1
2019-01-23 11:24:00,1.75,1.71,1.11,1.1
2019-01-23 11:31:12,2.33,2.13,1.57,1.1
2019-01-23 11:38:24,2.33,2.13,1.57,1.1
2019-01-23 11:45:36,2.33,2.13,1.57,1.1
2019-01-23 11:52:48,1.68,1.69,1.32,1.31
2019-01-23 12:00:00,1.68,1.69,1.32,1.31
2019-01-23 12:07:12,1.77,1.58,1.34,1.54
2019-01-23 12:14:24,1.77,1.58,1.34,1.54
2019-01-23 12:21:36,2.32,2.17,1.51,1.56
2019-01-23 12:28:48,2.32,2.17,1.51,1.56
2019-01-23 12:36:00,1.94,1.93,1.34,1.55
2019-01-23 12:43:12,1.94,1.93,1.34,1.55
2019-01-23 12:50:24,1.87,1.76,1.54,1.78
2019-01-23 12:57:36,1.87,1.76,1.54,1.78
2019-01-23 13:04:48,1.77,1.8,1.41,1.73
2019-01-23 13:12:00,1.77,1.8,1.41,1.73
2019-01-23 13:19:12,1.8,1.53,1.25,1.61
2019-01-23 13:26:24,1.8,1.53,1.25,1.61
2019-01-23 13:33:36,1.32,1.31,0.99,1.16
2019-01-23 13:40:48,1.32,1.31,0.99,1.16
2019-01-23 13:48:00,1.6,1.55,0.86,1.26
2019-01-23 13:55:12,1.6,1.55,0.86,1.26
2019-01-23 14:02:24,1.74,1.55,1.06,1.13
2019-01-23 14:09:36,1.74,1.55,1.06,1.13
2019-01-23 14:16:48,1.51,1.46,1.02,1.06
2019-01-23 14:24:00,1.51,1.46,1.02,1.06
2019-01-23 14:31:12,1.37,1.52,0.9,1.03
2019-01-23 14:38:24,1.37,1.52,0.9,1.03
2019-01-23 14:45:36,1.37,1.52,0.9,1.03
2019-01-23 14:52:48,1.44,1.4,0.93,1.14
2019-01-23 15:00:00,1.44,1.4,0.93,1.14
2019-01-23 15:07:12,1.57,1.57,1.0,0.98
2019-01-23 15:14:24,1.57,1.57,1.0,0.98
2019-01-23 15:21:36,1.46,1.37,1.05,1.1
2019-01-23 15:28:48,1.46,1.37,1.05,1.1
2019-01-23 15:36:00,1.4,1.32,0.86,1.25
2019-01-23 15:43:12,1.4,1.32,0.86,1.25
2019-01-23 15:50:24,1.31,1.23,0.79,0.86
2019-01-23 15:57:36,1.31,1.23,0.79,0.86
2019-01-23 16:04:48,1.15,1.25,0.6,0.87
2019-01-23 16:12:00,1.15,1.25,0.6,0.87
2019-01-23 16:19:12,1.02,1.11,0.54,0.67
2019-01-23 16:26:24,1.02,1.11,0.54,0.67
2019-01-23 16:33:36,1.23,1.19,0.6,0.88
2019-01-23 16:40:48,1.23,1.19,0.6,0.88
2019-01-23 16:48:00,1.25,1.36,0.76,0.8
2019-01-23 16:55:12,1.25,1.36,0.76,0.8
2019-01-23 17:02:24,1.26,1.47,0.68,1.01
2019-01-23 17:09:36,1.26,1.47,0.68,1.01
2019-01-23 17:16:48,1.32,1.39,0.63,0.95
2019-01-23 17:24:00,1.32,1.39,0.63,0.95
2019-01-23 17:31:12,1.27,1.32,0.87,0.93
2019-01-23 17:38:24,1.27,1.32,0.87,0.93
2019-01-23 17:45:36,1.27,1.32,0.87,0.93
2019-01-23 17:52:48,1.64,1.52,1.12,1.34
2019-01-23 18:00:00,1.64,1.52,1.12,1.34
2019-01-23 18:07:12,1.85,1.61,1.2,1.54
2019-01-23 18:14:24,1.85,1.61,1.2,1.54
2019-01-23 18:21:36,1.64,1.7,0.94,1.07
2019-01-23 18:28:48,1.64,1.7,0.94,1.07
2019-01-23 18:36:00,1.2,1.17,0.82,1.08
2019-01-23 18:43:12,1.2,1.17,0.82,1.08
2019-01-23 18:50:24,1.45,1.37,1.12,1.35
2019-01-23 18:57:36,1.45,1.37,1.12,1.35
