,137_APAR_213.1,145_APAR_214.2,149_APAR_215.3,153_APAR_216.4,157_APAR_217.5,161_APAR_218.6,165_APAR_219.7,169_APAR_220.8,173_APAR_221.9,177_APAR_222.10,181_APAR_223.11,185_APAR_224.12,189_APAR_225.13,193_APAR_226.14,197_APAR_227.15,201_APAR_228.16,205_APAR_229.17,209_APAR_230.18,213_APAR_231.19,217_APAR_232.20,221_APAR_233.21,225_APAR_234.22,229_APAR_235.23,233_APAR_236.24,237_APAR_237.25,241_APAR_238.26,245_APAR_239.27,249_APAR_240.28,3809_APAR_16.16,3813_APAR_17.17,3817_APAR_18.18,657_FIF_203.3,659_FIF_204.4,661_FIF_205.5,663_FIF_206.6,665_FIF_207.7
,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg
Time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-22 23:45:36,22.0,21.6,20.4,14.8,9.7,21.1,20.2,17.8,13.3,7.7,28.1,23.8,20.2,29.3,23.0,18.6,24.5,18.9,11.0,,,,,,,,,,8.7,10.5,13.3,24.6,26.8,24.6,24.7,25.8
2019-01-22 23:52:48,22.0,21.6,20.4,14.7,9.7,21.1,20.2,17.8,13.2,7.6,28.2,23.8,20.2,29.3,23.0,18.6,24.5,18.9,11.0,,,,,,,,,,8.7,10.5,13.3,24.6,26.8,24.6,24.7,25.7
2019-01-23 00:00:00,22.0,21.6,20.4,14.7,9.7,21.1,20.2,17.8,13.2,7.6,28.2,23.8,20.2,29.3,23.0,18.6,24.5,18.9,11.0,,,,,,,,,,8.7,10.5,13.3,24.6,26.8,24.6,24.7,25.7
2019-01-23 00:07:12,22.0,21.6,20.4,14.7,9.7,21.1,20.1,17.7,13.2,7.6,28.2,23.8,20.2,29.2,23.0,18.6,24.6,18.8,10.9,,,,,,,,,,8.7,10.5,13.3,24.6,26.8,24.6,24.7,25.7
2019-01-23 00:14:24,22.0,21.6,20.4,14.7,9.7,21.1,20.1,17.7,13.2,7.6,28.2,23.8,20.2,29.2,23.0,18.6,24.6,18.8,10.9,,,,,,,,,,8.7,10.5,13.3,24.6,26.8,24.6,24.7,25.7
2019-01-23 00:21:36,22.0,21.6,20.4,14.7,9.6,21.1,20.1,17.7,13.2,7.6,28.2,23.8,20.2,29.2,23.0,18.6,24.6,18.8,10.9,,,,,,,,,,8.7,10.5,13.3,24.6,26.8,24.6,24.7,25.7
2019-01-23 00:28:48,22.0,21.6,20.4,14.7,9.6,21.1,20.1,17.7,13.2,7.6,28.2,23.8,20.2,29.2,23.0,18.6,24.6,18.8,10.9,,,,,,,,,,8.7,10.5,13.3,24.6,26.8,24.6,24.7,25.7
2019-01-23 00:36:00,22.0,21.6,20.4,14.7,9.6,21.1,20.1,17.7,13.2,7.6,28.2,23.8,20.2,29.2,23.0,18.6,24.7,18.8,10.9,,,,,,,,,,8.7,10.5,13.3,24.5,26.8,24.6,24.7,25.7
