,304_APAR_411.11,308_APAR_412.12,312_APAR_413.13,316_APAR_414.14,320_APAR_415.15,324_APAR_416.16,328_APAR_417.17,332_APAR_418.18,336_APAR_419.19,340_APAR_420.20,344_APAR_421.21,348_APAR_422.22,352_APAR_423.23,356_APAR_424.24,360_APAR_425.25,680_FIF_402.2,682_FIF_403.3,684_FIF_404.4,686_FIF_405.5,688_FIF_406.6
,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg
Time,,,,,,,,,,,,,,,,,,,,
2019-01-22 23:45:36,28.0,29.5,30.4,45.0,52.3,24.5,25.9,28.4,38.6,56.5,21.0,21.5,24.3,47.1,79.8,20.0,19.0,21.0,23.0,21.0
2019-01-22 23:52:48,28.0,29.5,30.4,45.0,52.3,24.5,25.9,28.3,38.6,56.5,20.9,21.5,24.3,47.1,79.8,20.034483,19.0,21.0,23.0,21.0
2019-01-23 00:00:00,28.0,29.5,30.4,45.0,52.3,24.5,25.9,28.3,38.6,56.5,20.9,21.5,24.3,47.1,79.8,20.034483,19.0,21.0,23.0,21.0
2019-01-23 00:07:12,28.0,29.4,30.4,44.9,52.3,24.5,25.9,28.3,38.5,56.5,20.9,21.4,24.3,47.0,79.8,20.0,19.0,21.0,23.0,21.0
2019-01-23 00:14:24,28.0,29.4,30.4,44.9,52.3,24.5,25.9,28.3,38.5,56.5,20.9,21.4,24.3,47.0,79.8,20.0,19.0,21.0,23.0,21.0
2019-01-23 00:21:36,28.0,29.4,30.4,44.9,52.3,24.5,25.9,28.3,38.5,56.5,20.8,21.4,24.2,47.0,79.8,20.0,19.0,21.0,23.0,21.0
2019-01-23 00:28:48,28.0,29.4,30.4,44.9,52.3,24.5,25.9,28.3,38.5,56.5,20.8,21.4,24.2,47.0,79.8,20.0,19.0,21.0,23.0,21.0
2019-01-23 00:36:00,27.9,29.4,30.4,44.9,52.3,24.4,25.9,28.3,38.5,56.5,20.8,21.3,24.2,47.0,79.9,20.0,19.0,20.965517,23.0,21.0
2019-01-23 00:43:12,27.9,29.4,30.4,44.9,52.3,24.4,25.9,28.3,38.5,56.5,20.8,21.3,24.2,47.0,79.9,20.0,19.0,20.965517,23.0,21.0
2019-01-23 00:50:24,27.9,29.4,30.3,44.9,52.3,24.4,25.8,28.2,38.5,56.5,20.8,21.3,24.2,47.0,79.9,20.0,19.0,20.925926,23.0,21.0
