,10_APAR_32.3,14_APAR_33.4,18_APAR_34.5,2_APAR_30.1,6_APAR_31.2,648_FIF_11.11
,avg,avg,avg,avg,avg,avg
Time,,,,,,
2019-01-25 23:45:36,19.6,6.2,-4.2,22.2,21.5,13.4
2019-01-25 23:52:48,19.6,6.2,-4.2,22.2,21.6,13.5
2019-01-26 00:00:00,19.6,6.2,-4.2,22.2,21.6,13.5
2019-01-26 00:07:12,19.6,6.2,-4.2,22.2,21.6,13.6
2019-01-26 00:14:24,19.6,6.2,-4.2,22.2,21.6,13.6
2019-01-26 00:21:36,19.6,6.2,-4.2,22.2,21.6,13.5
2019-01-26 00:28:48,19.6,6.2,-4.2,22.2,21.6,13.5
2019-01-26 00:36:00,19.6,6.2,-4.2,22.3,21.6,13.4
2019-01-26 00:43:12,19.6,6.2,-4.2,22.3,21.6,13.4
2019-01-26 00:50:24,19.6,6.2,-4.2,22.3,21.6,13.4
2019-01-26 00:57:36,19.6,6.2,-4.2,22.3,21.6,13.4
2019-01-26 01:04:48,19.6,6.2,-4.2,22.3,21.6,13.5
2019-01-26 01:12:00,19.6,6.2,-4.2,22.3,21.6,13.5
2019-01-26 01:19:12,19.6,6.2,-4.3,22.3,21.6,13.3
2019-01-26 01:26:24,19.6,6.2,-4.3,22.3,21.6,13.3
2019-01-26 01:33:36,19.6,6.3,-4.3,22.3,21.6,13.2
2019-01-26 01:40:48,19.6,6.3,-4.3,22.3,21.6,13.2
2019-01-26 01:48:00,19.6,6.3,-4.3,22.3,21.6,13.3
2019-01-26 01:55:12,19.6,6.3,-4.3,22.3,21.6,13.3
2019-01-26 02:02:24,19.6,6.3,-4.3,22.3,21.6,13.3
2019-01-26 02:09:36,19.6,6.3,-4.3,22.3,21.6,13.3
2019-01-26 02:16:48,19.7,6.3,-4.3,22.3,21.6,13.3
2019-01-26 02:24:00,19.7,6.3,-4.3,22.3,21.6,13.3
2019-01-26 02:31:12,19.7,6.3,-4.2,22.3,21.6,13.3
2019-01-26 02:38:24,19.7,6.3,-4.2,22.3,21.6,13.3
2019-01-26 02:45:36,19.7,6.3,-4.2,22.3,21.6,13.3
2019-01-26 02:52:48,19.7,6.3,-4.2,22.3,21.6,13.3
2019-01-26 03:00:00,19.7,6.3,-4.2,22.3,21.6,13.3
2019-01-26 03:07:12,19.7,6.3,-4.2,22.3,21.6,13.2
2019-01-26 03:14:24,19.7,6.3,-4.2,22.3,21.6,13.2
2019-01-26 03:21:36,19.7,6.3,-4.2,22.3,21.6,13.2
2019-01-26 03:28:48,19.7,6.3,-4.2,22.3,21.6,13.2
2019-01-26 03:36:00,19.7,6.3,-4.2,22.3,21.6,13.2
2019-01-26 03:43:12,19.7,6.3,-4.2,22.3,21.6,13.2
2019-01-26 03:50:24,19.7,6.3,-4.2,22.3,21.6,13.2
2019-01-26 03:57:36,19.7,6.3,-4.2,22.3,21.6,13.2
2019-01-26 04:04:48,19.7,6.3,-4.2,22.3,21.6,13.1
2019-01-26 04:12:00,19.7,6.3,-4.2,22.3,21.6,13.1
2019-01-26 04:19:12,19.7,6.3,-4.2,22.3,21.6,13.1
2019-01-26 04:26:24,19.7,6.3,-4.2,22.3,21.6,13.1
2019-01-26 04:33:36,19.7,6.3,-4.2,22.3,21.6,13.1
2019-01-26 04:40:48,19.7,6.3,-4.2,22.3,21.6,13.1
2019-01-26 04:48:00,19.7,6.3,-4.2,22.3,21.6,13.2
2019-01-26 04:55:12,19.7,6.3,-4.2,22.3,21.6,13.2
2019-01-26 05:02:24,19.7,6.3,-4.2,22.3,21.6,13.2
2019-01-26 05:09:36,19.7,6.3,-4.2,22.3,21.6,13.2
