,1_APAR_30.1,13_APAR_33.4,17_APAR_34.5,5_APAR_31.2,649_FIF_11.11,9_APAR_32.3
,avg,avg,avg,avg,avg,avg
Time,,,,,,
2019-01-25 23:45:36,26.3,50.8,88.0,26.7,29.0,26.8
2019-01-25 23:52:48,26.3,50.7,88.0,26.7,29.0,26.8
2019-01-26 00:00:00,26.3,50.7,88.0,26.7,29.0,26.8
2019-01-26 00:07:12,26.3,50.7,88.0,26.7,29.0,26.8
2019-01-26 00:14:24,26.3,50.7,88.0,26.7,29.0,26.8
2019-01-26 00:21:36,26.3,50.7,88.0,26.7,29.0,26.8
2019-01-26 00:28:48,26.3,50.7,88.0,26.7,29.0,26.8
2019-01-26 00:36:00,26.3,50.7,88.0,26.7,29.0,26.8
2019-01-26 00:43:12,26.3,50.7,88.0,26.7,29.0,26.8
2019-01-26 00:50:24,26.3,50.7,88.0,26.7,29.0,26.8
2019-01-26 00:57:36,26.3,50.7,88.0,26.7,29.0,26.8
2019-01-26 01:04:48,26.3,50.7,88.0,26.7,29.0,26.8
2019-01-26 01:12:00,26.3,50.7,88.0,26.7,29.0,26.8
2019-01-26 01:19:12,26.3,50.6,88.0,26.7,29.0,26.8
2019-01-26 01:26:24,26.3,50.6,88.0,26.7,29.0,26.8
2019-01-26 01:33:36,26.3,50.6,88.0,26.7,29.0,26.8
2019-01-26 01:40:48,26.3,50.6,88.0,26.7,29.0,26.8
2019-01-26 01:48:00,26.3,50.6,88.0,26.7,29.0,26.8
2019-01-26 01:55:12,26.3,50.6,88.0,26.7,29.0,26.8
2019-01-26 02:02:24,26.3,50.6,88.0,26.7,29.0,26.8
2019-01-26 02:09:36,26.3,50.6,88.0,26.7,29.0,26.8
2019-01-26 02:16:48,26.3,50.6,88.0,26.7,29.0,26.8
2019-01-26 02:24:00,26.3,50.6,88.0,26.7,29.0,26.8
2019-01-26 02:31:12,26.3,50.6,88.0,26.7,29.0,26.8
2019-01-26 02:38:24,26.3,50.6,88.0,26.7,29.0,26.8
2019-01-26 02:45:36,26.3,50.5,88.0,26.7,29.0,26.8
2019-01-26 02:52:48,26.3,50.5,88.0,26.7,29.0,26.8
2019-01-26 03:00:00,26.3,50.5,88.0,26.7,29.0,26.8
2019-01-26 03:07:12,26.3,50.5,88.1,26.7,29.0,26.8
2019-01-26 03:14:24,26.3,50.5,88.1,26.7,29.0,26.8
2019-01-26 03:21:36,26.3,50.5,88.1,26.7,29.0,26.8
2019-01-26 03:28:48,26.3,50.5,88.1,26.7,29.0,26.8
2019-01-26 03:36:00,26.3,50.5,88.0,26.7,29.0,26.8
2019-01-26 03:43:12,26.3,50.5,88.0,26.7,29.0,26.8
2019-01-26 03:50:24,26.3,50.5,88.0,26.7,29.0,26.8
2019-01-26 03:57:36,26.3,50.5,88.0,26.7,29.0,26.8
2019-01-26 04:04:48,26.3,50.5,88.0,26.7,29.0,26.8
2019-01-26 04:12:00,26.3,50.5,88.0,26.7,29.0,26.8
2019-01-26 04:19:12,26.3,50.5,88.1,26.7,29.0,26.8
2019-01-26 04:26:24,26.3,50.5,88.1,26.7,29.0,26.8
2019-01-26 04:33:36,26.3,50.5,88.1,26.7,29.0,26.8
2019-01-26 04:40:48,26.3,50.5,88.1,26.7,29.0,26.8
2019-01-26 04:48:00,26.3,50.5,88.1,26.7,29.0,26.8
2019-01-26 04:55:12,26.3,50.5,88.1,26.7,29.0,26.8
2019-01-26 05:02:24,26.3,50.5,88.1,26.7,29.0,26.8
2019-01-26 05:09:36,26.3,50.5,88.1,26.7,29.0,26.8
2019-01-26 05:16:48,26.3,50.5,88.1,26.7,29.0,26.8
2019-01-26 05:24:00,26.3,50.5,88.1,26.7,29.0,26.8
