,416_APAR_611.11,420_APAR_612.12,424_APAR_613.13,428_APAR_614.14,432_APAR_615.15,436_APAR_616.16,440_APAR_617.17,444_APAR_618.18,448_APAR_619.19,452_APAR_620.20,456_APAR_621.21,460_APAR_622.22,464_APAR_623.23,468_APAR_624.24,472_APAR_625.25,696_FIF_602.2,698_FIF_603.3,700_FIF_604.4,702_FIF_605.5,704_FIF_606.6
,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg
Time,,,,,,,,,,,,,,,,,,,,
2019-01-25 23:45:36,20.7,21.0,25.1,33.5,45.5,22.7,23.2,31.0,36.3,43.4,19.4,19.9,21.4,44.8,72.5,20.433333,23.233333,22.0,26.066667,19.0
2019-01-25 23:52:48,20.6,21.0,25.1,33.5,45.5,22.7,23.2,31.0,36.3,43.3,19.4,19.9,21.4,44.8,72.5,20.266667,23.0,22.0,26.033333,19.0
2019-01-26 00:00:00,20.6,21.0,25.1,33.5,45.5,22.7,23.2,31.0,36.3,43.3,19.4,19.9,21.4,44.8,72.5,20.266667,23.0,22.0,26.033333,19.0
2019-01-26 00:07:12,20.7,21.0,25.1,33.5,45.5,22.7,23.2,31.0,36.3,43.3,19.5,19.9,21.4,44.8,72.5,20.233333,23.0,22.0,26.0,19.0
2019-01-26 00:14:24,20.7,21.0,25.1,33.5,45.5,22.7,23.2,31.0,36.3,43.3,19.5,19.9,21.4,44.8,72.5,20.233333,23.0,22.0,26.0,19.0
2019-01-26 00:21:36,20.7,21.0,25.1,33.5,45.5,22.7,23.2,31.0,36.3,43.3,19.4,19.9,21.4,44.8,72.5,20.62069,23.0,22.0,26.0,19.0
2019-01-26 00:28:48,20.7,21.0,25.1,33.5,45.5,22.7,23.2,31.0,36.3,43.3,19.4,19.9,21.4,44.8,72.5,20.62069,23.0,22.0,26.0,19.0
2019-01-26 00:36:00,20.7,21.0,25.1,33.5,45.5,22.7,23.2,31.0,36.3,43.3,19.5,19.9,21.4,44.8,72.5,20.387097,23.032258,22.0,26.0,19.0
2019-01-26 00:43:12,20.7,21.0,25.1,33.5,45.5,22.7,23.2,31.0,36.3,43.3,19.5,19.9,21.4,44.8,72.5,20.387097,23.032258,22.0,26.0,19.0
2019-01-26 00:50:24,20.7,21.0,25.0,33.5,45.5,22.7,23.2,31.0,36.3,43.3,19.5,19.9,21.4,44.8,72.5,20.5,23.033333,22.0,26.0,19.0
