,252_APAR_314.14,256_APAR_315.15,260_APAR_316.16,264_APAR_317.17,268_APAR_318.18,272_APAR_319.19,276_APAR_320.20,280_APAR_321.21,284_APAR_322.22,288_APAR_323.23,292_APAR_324.24,296_APAR_325.25,300_APAR_326.26,666_FIF_304.4,668_FIF_305.5,670_FIF_306.6,672_FIF_310.10,674_FIF_311.11,676_FIF_312.12,678_FIF_313.13
,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg
Time,,,,,,,,,,,,,,,,,,,,
2019-01-25 23:45:36,22.6,23.6,23.6,39.6,86.1,35.2,37.5,40.3,51.9,22.5,23.0,31.5,38.5,24.0,20.0,22.033333,,,44.4,18.0
2019-01-25 23:52:48,22.6,23.6,23.6,39.6,86.1,35.2,37.5,40.3,51.9,22.5,23.0,31.5,38.5,24.0,20.0,22.166667,,,44.566667,18.0
2019-01-26 00:00:00,22.6,23.6,23.6,39.6,86.1,35.2,37.5,40.3,51.9,22.5,23.0,31.5,38.5,24.0,20.0,22.166667,,,44.566667,18.0
2019-01-26 00:07:12,22.6,23.6,23.6,39.6,86.1,35.2,37.5,40.3,51.9,22.5,23.0,31.5,38.4,24.0,20.0,22.366667,,,44.233333,18.0
2019-01-26 00:14:24,22.6,23.6,23.6,39.6,86.1,35.2,37.5,40.3,51.9,22.5,23.0,31.5,38.4,24.0,20.0,22.366667,,,44.233333,18.0
2019-01-26 00:21:36,22.6,23.6,23.6,39.6,86.1,35.2,37.5,40.3,51.9,22.5,23.0,31.6,38.4,24.0,20.0,22.758621,,,44.103448,18.0
2019-01-26 00:28:48,22.6,23.6,23.6,39.6,86.1,35.2,37.5,40.3,51.9,22.5,23.0,31.6,38.4,24.0,20.0,22.758621,,,44.103448,18.0
2019-01-26 00:36:00,22.6,23.6,23.6,39.6,86.2,35.2,37.5,40.3,51.9,22.5,23.0,31.6,38.4,24.0,20.0,22.935484,,,43.516129,18.0
2019-01-26 00:43:12,22.6,23.6,23.6,39.6,86.2,35.2,37.5,40.3,51.9,22.5,23.0,31.6,38.4,24.0,20.0,22.935484,,,43.516129,18.0
2019-01-26 00:50:24,22.6,23.6,23.6,39.6,86.1,35.2,37.5,40.3,51.9,22.5,23.0,31.6,38.4,24.0,20.0,22.933333,,,44.166667,18.0
2019-01-26 00:57:36,22.6,23.6,23.6,39.6,86.1,35.2,37.5,40.3,51.9,22.5,23.0,31.6,38.4,24.0,20.0,22.933333,,,44.166667,18.0
