,136_APAR_213.1,144_APAR_214.2,148_APAR_215.3,152_APAR_216.4,156_APAR_217.5,160_APAR_218.6,164_APAR_219.7,168_APAR_220.8,172_APAR_221.9,176_APAR_222.10,180_APAR_223.11,184_APAR_224.12,188_APAR_225.13,192_APAR_226.14,196_APAR_227.15,200_APAR_228.16,204_APAR_229.17,208_APAR_230.18,212_APAR_231.19,216_APAR_232.20,220_APAR_233.21,224_APAR_234.22,228_APAR_235.23,232_APAR_236.24,236_APAR_237.25,240_APAR_238.26,244_APAR_239.27,248_APAR_240.28,3808_APAR_16.16,3812_APAR_17.17,3816_APAR_18.18,656_FIF_203.3,658_FIF_204.4,660_FIF_205.5,662_FIF_206.6,664_FIF_207.7
,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg
Time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-25 23:45:36,24.6,24.8,27.5,39.2,52.1,24.5,26.8,30.2,39.9,52.4,25.8,28.0,36.6,29.8,40.8,48.5,25.7,35.4,51.0,,,,,,,,,,33.6,100.0,36.2,23.0,26.0,20.0,23.0,21.0
2019-01-25 23:52:48,24.6,24.8,27.5,39.2,52.1,24.5,26.8,30.2,39.9,52.4,25.8,28.0,36.6,29.8,40.8,48.5,25.6,35.4,51.0,,,,,,,,,,33.7,100.0,36.2,23.0,26.0,20.0,22.966667,21.0
2019-01-26 00:00:00,24.6,24.8,27.5,39.2,52.1,24.5,26.8,30.2,39.9,52.4,25.8,28.0,36.6,29.8,40.8,48.5,25.6,35.4,51.0,,,,,,,,,,33.7,100.0,36.2,23.0,26.0,20.0,22.966667,21.0
2019-01-26 00:07:12,24.6,24.8,27.5,39.2,52.1,24.5,26.8,30.2,39.9,52.4,25.9,28.0,36.6,29.8,40.7,48.5,25.6,35.4,51.0,,,,,,,,,,33.8,100.0,36.2,23.0,26.0,20.0,22.966667,21.0
2019-01-26 00:14:24,24.6,24.8,27.5,39.2,52.1,24.5,26.8,30.2,39.9,52.4,25.9,28.0,36.6,29.8,40.7,48.5,25.6,35.4,51.0,,,,,,,,,,33.8,100.0,36.2,23.0,26.0,20.0,22.966667,21.0
2019-01-26 00:21:36,24.6,24.8,27.5,39.2,52.1,24.5,26.8,30.2,39.9,52.3,26.0,28.1,36.7,29.8,40.7,48.5,25.6,35.4,51.0,,,,,,,,,,33.9,100.0,36.2,23.0,26.0,20.0,23.0,21.0
2019-01-26 00:28:48,24.6,24.8,27.5,39.2,52.1,24.5,26.8,30.2,39.9,52.3,26.0,28.1,36.7,29.8,40.7,48.5,25.6,35.4,51.0,,,,,,,,,,33.9,100.0,36.2,23.0,26.0,20.0,23.0,21.0
2019-01-26 00:36:00,24.6,24.8,27.5,39.1,52.1,24.5,26.8,30.2,39.9,52.3,25.9,28.1,36.7,29.8,40.7,48.4,25.7,35.4,51.0,,,,,,,,,,34.0,100.0,36.2,23.0,26.0,20.0,23.0,21.0
