,2243_LE03_02.2,2310_LE03_03.3,2377_LE03_04.4,2444_LE03_05.5,2511_LE03_06.6,2578_LE03_07.7,2645_LE03_08.8,2712_LE03_09.9,3861_LE01_26.10,4078_LE03_27.26,4446_LE03_SUM
,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg
Time,,,,,,,,,,,
2019-01-18 23:45:36,,,,,,,,,,,
2019-01-18 23:52:48,,,,,,,,,,,
2019-01-19 00:00:00,,,,,,,,,,,
2019-01-19 00:07:12,,,,,,,,,,,
2019-01-19 00:14:24,,,,,,,,,,,
2019-01-19 00:21:36,,,,,,,,,,,
2019-01-19 00:28:48,,,,,,,,,,,
2019-01-19 00:36:00,,,,,,,,,,,
2019-01-19 00:43:12,,,,,,,,,,,
2019-01-19 00:50:24,,,,,,,,,,,
2019-01-19 00:57:36,,,,,,,,,,,
2019-01-19 01:04:48,,,,,,,,,,,
2019-01-19 01:12:00,,,,,,,,,,,
2019-01-19 01:19:12,,,,,,,,,,,
2019-01-19 01:26:24,,,,,,,,,,,
2019-01-19 01:33:36,,,,,,,,,,,
2019-01-19 01:40:48,,,,,,,,,,,
2019-01-19 01:48:00,,,,,,,,,,,
2019-01-19 01:55:12,,,,,,,,,,,
2019-01-19 02:02:24,,,,,,,,,,,
2019-01-19 02:09:36,,,,,,,,,,,
2019-01-19 02:16:48,,,,,,,,,,,
2019-01-19 02:24:00,,,,,,,,,,,
2019-01-19 02:31:12,,,,,,,,,,,
2019-01-19 02:38:24,,,,,,,,,,,
2019-01-19 02:45:36,,,,,,,,,,,
2019-01-19 02:52:48,,,,,,,,,,,
2019-01-19 03:00:00,,,,,,,,,,,
2019-01-19 03:07:12,,,,,,,,,,,
2019-01-19 03:14:24,,,,,,,,,,,
2019-01-19 03:21:36,,,,,,,,,,,
2019-01-19 03:28:48,,,,,,,,,,,
2019-01-19 03:36:00,,,,,,,,,,,
2019-01-19 03:43:12,,,,,,,,,,,
2019-01-19 03:50:24,,,,,,,,,,,
2019-01-19 03:57:36,,,,,,,,,,,
2019-01-19 04:04:48,,,,,,,,,,,
2019-01-19 04:12:00,,,,,,,,,,,
2019-01-19 04:19:12,,,,,,,,,,,
2019-01-19 04:26:24,,,,,,,,,,,
2019-01-19 04:33:36,,,,,,,,,,,
2019-01-19 04:40:48,,,,,,,,,,,
2019-01-19 04:48:00,,,,,,,,,,,
2019-01-19 04:55:12,,,,,,,,,,,
2019-01-19 05:02:24,,,,,,,,,,,
2019-01-19 05:09:36,,,,,,,,,,,
2019-01-19 05:16:48,,,,,,,,,,,
2019-01-19 05:24:00,,,,,,,,,,,
2019-01-19 05:31:12,,,,,,,,,,,
2019-01-19 05:38:24,,,,,,,,,,,
2019-01-19 05:45:36,,,,,,,,,,,
2019-01-19 05:52:48,,,,,,,,,,,
2019-01-19 06:00:00,,,,,,,,,,,
2019-01-19 06:07:12,,,,,,,,,,,
2019-01-19 06:14:24,,,,,,,,,,,
2019-01-19 06:21:36,,,,,,,,,,,
2019-01-19 06:28:48,,,,,,,,,,,
2019-01-19 06:36:00,,,,,,,,,,,
2019-01-19 06:43:12,,,,,,,,,,,
2019-01-19 06:50:24,,,,,,,,,,,
2019-01-19 06:57:36,,,,,,,,,,,
2019-01-19 07:04:48,,,,,,,,,,,
2019-01-19 07:12:00,,,,,,,,,,,
2019-01-19 07:19:12,,,,,,,,,,,
2019-01-19 07:26:24,,,,,,,,,,,
2019-01-19 07:33:36,,,,,,,,,,,
