,10_APAR_32.3,14_APAR_33.4,18_APAR_34.5,2_APAR_30.1,6_APAR_31.2,648_FIF_11.11
,avg,avg,avg,avg,avg,avg
Time,,,,,,
2019-02-07 23:45:36,12.7,6.5,1.7,14.3,13.8,16.1
2019-02-07 23:52:48,12.7,6.5,1.7,14.3,13.8,16.1
2019-02-08 00:00:00,12.7,6.5,1.7,14.3,13.8,16.1
2019-02-08 00:07:12,12.7,6.4,1.6,14.3,13.8,16.1
2019-02-08 00:14:24,12.7,6.4,1.6,14.3,13.8,16.1
2019-02-08 00:21:36,12.6,6.4,1.6,14.3,13.8,16.0
2019-02-08 00:28:48,12.6,6.4,1.6,14.3,13.8,16.0
2019-02-08 00:36:00,12.6,6.4,1.6,14.2,13.8,16.0
2019-02-08 00:43:12,12.6,6.4,1.6,14.2,13.8,16.0
2019-02-08 00:50:24,12.6,6.4,1.5,14.2,13.8,15.9
2019-02-08 00:57:36,12.6,6.4,1.5,14.2,13.8,15.9
2019-02-08 01:04:48,12.6,6.3,1.5,14.2,13.8,15.9
2019-02-08 01:12:00,12.6,6.3,1.5,14.2,13.8,15.9
2019-02-08 01:19:12,12.6,6.3,1.4,14.2,13.8,15.9
2019-02-08 01:26:24,12.6,6.3,1.4,14.2,13.8,15.9
2019-02-08 01:33:36,12.6,6.3,1.3,14.2,13.8,15.9
2019-02-08 01:40:48,12.6,6.3,1.3,14.2,13.8,15.9
2019-02-08 01:48:00,12.6,6.3,1.2,14.2,13.7,15.8
2019-02-08 01:55:12,12.6,6.3,1.2,14.2,13.7,15.8
2019-02-08 02:02:24,12.6,6.2,1.1,14.1,13.7,15.7
2019-02-08 02:09:36,12.6,6.2,1.1,14.1,13.7,15.7
2019-02-08 02:16:48,12.6,6.2,1.1,14.1,13.7,15.7
2019-02-08 02:24:00,12.6,6.2,1.1,14.1,13.7,15.7
2019-02-08 02:31:12,12.5,6.2,1.0,14.0,13.7,15.7
2019-02-08 02:38:24,12.5,6.2,1.0,14.0,13.7,15.7
2019-02-08 02:45:36,12.5,6.2,0.9,14.0,13.7,15.7
2019-02-08 02:52:48,12.5,6.2,0.9,14.0,13.7,15.7
2019-02-08 03:00:00,12.5,6.2,0.9,14.0,13.7,15.7
2019-02-08 03:07:12,12.5,6.1,0.9,14.0,13.6,15.7
2019-02-08 03:14:24,12.5,6.1,0.9,14.0,13.6,15.7
2019-02-08 03:21:36,12.5,6.1,0.8,14.0,13.6,15.6
2019-02-08 03:28:48,12.5,6.1,0.8,14.0,13.6,15.6
2019-02-08 03:36:00,12.5,6.0,0.8,14.0,13.6,15.6
2019-02-08 03:43:12,12.5,6.0,0.8,14.0,13.6,15.6
2019-02-08 03:50:24,12.5,6.0,0.8,13.9,13.6,15.7
2019-02-08 03:57:36,12.5,6.0,0.8,13.9,13.6,15.7
2019-02-08 04:04:48,12.4,6.0,0.8,13.9,13.6,15.7
2019-02-08 04:12:00,12.4,6.0,0.8,13.9,13.6,15.7
2019-02-08 04:19:12,12.4,5.9,0.8,14.0,13.6,15.8
2019-02-08 04:26:24,12.4,5.9,0.8,14.0,13.6,15.8
2019-02-08 04:33:36,12.4,5.9,0.9,14.0,13.6,15.8
2019-02-08 04:40:48,12.4,5.9,0.9,14.0,13.6,15.8
2019-02-08 04:48:00,12.4,5.9,0.9,14.0,13.6,15.9
2019-02-08 04:55:12,12.4,5.9,0.9,14.0,13.6,15.9
2019-02-08 05:02:24,12.4,5.8,0.9,14.0,13.6,15.9
2019-02-08 05:09:36,12.4,5.8,0.9,14.0,13.6,15.9
2019-02-08 05:16:48,12.4,5.8,1.0,14.0,13.6,16.0
2019-02-08 05:24:00,12.4,5.8,1.0,14.0,13.6,16.0
