,1_APAR_30.1,13_APAR_33.4,17_APAR_34.5,5_APAR_31.2,649_FIF_11.11,9_APAR_32.3
,avg,avg,avg,avg,avg,avg
Time,,,,,,
2019-02-03 23:45:36,40.1,63.7,84.4,41.3,40.0,43.0
2019-02-03 23:52:48,40.1,63.7,84.4,41.2,40.0,42.9
2019-02-04 00:00:00,40.1,63.7,84.4,41.2,40.0,42.9
2019-02-04 00:07:12,40.1,63.7,84.4,41.2,40.0,42.9
2019-02-04 00:14:24,40.1,63.7,84.4,41.2,40.0,42.9
2019-02-04 00:21:36,40.1,63.7,84.4,41.2,40.0,42.9
2019-02-04 00:28:48,40.1,63.7,84.4,41.2,40.0,42.9
2019-02-04 00:36:00,40.1,63.6,84.4,41.3,40.0,42.9
2019-02-04 00:43:12,40.1,63.6,84.4,41.3,40.0,42.9
2019-02-04 00:50:24,40.1,63.6,84.4,41.3,40.0,42.9
2019-02-04 00:57:36,40.1,63.6,84.4,41.3,40.0,42.9
2019-02-04 01:04:48,40.1,63.6,84.4,41.2,40.0,42.9
2019-02-04 01:12:00,40.1,63.6,84.4,41.2,40.0,42.9
2019-02-04 01:19:12,40.0,63.5,84.4,41.2,40.0,42.9
2019-02-04 01:26:24,40.0,63.5,84.4,41.2,40.0,42.9
2019-02-04 01:33:36,40.0,63.5,84.4,41.1,40.0,42.9
2019-02-04 01:40:48,40.0,63.5,84.4,41.1,40.0,42.9
2019-02-04 01:48:00,40.0,63.5,84.4,41.1,40.0,42.8
2019-02-04 01:55:12,40.0,63.5,84.4,41.1,40.0,42.8
2019-02-04 02:02:24,40.0,63.5,84.4,41.1,40.0,42.8
2019-02-04 02:09:36,40.0,63.5,84.4,41.1,40.0,42.8
2019-02-04 02:16:48,40.0,63.4,84.5,41.2,40.0,42.8
2019-02-04 02:24:00,40.0,63.4,84.5,41.2,40.0,42.8
2019-02-04 02:31:12,40.1,63.4,84.5,41.2,40.0,42.8
2019-02-04 02:38:24,40.1,63.4,84.5,41.2,40.0,42.8
2019-02-04 02:45:36,40.2,63.4,84.5,41.2,40.033333,42.8
2019-02-04 02:52:48,40.2,63.4,84.5,41.2,40.033333,42.8
2019-02-04 03:00:00,40.2,63.4,84.5,41.2,40.033333,42.8
2019-02-04 03:07:12,40.2,63.4,84.5,41.3,40.0,42.8
2019-02-04 03:14:24,40.2,63.4,84.5,41.3,40.0,42.8
2019-02-04 03:21:36,40.2,63.3,84.5,41.3,40.0,42.8
2019-02-04 03:28:48,40.2,63.3,84.5,41.3,40.0,42.8
2019-02-04 03:36:00,40.2,63.3,84.5,41.3,40.0,42.8
2019-02-04 03:43:12,40.2,63.3,84.5,41.3,40.0,42.8
2019-02-04 03:50:24,40.1,63.3,84.5,41.2,40.0,42.7
2019-02-04 03:57:36,40.1,63.3,84.5,41.2,40.0,42.7
2019-02-04 04:04:48,40.0,63.3,84.5,41.2,40.413793,42.7
2019-02-04 04:12:00,40.0,63.3,84.5,41.2,40.413793,42.7
2019-02-04 04:19:12,40.0,63.3,84.5,41.2,40.8,42.7
2019-02-04 04:26:24,40.0,63.3,84.5,41.2,40.8,42.7
2019-02-04 04:33:36,40.1,63.3,84.6,41.2,40.827586,42.7
2019-02-04 04:40:48,40.1,63.3,84.6,41.2,40.827586,42.7
2019-02-04 04:48:00,40.1,63.3,84.6,41.2,40.533333,42.6
2019-02-04 04:55:12,40.1,63.3,84.6,41.2,40.533333,42.6
2019-02-04 05:02:24,40.1,63.2,84.6,41.2,40.333333,42.6
2019-02-04 05:09:36,40.1,63.2,84.6,41.2,40.333333,42.6
2019-02-04 05:16:48,40.0,63.2,84.6,41.1,40.758621,42.6
