,2201_LE03_02.2,2268_LE03_03.3,2335_LE03_04.4,2402_LE03_05.5,2469_LE03_06.6,2536_LE03_07.7,2603_LE03_08.8,2670_LE03_09.9,3850_LE01_26.10,4036_LE03_27.26,4404_LE03_SUM
,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg
Time,,,,,,,,,,,
2019-02-03 23:45:36,,,,,,,,,,,
2019-02-03 23:52:48,371.2,67.7,576.3,34.4,553.7,88.6,334.1,1674.6,15.2,72.5,3788.3
2019-02-04 00:00:00,151.2,66.5,416.8,34.4,603.1,62.2,347.6,2136.4,15.3,72.4,3905.8
2019-02-04 00:07:12,1973.0,125.8,685.9,34.5,498.7,132.9,339.7,2212.5,15.5,72.7,6091.1
2019-02-04 00:14:24,1973.0,125.8,685.9,34.5,498.7,132.9,339.7,2212.5,15.5,72.7,6091.1
2019-02-04 00:21:36,70.1,32.6,473.8,34.4,588.3,163.7,266.0,2261.9,15.3,72.7,3976.4
2019-02-04 00:28:48,70.1,32.6,473.8,34.4,588.3,163.7,266.0,2261.9,15.3,72.7,3976.4
2019-02-04 00:36:00,306.5,39.6,599.8,34.4,490.7,113.1,338.3,266.0,15.4,72.6,2276.5
2019-02-04 00:43:12,306.5,39.6,599.8,34.4,490.7,113.1,338.3,266.0,15.4,72.6,2276.5
2019-02-04 00:50:24,183.3,176.4,281.9,34.3,653.2,78.4,292.4,446.7,15.3,72.5,2234.3
2019-02-04 00:57:36,183.3,176.4,281.9,34.3,653.2,78.4,292.4,446.7,15.3,72.5,2234.3
2019-02-04 01:04:48,843.5,56.4,660.4,34.5,511.5,96.1,368.1,1927.2,15.3,72.4,4585.4
2019-02-04 01:12:00,843.5,56.4,660.4,34.5,511.5,96.1,368.1,1927.2,15.3,72.4,4585.4
2019-02-04 01:19:12,1883.4,97.3,503.7,34.3,506.3,115.6,313.2,1904.4,15.5,72.7,5446.3
2019-02-04 01:26:24,1883.4,97.3,503.7,34.3,506.3,115.6,313.2,1904.4,15.5,72.7,5446.3
2019-02-04 01:33:36,454.5,257.0,602.5,34.4,661.9,92.9,309.9,2162.4,16.1,73.3,4664.8
2019-02-04 01:40:48,454.5,257.0,602.5,34.4,661.9,92.9,309.9,2162.4,16.1,73.3,4664.8
2019-02-04 01:48:00,407.6,94.7,375.6,34.3,416.2,71.9,308.8,2200.2,16.0,73.4,3998.7
2019-02-04 01:55:12,407.6,94.7,375.6,34.3,416.2,71.9,308.8,2200.2,16.0,73.4,3998.7
2019-02-04 02:02:24,91.0,32.5,621.3,34.3,673.5,122.4,337.8,2233.0,16.1,73.2,4235.0
2019-02-04 02:09:36,91.0,32.5,621.3,34.3,673.5,122.4,337.8,2233.0,16.1,73.2,4235.0
2019-02-04 02:16:48,2041.5,139.7,488.2,34.3,405.9,106.3,336.5,2241.8,15.8,73.1,5883.1
2019-02-04 02:24:00,2041.5,139.7,488.2,34.3,405.9,106.3,336.5,2241.8,15.8,73.1,5883.1
2019-02-04 02:31:12,90.7,59.9,612.0,34.4,654.3,183.1,204.2,2298.3,16.1,73.3,4093.1
2019-02-04 02:38:24,90.7,59.9,612.0,34.4,654.3,183.1,204.2,2298.3,16.1,73.3,4093.1
2019-02-04 02:45:36,723.3,195.8,485.9,34.3,503.6,137.0,336.1,2813.1,16.0,73.2,5318.5
2019-02-04 02:52:48,723.3,195.8,485.9,34.3,503.6,137.0,336.1,2813.1,16.0,73.2,5318.5
