,10_APAR_32.3,14_APAR_33.4,18_APAR_34.5,2_APAR_30.1,6_APAR_31.2,648_FIF_11.11
,avg,avg,avg,avg,avg,avg
Time,,,,,,
2019-02-03 23:45:36,14.2,8.1,3.4,15.7,15.3,17.7
2019-02-03 23:52:48,14.2,8.1,3.4,15.6,15.3,17.6
2019-02-04 00:00:00,14.2,8.1,3.4,15.6,15.3,17.6
2019-02-04 00:07:12,14.2,8.1,3.3,15.6,15.2,17.6
2019-02-04 00:14:24,14.2,8.1,3.3,15.6,15.2,17.6
2019-02-04 00:21:36,14.1,8.1,3.3,15.6,15.2,17.5
2019-02-04 00:28:48,14.1,8.1,3.3,15.6,15.2,17.5
2019-02-04 00:36:00,14.1,8.0,3.2,15.6,15.2,17.5
2019-02-04 00:43:12,14.1,8.0,3.2,15.6,15.2,17.5
2019-02-04 00:50:24,14.1,8.0,3.2,15.6,15.2,17.5
2019-02-04 00:57:36,14.1,8.0,3.2,15.6,15.2,17.5
2019-02-04 01:04:48,14.1,8.0,3.1,15.5,15.2,17.3
2019-02-04 01:12:00,14.1,8.0,3.1,15.5,15.2,17.3
2019-02-04 01:19:12,14.1,8.0,3.1,15.5,15.1,17.2
2019-02-04 01:26:24,14.1,8.0,3.1,15.5,15.1,17.2
2019-02-04 01:33:36,14.1,8.0,3.1,15.4,15.1,17.1
2019-02-04 01:40:48,14.1,8.0,3.1,15.4,15.1,17.1
2019-02-04 01:48:00,14.1,7.9,3.1,15.3,15.1,17.1
2019-02-04 01:55:12,14.1,7.9,3.1,15.3,15.1,17.1
2019-02-04 02:02:24,14.0,7.9,3.0,15.3,15.0,17.1
2019-02-04 02:09:36,14.0,7.9,3.0,15.3,15.0,17.1
2019-02-04 02:16:48,14.0,7.9,3.0,15.3,15.0,17.2
2019-02-04 02:24:00,14.0,7.9,3.0,15.3,15.0,17.2
2019-02-04 02:31:12,14.0,7.9,3.0,15.3,15.0,17.2
2019-02-04 02:38:24,14.0,7.9,3.0,15.3,15.0,17.2
2019-02-04 02:45:36,14.0,7.8,3.0,15.4,15.0,17.2
2019-02-04 02:52:48,14.0,7.8,3.0,15.4,15.0,17.2
2019-02-04 03:00:00,14.0,7.8,3.0,15.4,15.0,17.2
2019-02-04 03:07:12,14.0,7.8,2.9,15.4,15.0,17.3
2019-02-04 03:14:24,14.0,7.8,2.9,15.4,15.0,17.3
2019-02-04 03:21:36,14.0,7.8,2.9,15.5,15.1,17.3
2019-02-04 03:28:48,14.0,7.8,2.9,15.5,15.1,17.3
2019-02-04 03:36:00,14.0,7.8,2.9,15.5,15.1,17.2
2019-02-04 03:43:12,14.0,7.8,2.9,15.5,15.1,17.2
2019-02-04 03:50:24,13.9,7.7,2.9,15.4,15.0,17.1
2019-02-04 03:57:36,13.9,7.7,2.9,15.4,15.0,17.1
2019-02-04 04:04:48,13.9,7.7,2.9,15.3,15.0,17.0
2019-02-04 04:12:00,13.9,7.7,2.9,15.3,15.0,17.0
2019-02-04 04:19:12,13.9,7.7,2.9,15.3,15.0,17.0
2019-02-04 04:26:24,13.9,7.7,2.9,15.3,15.0,17.0
2019-02-04 04:33:36,13.9,7.7,2.8,15.3,14.9,17.1
2019-02-04 04:40:48,13.9,7.7,2.8,15.3,14.9,17.1
2019-02-04 04:48:00,13.9,7.7,2.8,15.3,14.9,17.2
2019-02-04 04:55:12,13.9,7.7,2.8,15.3,14.9,17.2
2019-02-04 05:02:24,13.9,7.6,2.8,15.3,14.9,17.2
2019-02-04 05:09:36,13.9,7.6,2.8,15.3,14.9,17.2
2019-02-04 05:16:48,13.9,7.6,2.8,15.3,14.9,17.2
2019-02-04 05:24:00,13.9,7.6,2.8,15.3,14.9,17.2
