,3863_FIF_38.9,3865_FIF_39.10,3867_FIF_40.11,3869_FIF_41.12
,avg,avg,avg,avg
Time,,,,
2019-02-03 23:45:36,,,,
2019-02-03 23:52:48,88.612903,100.0,91.0,100.0
2019-02-04 00:00:00,88.413793,100.0,91.0,100.0
2019-02-04 00:07:12,88.966667,100.0,91.0,100.0
2019-02-04 00:14:24,88.966667,100.0,91.0,100.0
2019-02-04 00:21:36,89.0,100.0,91.0,100.0
2019-02-04 00:28:48,89.0,100.0,91.0,100.0
2019-02-04 00:36:00,89.0,100.0,91.0,100.0
2019-02-04 00:43:12,89.0,100.0,91.0,100.0
2019-02-04 00:50:24,89.166667,100.0,91.0,100.0
2019-02-04 00:57:36,89.166667,100.0,91.0,100.0
2019-02-04 01:04:48,89.0,100.0,91.0,100.0
2019-02-04 01:12:00,89.0,100.0,91.0,100.0
2019-02-04 01:19:12,89.0,100.0,91.0,100.0
2019-02-04 01:26:24,89.0,100.0,91.0,100.0
2019-02-04 01:33:36,89.0,100.0,91.0,100.0
2019-02-04 01:40:48,89.0,100.0,91.0,100.0
2019-02-04 01:48:00,89.0,100.0,91.0,100.0
2019-02-04 01:55:12,89.0,100.0,91.0,100.0
2019-02-04 02:02:24,89.0,100.0,91.0,100.0
2019-02-04 02:09:36,89.0,100.0,91.0,100.0
2019-02-04 02:16:48,89.0,100.0,91.0,100.0
2019-02-04 02:24:00,89.0,100.0,91.0,100.0
2019-02-04 02:31:12,89.0,100.0,91.0,100.0
2019-02-04 02:38:24,89.0,100.0,91.0,100.0
2019-02-04 02:45:36,89.0,100.0,91.0,100.0
2019-02-04 02:52:48,89.0,100.0,91.0,100.0
2019-02-04 03:00:00,89.0,100.0,91.0,100.0
2019-02-04 03:07:12,89.0,100.0,91.0,100.0
2019-02-04 03:14:24,89.0,100.0,91.0,100.0
2019-02-04 03:21:36,89.0,100.0,91.0,100.0
2019-02-04 03:28:48,89.0,100.0,91.0,100.0
2019-02-04 03:36:00,89.0,100.0,91.0,100.0
2019-02-04 03:43:12,89.0,100.0,91.0,100.0
2019-02-04 03:50:24,89.0,100.0,91.0,100.0
2019-02-04 03:57:36,89.0,100.0,91.0,100.0
2019-02-04 04:04:48,89.137931,100.0,91.0,100.0
2019-02-04 04:12:00,89.137931,100.0,91.0,100.0
2019-02-04 04:19:12,89.3,100.0,91.066667,100.0
2019-02-04 04:26:24,89.3,100.0,91.066667,100.0
2019-02-04 04:33:36,89.827586,100.0,91.034483,100.0
2019-02-04 04:40:48,89.827586,100.0,91.034483,100.0
2019-02-04 04:48:00,89.9,100.0,91.066667,100.0
2019-02-04 04:55:12,89.9,100.0,91.066667,100.0
2019-02-04 05:02:24,90.0,100.0,91.3,100.0
2019-02-04 05:09:36,90.0,100.0,91.3,100.0
2019-02-04 05:16:48,90.0,100.0,91.689655,100.0
2019-02-04 05:24:00,90.0,100.0,91.689655,100.0
2019-02-04 05:31:12,90.448276,100.0,92.0,100.0
2019-02-04 05:38:24,90.448276,100.0,92.0,100.0
2019-02-04 05:45:36,91.0,100.0,92.0,100.0
2019-02-04 05:52:48,91.0,100.0,92.0,100.0
2019-02-04 06:00:00,91.0,100.0,92.0,100.0
2019-02-04 06:07:12,90.285714,100.0,91.714286,100.0
2019-02-04 06:14:24,90.285714,100.0,91.714286,100.0
2019-02-04 06:21:36,89.827586,100.0,91.0,100.0
2019-02-04 06:28:48,89.827586,100.0,91.0,100.0
2019-02-04 06:36:00,89.133333,100.0,91.0,100.0
2019-02-04 06:43:12,89.133333,100.0,91.0,100.0
2019-02-04 06:50:24,89.533333,100.0,90.8,100.0
2019-02-04 06:57:36,89.533333,100.0,90.8,100.0
2019-02-04 07:04:48,89.0,100.0,90.0,100.0
2019-02-04 07:12:00,89.0,100.0,90.0,100.0
2019-02-04 07:19:12,89.103448,100.0,90.0,100.0
2019-02-04 07:26:24,89.103448,100.0,90.0,100.0
2019-02-04 07:33:36,89.0,100.0,90.0,100.0
2019-02-04 07:40:48,89.0,100.0,90.0,100.0
2019-02-04 07:48:00,88.0,100.0,89.0,100.0
2019-02-04 07:55:12,88.0,100.0,89.0,100.0
2019-02-04 08:02:24,87.0,100.0,88.0,100.0
2019-02-04 08:09:36,87.0,100.0,88.0,100.0
2019-02-04 08:16:48,87.0,100.0,88.0,100.0
2019-02-04 08:24:00,87.0,100.0,88.0,100.0
2019-02-04 08:31:12,86.375,100.0,88.0625,100.0
2019-02-04 08:38:24,86.375,100.0,88.0625,100.0
2019-02-04 08:45:36,86.375,100.0,88.0625,100.0
2019-02-04 08:52:48,86.0,100.0,88.0,100.0
2019-02-04 09:00:00,86.0,100.0,88.0,100.0
2019-02-04 09:07:12,86.0,100.0,88.0,100.0
2019-02-04 09:14:24,86.0,100.0,88.0,100.0
2019-02-04 09:21:36,86.0,100.0,88.0,100.0
2019-02-04 09:28:48,86.0,100.0,88.0,100.0
2019-02-04 09:36:00,86.0,100.0,87.966667,99.866667
2019-02-04 09:43:12,86.0,100.0,87.966667,99.866667
2019-02-04 09:50:24,85.172414,100.0,87.206897,98.862069
2019-02-04 09:57:36,85.172414,100.0,87.206897,98.862069
2019-02-04 10:04:48,83.931034,100.0,85.793103,97.689655
2019-02-04 10:12:00,83.931034,100.0,85.793103,97.689655
2019-02-04 10:19:12,83.033333,100.0,85.266667,97.1
2019-02-04 10:26:24,83.033333,100.0,85.266667,97.1
2019-02-04 10:33:36,82.571429,100.0,84.964286,96.892857
2019-02-04 10:40:48,82.571429,100.0,84.964286,96.892857
2019-02-04 10:48:00,82.857143,100.0,85.285714,97.035714
2019-02-04 10:55:12,82.857143,100.0,85.285714,97.035714
2019-02-04 11:02:24,82.533333,100.0,85.333333,97.133333
2019-02-04 11:09:36,82.533333,100.0,85.333333,97.133333
2019-02-04 11:16:48,82.481481,100.0,85.518519,97.333333
2019-02-04 11:24:00,82.481481,100.0,85.518519,97.333333
2019-02-04 11:31:12,82.428571,100.0,85.571429,97.464286
2019-02-04 11:38:24,82.428571,100.0,85.571429,97.464286
2019-02-04 11:45:36,82.0,100.0,85.035714,97.0
2019-02-04 11:52:48,82.0,100.0,85.035714,97.0
2019-02-04 12:00:00,82.0,100.0,85.035714,97.0
2019-02-04 12:07:12,82.962963,100.0,86.0,97.851852
2019-02-04 12:14:24,82.962963,100.0,86.0,97.851852
2019-02-04 12:21:36,80.88,100.0,84.04,95.48
2019-02-04 12:28:48,80.88,100.0,84.04,95.48
2019-02-04 12:36:00,80.5,99.964286,84.0,95.535714
2019-02-04 12:43:12,80.5,99.964286,84.0,95.535714
2019-02-04 12:50:24,80.571429,99.928571,83.464286,94.678571
2019-02-04 12:57:36,80.571429,99.928571,83.464286,94.678571
2019-02-04 13:04:48,80.0,99.466667,83.6,94.833333
2019-02-04 13:12:00,80.0,99.466667,83.6,94.833333
2019-02-04 13:19:12,81.0,100.0,84.9,96.0
2019-02-04 13:26:24,81.0,100.0,84.9,96.0
2019-02-04 13:33:36,82.103448,100.0,85.310345,96.689655
2019-02-04 13:40:48,82.103448,100.0,85.310345,96.689655
2019-02-04 13:48:00,83.448276,100.0,86.0,97.551724
2019-02-04 13:55:12,83.448276,100.0,86.0,97.551724
2019-02-04 14:02:24,83.9,100.0,86.233333,98.0
2019-02-04 14:09:36,83.9,100.0,86.233333,98.0
2019-02-04 14:16:48,83.172414,100.0,86.0,97.241379
2019-02-04 14:24:00,83.172414,100.0,86.0,97.241379
2019-02-04 14:31:12,83.344828,100.0,86.0,97.62069
2019-02-04 14:38:24,83.344828,100.0,86.0,97.62069
2019-02-04 14:45:36,83.344828,100.0,86.0,97.62069
2019-02-04 14:52:48,83.428571,100.0,86.0,97.535714
2019-02-04 15:00:00,83.428571,100.0,86.0,97.535714
2019-02-04 15:07:12,83.62069,100.0,86.0,97.655172
2019-02-04 15:14:24,83.62069,100.0,86.0,97.655172
2019-02-04 15:21:36,82.482759,100.0,85.448276,96.965517
2019-02-04 15:28:48,82.482759,100.0,85.448276,96.965517
2019-02-04 15:36:00,81.034483,100.0,84.413793,96.0
2019-02-04 15:43:12,81.034483,100.0,84.413793,96.0
2019-02-04 15:50:24,80.607143,100.0,84.214286,95.785714
2019-02-04 15:57:36,80.607143,100.0,84.214286,95.785714
2019-02-04 16:04:48,81.0,100.0,84.448276,95.965517
2019-02-04 16:12:00,81.0,100.0,84.448276,95.965517
2019-02-04 16:19:12,81.607143,100.0,85.0,96.0
2019-02-04 16:26:24,81.607143,100.0,85.0,96.0
2019-02-04 16:33:36,82.034483,100.0,85.0,96.551724
2019-02-04 16:40:48,82.034483,100.0,85.0,96.551724
2019-02-04 16:48:00,83.0,100.0,85.925926,96.814815
2019-02-04 16:55:12,83.0,100.0,85.925926,96.814815
2019-02-04 17:02:24,82.068966,100.0,85.275862,96.241379
2019-02-04 17:09:36,82.068966,100.0,85.275862,96.241379
2019-02-04 17:16:48,80.178571,99.785714,83.892857,94.785714
2019-02-04 17:24:00,80.178571,99.785714,83.892857,94.785714
2019-02-04 17:31:12,80.0,99.517241,83.655172,94.413793
2019-02-04 17:38:24,80.0,99.517241,83.655172,94.413793
2019-02-04 17:45:36,80.0,99.517241,83.655172,94.413793
2019-02-04 17:52:48,79.535714,99.285714,83.5,94.25
2019-02-04 18:00:00,79.535714,99.285714,83.5,94.25
2019-02-04 18:07:12,79.068966,98.758621,83.103448,93.413793
