,416_APAR_611.11,420_APAR_612.12,424_APAR_613.13,428_APAR_614.14,432_APAR_615.15,436_APAR_616.16,440_APAR_617.17,444_APAR_618.18,448_APAR_619.19,452_APAR_620.20,456_APAR_621.21,460_APAR_622.22,464_APAR_623.23,468_APAR_624.24,472_APAR_625.25,696_FIF_602.2,698_FIF_603.3,700_FIF_604.4,702_FIF_605.5,704_FIF_606.6
,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg
Time,,,,,,,,,,,,,,,,,,,,
2019-02-03 23:45:36,26.7,26.8,29.4,36.2,45.3,27.9,27.7,34.0,37.5,42.7,28.0,28.5,31.9,52.6,74.2,29.0,31.096774,31.0,35.0,25.0
2019-02-03 23:52:48,26.7,26.8,29.4,36.2,45.2,27.9,27.8,34.0,37.5,42.7,28.0,28.5,31.8,52.5,74.3,29.0,31.103448,31.0,35.0,25.0
2019-02-04 00:00:00,26.7,26.8,29.4,36.2,45.2,27.9,27.8,34.0,37.5,42.7,28.0,28.5,31.8,52.5,74.3,29.0,31.103448,31.0,35.0,25.0
2019-02-04 00:07:12,26.7,26.8,29.4,36.2,45.2,27.9,27.8,34.0,37.5,42.7,28.0,28.5,31.8,52.5,74.3,29.0,31.066667,31.0,35.0,25.0
2019-02-04 00:14:24,26.7,26.8,29.4,36.2,45.2,27.9,27.8,34.0,37.5,42.7,28.0,28.5,31.8,52.5,74.3,29.0,31.066667,31.0,35.0,25.0
2019-02-04 00:21:36,26.7,26.8,29.4,36.2,45.2,27.9,27.8,34.0,37.5,42.7,28.0,28.5,31.8,52.5,74.3,29.0,31.133333,31.0,35.0,25.0
2019-02-04 00:28:48,26.7,26.8,29.4,36.2,45.2,27.9,27.8,34.0,37.5,42.7,28.0,28.5,31.8,52.5,74.3,29.0,31.133333,31.0,35.0,25.0
2019-02-04 00:36:00,26.7,26.8,29.4,36.2,45.3,27.9,27.8,34.0,37.5,42.7,28.1,28.5,31.7,52.5,74.3,29.0,31.2,31.0,35.0,25.0
2019-02-04 00:43:12,26.7,26.8,29.4,36.2,45.3,27.9,27.8,34.0,37.5,42.7,28.1,28.5,31.7,52.5,74.3,29.0,31.2,31.0,35.0,25.0
2019-02-04 00:50:24,26.7,26.8,29.4,36.2,45.2,27.9,27.8,34.0,37.5,42.7,28.1,28.5,31.7,52.5,74.4,29.0,31.0,31.0,35.0,25.0
