,252_APAR_314.14,256_APAR_315.15,260_APAR_316.16,264_APAR_317.17,268_APAR_318.18,272_APAR_319.19,276_APAR_320.20,280_APAR_321.21,284_APAR_322.22,288_APAR_323.23,292_APAR_324.24,296_APAR_325.25,300_APAR_326.26,666_FIF_304.4,668_FIF_305.5,670_FIF_306.6,672_FIF_310.10,674_FIF_311.11,676_FIF_312.12,678_FIF_313.13
,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg
Time,,,,,,,,,,,,,,,,,,,,
2019-01-26 23:45:36,22.9,23.7,23.8,39.5,85.5,35.3,37.5,40.3,51.6,23.6,24.1,31.6,38.1,24.0,20.0,24.0,,,43.88,18.0
2019-01-26 23:52:48,22.9,23.7,23.8,39.5,85.5,35.3,37.5,40.3,51.6,23.6,24.2,31.6,38.1,24.0,20.0,24.0,,,43.96875,18.0
2019-01-27 00:00:00,22.9,23.7,23.8,39.5,85.5,35.3,37.5,40.3,51.6,23.6,24.2,31.6,38.1,24.0,20.0,24.0,,,43.96875,18.0
2019-01-27 00:07:12,22.9,23.7,23.8,39.5,85.5,35.3,37.5,40.3,51.6,23.6,24.2,31.6,38.1,24.0,20.0,24.0,,,44.290323,18.0
2019-01-27 00:14:24,22.9,23.7,23.8,39.5,85.5,35.3,37.5,40.3,51.6,23.6,24.2,31.6,38.1,24.0,20.0,24.0,,,44.290323,18.0
2019-01-27 00:21:36,22.9,23.7,23.8,39.5,85.5,35.3,37.5,40.3,51.6,23.7,24.2,31.6,38.1,24.0,20.0,24.0,,,44.064516,18.0
2019-01-27 00:28:48,22.9,23.7,23.8,39.5,85.5,35.3,37.5,40.3,51.6,23.7,24.2,31.6,38.1,24.0,20.0,24.0,,,44.064516,18.0
2019-01-27 00:36:00,22.9,23.7,23.8,39.5,85.5,35.3,37.5,40.3,51.6,23.7,24.2,31.6,38.1,24.0,20.0,24.0,,,43.83871,18.0
2019-01-27 00:43:12,22.9,23.7,23.8,39.5,85.5,35.3,37.5,40.3,51.6,23.7,24.2,31.6,38.1,24.0,20.0,24.0,,,43.83871,18.0
2019-01-27 00:50:24,22.9,23.7,23.8,39.5,85.5,35.3,37.5,40.3,51.6,23.7,24.2,31.6,38.1,24.0,20.0,24.0,,,43.6,18.0
2019-01-27 00:57:36,22.9,23.7,23.8,39.5,85.5,35.3,37.5,40.3,51.6,23.7,24.2,31.6,38.1,24.0,20.0,24.0,,,43.6,18.0
