,304_APAR_411.11,308_APAR_412.12,312_APAR_413.13,316_APAR_414.14,320_APAR_415.15,324_APAR_416.16,328_APAR_417.17,332_APAR_418.18,336_APAR_419.19,340_APAR_420.20,344_APAR_421.21,348_APAR_422.22,352_APAR_423.23,356_APAR_424.24,360_APAR_425.25,680_FIF_402.2,682_FIF_403.3,684_FIF_404.4,686_FIF_405.5,688_FIF_406.6
,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg
Time,,,,,,,,,,,,,,,,,,,,
2019-01-26 23:45:36,25.9,27.4,28.6,42.8,49.7,22.3,24.1,27.0,37.3,55.0,19.3,19.9,22.5,45.9,79.3,20.48,18.0,21.0,22.96,21.0
2019-01-26 23:52:48,25.9,27.4,28.6,42.8,49.7,22.3,24.1,27.0,37.3,54.9,19.3,19.9,22.5,45.9,79.3,20.46875,18.0,21.0,22.9375,21.0
2019-01-27 00:00:00,25.9,27.4,28.6,42.8,49.7,22.3,24.1,27.0,37.3,54.9,19.3,19.9,22.5,45.9,79.3,20.46875,18.0,21.0,22.9375,21.0
2019-01-27 00:07:12,25.9,27.4,28.6,42.8,49.7,22.3,24.1,27.0,37.3,54.9,19.3,19.9,22.5,45.9,79.3,20.387097,17.967742,21.0,23.0,21.0
2019-01-27 00:14:24,25.9,27.4,28.6,42.8,49.7,22.3,24.1,27.0,37.3,54.9,19.3,19.9,22.5,45.9,79.3,20.387097,17.967742,21.0,23.0,21.0
2019-01-27 00:21:36,25.9,27.4,28.6,42.8,49.7,22.3,24.1,27.0,37.3,54.9,19.3,19.9,22.5,45.9,79.3,20.451613,18.0,21.0,23.0,21.0
2019-01-27 00:28:48,25.9,27.4,28.6,42.8,49.7,22.3,24.1,27.0,37.3,54.9,19.3,19.9,22.5,45.9,79.3,20.451613,18.0,21.0,23.0,21.0
2019-01-27 00:36:00,25.9,27.4,28.6,42.8,49.7,22.3,24.1,27.0,37.3,54.9,19.3,19.9,22.5,45.9,79.4,20.709677,18.0,21.0,23.0,21.0
2019-01-27 00:43:12,25.9,27.4,28.6,42.8,49.7,22.3,24.1,27.0,37.3,54.9,19.3,19.9,22.5,45.9,79.4,20.709677,18.0,21.0,23.0,21.0
2019-01-27 00:50:24,25.9,27.4,28.6,42.8,49.7,22.3,24.1,27.0,37.3,54.9,19.3,19.9,22.5,45.9,79.4,20.5,17.966667,21.0,22.966667,21.0
