,476_APAR_715.15,480_APAR_716.16,484_APAR_717.17,488_APAR_718.18,492_APAR_719.19,496_APAR_720.20,500_APAR_721.21,504_APAR_722.22,508_APAR_723.23,512_APAR_724.24,516_APAR_725.25,520_APAR_726.26,524_APAR_727.27,528_APAR_728.28,532_APAR_729.29,536_APAR_730.30,540_APAR_731.31,544_APAR_732.32,548_APAR_733.1,552_APAR_734.2,556_APAR_735.3,560_APAR_736.4,564_APAR_737.5,568_APAR_738.6,572_APAR_739.7,576_APAR_740.8,580_APAR_741.9,584_APAR_742.10,588_APAR_743.11,592_APAR_744.12,596_APAR_745.13,600_APAR_746.14,604_APAR_747.15,608_APAR_748.16,612_APAR_749.17,616_APAR_750.18,620_APAR_751.19,624_APAR_752.20,628_APAR_753.21,632_APAR_754.22,636_APAR_755.23,640_APAR_756.24,644_APAR_757.25,706_FIF_703.3,708_FIF_704.4,710_FIF_705.5,712_FIF_706.6,714_FIF_707.7,716_FIF_708.8,718_FIF_709.9,720_FIF_710.10
,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg
Time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-26 23:45:36,31.0,31.4,31.8,45.1,70.9,29.3,29.1,28.1,47.3,74.3,46.0,45.7,48.2,58.4,26.3,28.2,37.1,45.0,27.2,28.0,32.2,40.7,50.3,32.9,34.8,32.6,43.6,60.1,58.7,43.2,32.8,24.2,63.2,44.2,34.0,19.2,52.7,36.6,27.7,19.0,81.3,55.3,80.9,22.0,34.0,20.0,29.0,23.0,26.0,24.0,22.0
2019-01-26 23:52:48,31.0,31.4,31.8,45.1,70.9,29.3,29.1,28.1,47.3,74.3,46.0,45.7,48.2,58.4,26.3,28.2,37.1,45.0,27.2,28.0,32.2,40.7,50.3,32.9,34.8,32.6,43.6,60.1,58.7,43.2,32.8,24.2,63.2,44.2,34.0,19.2,52.6,36.6,27.7,19.0,81.3,55.3,81.0,22.0,34.0,20.0,29.0,23.0,26.0,24.0,22.0
2019-01-27 00:00:00,31.0,31.4,31.8,45.1,70.9,29.3,29.1,28.1,47.3,74.3,46.0,45.7,48.2,58.4,26.3,28.2,37.1,45.0,27.2,28.0,32.2,40.7,50.3,32.9,34.8,32.6,43.6,60.1,58.7,43.2,32.8,24.2,63.2,44.2,34.0,19.2,52.6,36.6,27.7,19.0,81.3,55.3,81.0,22.0,34.0,20.0,29.0,23.0,26.0,24.0,22.0
2019-01-27 00:07:12,31.0,31.4,31.8,45.1,70.9,29.3,29.1,28.1,47.3,74.3,46.0,45.7,48.2,58.4,26.3,28.2,37.1,45.0,27.2,28.0,32.2,40.7,50.2,32.9,34.8,32.6,43.6,60.1,58.7,43.2,32.8,24.2,63.2,44.2,34.0,19.2,52.6,36.6,27.7,19.0,81.4,55.3,80.8,22.0,34.0,20.0,29.0,23.0,26.0,24.0,22.0
2019-01-27 00:14:24,31.0,31.4,31.8,45.1,70.9,29.3,29.1,28.1,47.3,74.3,46.0,45.7,48.2,58.4,26.3,28.2,37.1,45.0,27.2,28.0,32.2,40.7,50.2,32.9,34.8,32.6,43.6,60.1,58.7,43.2,32.8,24.2,63.2,44.2,34.0,19.2,52.6,36.6,27.7,19.0,81.4,55.3,80.8,22.0,34.0,20.0,29.0,23.0,26.0,24.0,22.0
2019-01-27 00:21:36,31.0,31.4,31.8,45.1,70.9,29.3,29.0,28.1,47.3,74.3,46.0,45.7,48.2,58.4,26.3,28.2,37.1,45.0,27.2,28.0,32.2,40.7,50.2,32.9,34.8,32.6,43.6,60.1,58.7,43.2,32.8,24.2,63.2,44.2,34.0,19.2,52.6,36.6,27.7,19.0,81.4,55.3,80.9,22.0,34.0,20.0,29.0,23.0,26.0,24.0,22.0
2019-01-27 00:28:48,31.0,31.4,31.8,45.1,70.9,29.3,29.0,28.1,47.3,74.3,46.0,45.7,48.2,58.4,26.3,28.2,37.1,45.0,27.2,28.0,32.2,40.7,50.2,32.9,34.8,32.6,43.6,60.1,58.7,43.2,32.8,24.2,63.2,44.2,34.0,19.2,52.6,36.6,27.7,19.0,81.4,55.3,80.9,22.0,34.0,20.0,29.0,23.0,26.0,24.0,22.0
2019-01-27 00:36:00,31.0,31.5,31.8,45.1,70.9,29.3,29.0,28.1,47.3,74.3,46.0,45.7,48.2,58.4,26.3,28.2,37.0,45.0,27.2,28.0,32.2,40.7,50.2,32.8,34.8,32.6,43.6,60.1,58.7,43.2,32.8,24.2,63.2,44.2,34.0,19.2,52.6,36.6,27.7,19.0,81.6,55.3,80.9,21.967742,33.935484,20.0,29.0,23.0,26.0,24.0,22.0
2019-01-27 00:43:12,31.0,31.5,31.8,45.1,70.9,29.3,29.0,28.1,47.3,74.3,46.0,45.7,48.2,58.4,26.3,28.2,37.0,45.0,27.2,28.0,32.2,40.7,50.2,32.8,34.8,32.6,43.6,60.1,58.7,43.2,32.8,24.2,63.2,44.2,34.0,19.2,52.6,36.6,27.7,19.0,81.6,55.3,80.9,21.967742,33.935484,20.0,29.0,23.0,26.0,24.0,22.0
