,1_APAR_30.1,13_APAR_33.4,17_APAR_34.5,5_APAR_31.2,649_FIF_11.11,9_APAR_32.3
,avg,avg,avg,avg,avg,avg
Time,,,,,,
2019-01-27 23:45:36,34.7,60.3,81.7,36.3,30.0,37.4
2019-01-27 23:52:48,34.7,60.3,81.7,36.3,30.0,37.5
2019-01-28 00:00:00,34.7,60.3,81.7,36.3,30.0,37.5
2019-01-28 00:07:12,34.8,60.3,81.7,36.3,29.714286,37.5
2019-01-28 00:14:24,34.8,60.3,81.7,36.3,29.714286,37.5
2019-01-28 00:21:36,34.8,60.3,81.7,36.3,29.392857,37.5
2019-01-28 00:28:48,34.8,60.3,81.7,36.3,29.392857,37.5
2019-01-28 00:36:00,34.7,60.4,81.7,36.3,29.740741,37.5
2019-01-28 00:43:12,34.7,60.4,81.7,36.3,29.740741,37.5
2019-01-28 00:50:24,34.6,60.4,81.7,36.2,30.0,37.5
2019-01-28 00:57:36,34.6,60.4,81.7,36.2,30.0,37.5
2019-01-28 01:04:48,34.6,60.3,81.7,36.2,30.0,37.5
2019-01-28 01:12:00,34.6,60.3,81.7,36.2,30.0,37.5
2019-01-28 01:19:12,34.7,60.3,81.7,36.2,30.0,37.6
2019-01-28 01:26:24,34.7,60.3,81.7,36.2,30.0,37.6
2019-01-28 01:33:36,34.8,60.3,81.7,36.3,30.0,37.6
2019-01-28 01:40:48,34.8,60.3,81.7,36.3,30.0,37.6
2019-01-28 01:48:00,34.8,60.3,81.7,36.3,30.0,37.6
2019-01-28 01:55:12,34.8,60.3,81.7,36.3,30.0,37.6
2019-01-28 02:02:24,34.8,60.3,81.7,36.4,30.0,37.6
2019-01-28 02:09:36,34.8,60.3,81.7,36.4,30.0,37.6
2019-01-28 02:16:48,34.8,60.3,81.7,36.4,30.0,37.6
2019-01-28 02:24:00,34.8,60.3,81.7,36.4,30.0,37.6
2019-01-28 02:31:12,34.8,60.3,81.7,36.3,30.0,37.6
2019-01-28 02:38:24,34.8,60.3,81.7,36.3,30.0,37.6
2019-01-28 02:45:36,34.8,60.3,81.7,36.3,30.0,37.6
2019-01-28 02:52:48,34.8,60.3,81.7,36.3,30.0,37.6
2019-01-28 03:00:00,34.8,60.3,81.7,36.3,30.0,37.6
2019-01-28 03:07:12,34.9,60.3,81.7,36.4,30.0,37.7
2019-01-28 03:14:24,34.9,60.3,81.7,36.4,30.0,37.7
2019-01-28 03:21:36,34.8,60.3,81.8,36.4,30.0,37.7
2019-01-28 03:28:48,34.8,60.3,81.8,36.4,30.0,37.7
2019-01-28 03:36:00,34.8,60.3,81.7,36.4,30.0,37.7
2019-01-28 03:43:12,34.8,60.3,81.7,36.4,30.0,37.7
2019-01-28 03:50:24,34.8,60.3,81.8,36.3,30.259259,37.7
2019-01-28 03:57:36,34.8,60.3,81.8,36.3,30.259259,37.7
2019-01-28 04:04:48,34.8,60.3,81.8,36.3,30.571429,37.7
2019-01-28 04:12:00,34.8,60.3,81.8,36.3,30.571429,37.7
2019-01-28 04:19:12,34.8,60.3,81.8,36.4,30.148148,37.7
2019-01-28 04:26:24,34.8,60.3,81.8,36.4,30.148148,37.7
2019-01-28 04:33:36,34.9,60.3,81.7,36.4,30.0,37.7
2019-01-28 04:40:48,34.9,60.3,81.7,36.4,30.0,37.7
2019-01-28 04:48:00,34.9,60.3,81.8,36.4,30.0,37.7
2019-01-28 04:55:12,34.9,60.3,81.8,36.4,30.0,37.7
2019-01-28 05:02:24,34.9,60.3,81.8,36.4,30.0,37.7
2019-01-28 05:09:36,34.9,60.3,81.8,36.4,30.0,37.7
2019-01-28 05:16:48,34.9,60.3,81.7,36.4,30.0,37.7
