,136_APAR_213.1,144_APAR_214.2,148_APAR_215.3,152_APAR_216.4,156_APAR_217.5,160_APAR_218.6,164_APAR_219.7,168_APAR_220.8,172_APAR_221.9,176_APAR_222.10,180_APAR_223.11,184_APAR_224.12,188_APAR_225.13,192_APAR_226.14,196_APAR_227.15,200_APAR_228.16,204_APAR_229.17,208_APAR_230.18,212_APAR_231.19,216_APAR_232.20,220_APAR_233.21,224_APAR_234.22,228_APAR_235.23,232_APAR_236.24,236_APAR_237.25,240_APAR_238.26,244_APAR_239.27,248_APAR_240.28,3808_APAR_16.16,3812_APAR_17.17,3816_APAR_18.18,656_FIF_203.3,658_FIF_204.4,660_FIF_205.5,662_FIF_206.6,664_FIF_207.7
,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg
Time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-27 23:45:36,23.5,23.6,27.6,39.1,51.4,24.4,26.8,30.1,39.7,51.8,25.9,28.4,36.3,29.7,40.1,47.6,25.1,34.8,50.6,,,,,,,,,,40.0,100.0,40.4,23.0,26.321429,21.0,23.892857,22.0
2019-01-27 23:52:48,23.5,23.6,27.6,39.1,51.4,24.4,26.8,30.1,39.7,51.8,26.0,28.4,36.3,29.6,40.1,47.7,25.1,34.8,50.7,,,,,,,,,,39.8,100.0,40.4,23.0,26.178571,21.0,23.75,22.0
2019-01-28 00:00:00,23.5,23.6,27.6,39.1,51.4,24.4,26.8,30.1,39.7,51.8,26.0,28.4,36.3,29.6,40.1,47.7,25.1,34.8,50.7,,,,,,,,,,39.8,100.0,40.4,23.0,26.178571,21.0,23.75,22.0
2019-01-28 00:07:12,23.5,23.6,27.7,39.1,51.4,24.4,26.8,30.2,39.7,51.8,26.2,28.5,36.4,29.6,40.1,47.7,25.0,34.8,50.7,,,,,,,,,,39.6,100.0,40.3,23.0,26.214286,21.0,23.607143,22.0
2019-01-28 00:14:24,23.5,23.6,27.7,39.1,51.4,24.4,26.8,30.2,39.7,51.8,26.2,28.5,36.4,29.6,40.1,47.7,25.0,34.8,50.7,,,,,,,,,,39.6,100.0,40.3,23.0,26.214286,21.0,23.607143,22.0
2019-01-28 00:21:36,23.5,23.6,27.7,39.1,51.4,24.4,26.8,30.2,39.7,51.8,26.1,28.5,36.4,29.6,40.1,47.7,25.0,34.7,50.7,,,,,,,,,,39.5,100.0,40.2,23.0,26.0,21.0,23.321429,22.0
2019-01-28 00:28:48,23.5,23.6,27.7,39.1,51.4,24.4,26.8,30.2,39.7,51.8,26.1,28.5,36.4,29.6,40.1,47.7,25.0,34.7,50.7,,,,,,,,,,39.5,100.0,40.2,23.0,26.0,21.0,23.321429,22.0
2019-01-28 00:36:00,23.5,23.6,27.7,39.1,51.4,24.4,26.8,30.2,39.7,51.7,26.0,28.6,36.5,29.5,40.1,47.7,25.0,34.7,50.7,,,,,,,,,,39.5,100.0,40.2,23.0,26.0,21.0,23.518519,22.0
