,2243_LE03_02.2,2310_LE03_03.3,2377_LE03_04.4,2444_LE03_05.5,2511_LE03_06.6,2578_LE03_07.7,2645_LE03_08.8,2712_LE03_09.9,3861_LE01_26.10,4078_LE03_27.26,4446_LE03_SUM
,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg
Time,,,,,,,,,,,
2019-01-27 23:45:36,132.4,196.0,30.1,37.1,30.7,34.4,32.5,4071.1,1.6,54.1,4619.7
2019-01-27 23:52:48,132.4,196.0,30.1,37.1,30.7,34.4,32.5,4071.9,1.6,54.1,4620.2
2019-01-28 00:00:00,132.4,196.0,30.1,37.1,30.7,34.4,32.5,4071.9,1.6,54.1,4620.8
2019-01-28 00:07:12,132.4,196.1,30.1,37.1,30.7,34.4,32.5,4072.3,1.6,54.1,4621.4
2019-01-28 00:14:24,132.4,196.1,30.1,37.1,30.7,34.4,32.5,4072.3,1.6,54.1,4621.4
2019-01-28 00:21:36,132.4,196.1,30.1,37.2,30.7,34.4,32.5,4072.8,1.6,54.1,4621.9
2019-01-28 00:28:48,132.4,196.1,30.1,37.2,30.7,34.4,32.5,4072.8,1.6,54.1,4621.9
2019-01-28 00:36:00,132.5,196.1,30.2,37.2,30.7,34.4,32.5,4073.3,1.6,54.1,4615.2
2019-01-28 00:43:12,132.5,196.1,30.2,37.2,30.7,34.4,32.5,4073.3,1.6,54.1,4615.2
2019-01-28 00:50:24,132.5,196.1,30.2,37.2,30.7,34.4,32.5,4073.8,1.6,54.1,4623.0
2019-01-28 00:57:36,132.5,196.1,30.2,37.2,30.7,34.4,32.5,4073.8,1.6,54.1,4623.0
2019-01-28 01:04:48,132.5,196.2,30.2,37.2,30.7,34.4,32.5,4074.3,1.6,54.1,4622.3
2019-01-28 01:12:00,132.5,196.2,30.2,37.2,30.7,34.4,32.5,4074.3,1.6,54.1,4622.3
2019-01-28 01:19:12,132.5,196.2,30.2,37.2,30.7,34.4,32.5,4074.8,1.6,54.1,4624.1
2019-01-28 01:26:24,132.5,196.2,30.2,37.2,30.7,34.4,32.5,4074.8,1.6,54.1,4624.1
2019-01-28 01:33:36,132.5,196.2,30.2,37.2,30.7,34.4,32.5,4075.3,1.6,54.1,4624.7
2019-01-28 01:40:48,132.5,196.2,30.2,37.2,30.7,34.4,32.5,4075.3,1.6,54.1,4624.7
2019-01-28 01:48:00,132.5,196.2,30.2,37.2,30.7,34.4,32.5,4075.8,1.6,54.1,4625.3
2019-01-28 01:55:12,132.5,196.2,30.2,37.2,30.7,34.4,32.5,4075.8,1.6,54.1,4625.3
2019-01-28 02:02:24,132.5,196.2,30.2,37.2,30.7,34.4,32.5,4076.3,1.6,54.1,4625.8
2019-01-28 02:09:36,132.5,196.2,30.2,37.2,30.7,34.4,32.5,4076.3,1.6,54.1,4625.8
2019-01-28 02:16:48,132.6,196.3,30.2,37.2,30.7,34.4,32.5,4076.8,1.6,54.1,4626.3
2019-01-28 02:24:00,132.6,196.3,30.2,37.2,30.7,34.4,32.5,4076.8,1.6,54.1,4626.3
2019-01-28 02:31:12,132.6,196.3,30.2,37.2,30.7,34.4,32.6,4077.3,1.6,54.2,4626.9
2019-01-28 02:38:24,132.6,196.3,30.2,37.2,30.7,34.4,32.6,4077.3,1.6,54.2,4626.9
2019-01-28 02:45:36,132.6,196.3,30.2,37.2,30.7,34.4,32.6,4077.3,1.6,54.2,4626.9
2019-01-28 02:52:48,132.6,196.3,30.2,37.2,30.7,34.4,32.6,4077.8,1.6,54.2,4627.5
