x,648,APAR_30.1,APAR_31.2,APAR_32.3,APAR_33.4,APAR_34.5
2019-01-13--06:54:00,NaN,12.8,12.3,10.9,4.7,1.3
2019-01-13--06:57:36,NaN,12.8,12.3,10.9,4.7,1.3
2019-01-13--07:01:12,NaN,12.9,12.3,11.0,4.8,1.3
2019-01-13--07:04:48,NaN,12.9,12.3,11.0,4.8,1.3
2019-01-13--07:08:24,NaN,12.9,12.3,11.0,4.8,1.3
2019-01-13--07:12:00,NaN,12.9,12.3,11.0,4.8,1.3
2019-01-13--07:15:36,NaN,12.9,12.4,11.0,4.8,1.3
2019-01-13--07:19:12,NaN,12.9,12.4,11.0,4.8,1.3
2019-01-13--07:22:48,NaN,12.9,12.4,11.0,4.8,1.3
2019-01-13--07:26:24,NaN,12.9,12.4,11.0,4.8,1.3
2019-01-13--07:30:00,NaN,12.9,12.4,11.0,4.8,1.3
2019-01-13--07:33:36,NaN,13.0,12.4,11.0,4.8,1.3
2019-01-13--07:37:12,NaN,13.0,12.4,11.0,4.8,1.3
2019-01-13--07:40:48,NaN,13.0,12.4,11.0,4.8,1.3
2019-01-13--07:44:24,NaN,13.0,12.4,11.0,4.8,1.3
2019-01-13--07:48:00,NaN,13.0,12.4,11.0,4.9,1.3
2019-01-13--07:51:36,NaN,13.0,12.4,11.0,4.9,1.3
2019-01-13--07:55:12,NaN,13.0,12.4,11.0,4.9,1.3
2019-01-13--07:58:48,NaN,13.0,12.4,11.0,4.9,1.3
2019-01-13--08:02:24,NaN,13.0,12.5,11.1,4.9,1.4
2019-01-13--08:06:00,NaN,13.0,12.5,11.1,4.9,1.4
2019-01-13--08:09:36,NaN,13.0,12.5,11.1,4.9,1.4
2019-01-13--08:13:12,NaN,13.0,12.5,11.1,4.9,1.4
2019-01-13--08:16:48,NaN,13.1,12.5,11.1,4.9,1.4
2019-01-13--08:20:24,NaN,13.1,12.5,11.1,4.9,1.4
2019-01-13--08:24:00,NaN,13.1,12.5,11.1,4.9,1.4
2019-01-13--08:27:36,NaN,13.1,12.5,11.1,4.9,1.4
2019-01-13--08:31:12,NaN,13.0,12.5,11.1,4.9,1.4
2019-01-13--08:34:48,NaN,13.0,12.5,11.1,4.9,1.4
2019-01-13--08:38:24,NaN,13.0,12.5,11.1,4.9,1.4
2019-01-13--08:42:00,NaN,13.0,12.5,11.1,4.9,1.4
2019-01-13--08:45:36,NaN,13.1,12.5,11.2,4.9,1.4
2019-01-13--08:49:12,NaN,13.1,12.5,11.2,4.9,1.4
2019-01-13--08:52:48,NaN,13.1,12.5,11.2,4.9,1.4
2019-01-13--08:56:24,NaN,13.1,12.5,11.2,4.9,1.4
2019-01-13--09:00:00,NaN,13.1,12.5,11.2,4.9,1.4
2019-01-13--09:03:36,NaN,13.1,12.6,11.2,5.0,1.4
2019-01-13--09:07:12,NaN,13.1,12.6,11.2,5.0,1.4
2019-01-13--09:10:48,NaN,13.1,12.6,11.2,5.0,1.4
2019-01-13--09:14:24,NaN,13.1,12.6,11.2,5.0,1.4
2019-01-13--09:18:00,NaN,13.1,12.6,11.2,5.0,1.5
2019-01-13--09:21:36,NaN,13.1,12.6,11.2,5.0,1.5
2019-01-13--09:25:12,NaN,13.1,12.6,11.2,5.0,1.5
2019-01-13--09:28:48,NaN,13.1,12.6,11.2,5.0,1.5
2019-01-13--09:32:24,NaN,13.1,12.6,11.2,5.0,1.5
2019-01-13--09:36:00,NaN,13.1,12.6,11.2,5.0,1.5
2019-01-13--09:39:36,NaN,13.1,12.6,11.2,5.0,1.5
2019-01-13--09:43:12,NaN,13.1,12.6,11.2,5.0,1.5
2019-01-13--09:46:48,NaN,13.1,12.6,11.3,5.1,1.5
2019-01-13--09:50:24,NaN,13.1,12.6,11.3,5.1,1.5
2019-01-13--09:54:00,NaN,13.1,12.6,11.3,5.1,1.5
2019-01-13--09:57:36,NaN,13.1,12.6,11.3,5.1,1.5
2019-01-13--10:01:12,NaN,13.1,12.6,11.3,5.1,1.6
2019-01-13--10:04:48,NaN,13.1,12.6,11.3,5.1,1.6
2019-01-13--10:08:24,NaN,13.1,12.6,11.3,5.1,1.6
2019-01-13--10:12:00,NaN,13.1,12.6,11.3,5.1,1.6
2019-01-13--10:15:36,NaN,13.2,12.7,11.3,5.1,1.6
2019-01-13--10:19:12,NaN,13.2,12.7,11.3,5.1,1.6
2019-01-13--10:22:48,NaN,13.2,12.7,11.3,5.1,1.6
2019-01-13--10:26:24,NaN,13.2,12.7,11.3,5.1,1.6
2019-01-13--10:30:00,NaN,13.2,12.7,11.3,5.1,1.6
2019-01-13--10:33:36,NaN,13.3,12.7,11.4,5.2,1.7
2019-01-13--10:37:12,NaN,13.3,12.7,11.4,5.2,1.7
2019-01-13--10:40:48,NaN,13.3,12.7,11.4,5.2,1.7
2019-01-13--10:44:24,NaN,13.3,12.7,11.4,5.2,1.7
2019-01-13--10:48:00,NaN,13.3,12.7,11.4,5.2,1.7
2019-01-13--10:51:36,NaN,13.3,12.7,11.4,5.2,1.7
2019-01-13--10:55:12,NaN,13.3,12.7,11.4,5.2,1.7
2019-01-13--10:58:48,NaN,13.3,12.7,11.4,5.2,1.7
2019-01-13--11:02:24,NaN,13.3,12.8,11.4,5.2,1.7
2019-01-13--11:06:00,NaN,13.3,12.8,11.4,5.2,1.7
2019-01-13--11:09:36,NaN,13.3,12.8,11.4,5.2,1.7
2019-01-13--11:13:12,NaN,13.3,12.8,11.4,5.2,1.7
2019-01-13--11:16:48,NaN,13.3,12.8,11.4,5.2,1.7
2019-01-13--11:20:24,NaN,13.3,12.8,11.4,5.2,1.7
2019-01-13--11:24:00,NaN,13.3,12.8,11.4,5.2,1.7
2019-01-13--11:27:36,NaN,13.3,12.8,11.4,5.2,1.7
2019-01-13--11:31:12,NaN,13.4,12.8,11.4,5.2,1.8
2019-01-13--11:34:48,NaN,13.4,12.8,11.4,5.2,1.8
2019-01-13--11:38:24,NaN,13.4,12.8,11.4,5.2,1.8
2019-01-13--11:42:00,NaN,13.4,12.8,11.4,5.2,1.8
2019-01-13--11:45:36,NaN,13.4,12.9,11.5,5.3,1.8
2019-01-13--11:49:12,NaN,13.4,12.9,11.5,5.3,1.8
2019-01-13--11:52:48,NaN,13.4,12.9,11.5,5.3,1.8
2019-01-13--11:56:24,NaN,13.4,12.9,11.5,5.3,1.8
2019-01-13--12:00:00,NaN,13.4,12.9,11.5,5.3,1.8
2019-01-13--12:03:36,NaN,13.4,12.9,11.5,5.3,1.8
2019-01-13--12:07:12,NaN,13.4,12.9,11.5,5.3,1.8
2019-01-13--12:10:48,NaN,13.4,12.9,11.5,5.3,1.8
2019-01-13--12:14:24,NaN,13.4,12.9,11.5,5.3,1.8
2019-01-13--12:18:00,NaN,13.4,12.9,11.5,5.3,1.8
2019-01-13--12:21:36,NaN,13.4,12.9,11.5,5.3,1.8
2019-01-13--12:25:12,NaN,13.4,12.9,11.5,5.3,1.8
2019-01-13--12:28:48,NaN,13.4,12.9,11.5,5.3,1.8
2019-01-13--12:32:24,NaN,13.4,12.9,11.5,5.3,1.9
2019-01-13--12:36:00,NaN,13.4,12.9,11.5,5.3,1.9
2019-01-13--12:39:36,NaN,13.4,12.9,11.5,5.3,1.9
2019-01-13--12:43:12,NaN,13.4,12.9,11.5,5.3,1.9
2019-01-13--12:46:48,NaN,13.4,12.9,11.6,5.4,1.9
2019-01-13--12:50:24,NaN,13.4,12.9,11.6,5.4,1.9
2019-01-13--12:54:00,NaN,13.4,12.9,11.6,5.4,1.9
2019-01-13--12:57:36,NaN,13.4,12.9,11.6,5.4,1.9
2019-01-13--13:01:12,NaN,13.5,12.9,11.6,5.4,1.9
2019-01-13--13:04:48,NaN,13.5,12.9,11.6,5.4,1.9
2019-01-13--13:08:24,NaN,13.5,12.9,11.6,5.4,1.9
2019-01-13--13:12:00,NaN,13.5,12.9,11.6,5.4,1.9
2019-01-13--13:15:36,NaN,13.5,13.0,11.6,5.4,1.9
2019-01-13--13:19:12,NaN,13.5,13.0,11.6,5.4,1.9
2019-01-13--13:22:48,NaN,13.5,13.0,11.6,5.4,1.9
2019-01-13--13:26:24,NaN,13.5,13.0,11.6,5.4,1.9
2019-01-13--13:30:00,NaN,13.5,13.0,11.6,5.4,1.9
2019-01-13--13:33:36,NaN,13.6,13.0,11.6,5.4,1.9
2019-01-13--13:37:12,NaN,13.6,13.0,11.6,5.4,1.9
2019-01-13--13:40:48,NaN,13.6,13.0,11.6,5.4,1.9
2019-01-13--13:44:24,NaN,13.6,13.0,11.6,5.4,1.9
2019-01-13--13:48:00,NaN,13.6,13.1,11.7,5.5,1.9
2019-01-13--13:51:36,NaN,13.6,13.1,11.7,5.5,1.9
2019-01-13--13:55:12,NaN,13.6,13.1,11.7,5.5,1.9
2019-01-13--13:58:48,NaN,13.6,13.1,11.7,5.5,1.9
2019-01-13--14:02:24,NaN,13.6,13.1,11.7,5.5,1.9
2019-01-13--14:06:00,NaN,13.6,13.1,11.7,5.5,1.9
2019-01-13--14:09:36,NaN,13.6,13.1,11.7,5.5,1.9
2019-01-13--14:13:12,NaN,13.6,13.1,11.7,5.5,1.9
2019-01-13--14:16:48,NaN,13.7,13.1,11.7,5.5,1.9
2019-01-13--14:20:24,NaN,13.7,13.1,11.7,5.5,1.9
2019-01-13--14:24:00,NaN,13.7,13.1,11.7,5.5,1.9
2019-01-13--14:27:36,NaN,13.7,13.1,11.7,5.5,1.9
2019-01-13--14:31:12,NaN,13.7,13.1,11.8,5.5,2.0
2019-01-13--14:34:48,NaN,13.7,13.1,11.8,5.5,2.0
2019-01-13--14:38:24,NaN,13.7,13.1,11.8,5.5,2.0
2019-01-13--14:42:00,NaN,13.7,13.1,11.8,5.5,2.0
2019-01-13--14:45:36,NaN,13.7,13.1,11.8,5.6,2.0
2019-01-13--14:49:12,NaN,13.7,13.1,11.8,5.6,2.0
2019-01-13--14:52:48,NaN,13.7,13.1,11.8,5.6,2.0
2019-01-13--14:56:24,NaN,13.7,13.1,11.8,5.6,2.0
2019-01-13--15:00:00,NaN,13.7,13.1,11.8,5.6,2.0
2019-01-13--15:03:36,NaN,13.7,13.1,11.8,5.6,2.0
2019-01-13--15:07:12,NaN,13.7,13.1,11.8,5.6,2.0
2019-01-13--15:10:48,NaN,13.7,13.1,11.8,5.6,2.0
2019-01-13--15:14:24,NaN,13.7,13.1,11.8,5.6,2.0
2019-01-13--15:18:00,NaN,13.7,13.2,11.8,5.6,2.0
2019-01-13--15:21:36,NaN,13.7,13.2,11.8,5.6,2.0
2019-01-13--15:25:12,NaN,13.7,13.2,11.8,5.6,2.0
2019-01-13--15:28:48,NaN,13.7,13.2,11.8,5.6,2.0
2019-01-13--15:32:24,NaN,13.7,13.2,11.8,5.6,2.0
2019-01-13--15:36:00,NaN,13.7,13.2,11.8,5.6,2.0
2019-01-13--15:39:36,NaN,13.7,13.2,11.8,5.6,2.0
2019-01-13--15:43:12,NaN,13.7,13.2,11.8,5.6,2.0
2019-01-13--15:46:48,NaN,13.7,13.2,11.9,5.6,2.0
2019-01-13--15:50:24,NaN,13.7,13.2,11.9,5.6,2.0
2019-01-13--15:54:00,NaN,13.7,13.2,11.9,5.6,2.0
2019-01-13--15:57:36,NaN,13.7,13.2,11.9,5.6,2.0
2019-01-13--16:01:12,NaN,13.8,13.2,11.9,5.7,2.0
2019-01-13--16:04:48,NaN,13.8,13.2,11.9,5.7,2.0
2019-01-13--16:08:24,NaN,13.8,13.2,11.9,5.7,2.0
2019-01-13--16:12:00,NaN,13.8,13.2,11.9,5.7,2.0
2019-01-13--16:15:36,NaN,13.8,13.3,11.9,5.7,2.0
2019-01-13--16:19:12,NaN,13.8,13.3,11.9,5.7,2.0
2019-01-13--16:22:48,NaN,13.8,13.3,11.9,5.7,2.0
2019-01-13--16:26:24,NaN,13.8,13.3,11.9,5.7,2.0
2019-01-13--16:30:00,NaN,13.8,13.3,11.9,5.7,2.0
2019-01-13--16:33:36,NaN,13.9,13.3,11.9,5.7,2.0
2019-01-13--16:37:12,NaN,13.9,13.3,11.9,5.7,2.0
2019-01-13--16:40:48,NaN,13.9,13.3,11.9,5.7,2.0
2019-01-13--16:44:24,NaN,13.9,13.3,11.9,5.7,2.0
2019-01-13--16:48:00,NaN,13.9,13.3,12.0,5.7,2.0
2019-01-13--16:51:36,NaN,13.9,13.3,12.0,5.7,2.0
2019-01-13--16:55:12,NaN,13.9,13.3,12.0,5.7,2.0
2019-01-13--16:58:48,NaN,13.9,13.3,12.0,5.7,2.0
2019-01-13--17:02:24,NaN,13.9,13.4,12.0,5.7,2.0
2019-01-13--17:06:00,NaN,13.9,13.4,12.0,5.7,2.0
2019-01-13--17:09:36,NaN,13.9,13.4,12.0,5.7,2.0
2019-01-13--17:13:12,NaN,13.9,13.4,12.0,5.7,2.0
2019-01-13--17:16:48,NaN,13.9,13.4,12.0,5.8,2.1
2019-01-13--17:20:24,NaN,13.9,13.4,12.0,5.8,2.1
2019-01-13--17:24:00,NaN,13.9,13.4,12.0,5.8,2.1
2019-01-13--17:27:36,NaN,13.9,13.4,12.0,5.8,2.1
2019-01-13--17:31:12,NaN,13.9,13.4,12.0,5.8,2.0
2019-01-13--17:34:48,NaN,13.9,13.4,12.0,5.8,2.0
2019-01-13--17:38:24,NaN,13.9,13.4,12.0,5.8,2.0
2019-01-13--17:42:00,NaN,13.9,13.4,12.0,5.8,2.0
2019-01-13--17:45:36,NaN,13.9,13.4,12.0,5.8,2.0
2019-01-13--17:49:12,NaN,13.9,13.4,12.0,5.8,2.0
2019-01-13--17:52:48,NaN,13.9,13.4,12.0,5.8,2.0
2019-01-13--17:56:24,NaN,13.9,13.4,12.0,5.8,2.0
2019-01-13--18:00:00,NaN,13.9,13.4,12.0,5.8,2.0
2019-01-13--18:03:36,NaN,13.9,13.4,12.1,5.8,2.0
2019-01-13--18:07:12,NaN,13.9,13.4,12.1,5.8,2.0
2019-01-13--18:10:48,NaN,13.9,13.4,12.1,5.8,2.0
2019-01-13--18:14:24,NaN,13.9,13.4,12.1,5.8,2.0
2019-01-13--18:18:00,NaN,13.9,13.4,12.1,5.8,2.0
2019-01-13--18:21:36,NaN,13.9,13.4,12.1,5.8,2.0
2019-01-13--18:25:12,NaN,13.9,13.4,12.1,5.8,2.0
2019-01-13--18:28:48,NaN,13.9,13.4,12.1,5.8,2.0
2019-01-13--18:32:24,NaN,14.0,13.4,12.1,5.9,2.0
2019-01-13--18:36:00,NaN,14.0,13.4,12.1,5.9,2.0
2019-01-13--18:39:36,NaN,14.0,13.4,12.1,5.9,2.0
2019-01-13--18:43:12,NaN,14.0,13.4,12.1,5.9,2.0
2019-01-13--18:46:48,NaN,14.0,13.4,12.1,5.9,2.0
2019-01-13--18:50:24,NaN,14.0,13.4,12.1,5.9,2.0
2019-01-13--18:54:00,NaN,14.0,13.4,12.1,5.9,2.0
2019-01-13--18:57:36,NaN,14.0,13.4,12.1,5.9,2.0
2019-01-13--19:01:12,NaN,14.0,13.5,12.1,5.9,2.0
2019-01-13--19:04:48,NaN,14.0,13.5,12.1,5.9,2.0
2019-01-13--19:08:24,NaN,14.0,13.5,12.1,5.9,2.0
2019-01-13--19:12:00,NaN,14.0,13.5,12.1,5.9,2.0
2019-01-13--19:15:36,NaN,14.1,13.5,12.1,5.9,2.0
2019-01-13--19:19:12,NaN,14.1,13.5,12.1,5.9,2.0
2019-01-13--19:22:48,NaN,14.1,13.5,12.1,5.9,2.0
2019-01-13--19:26:24,NaN,14.1,13.5,12.1,5.9,2.0
2019-01-13--19:30:00,NaN,14.1,13.5,12.1,5.9,2.0
2019-01-13--19:33:36,NaN,14.1,13.5,12.2,5.9,2.0
2019-01-13--19:37:12,NaN,14.1,13.5,12.2,5.9,2.0
2019-01-13--19:40:48,NaN,14.1,13.5,12.2,5.9,2.0
2019-01-13--19:44:24,NaN,14.1,13.5,12.2,5.9,2.0
2019-01-13--19:48:00,NaN,14.1,13.6,12.2,5.9,2.0
2019-01-13--19:51:36,NaN,14.1,13.6,12.2,5.9,2.0
2019-01-13--19:55:12,NaN,14.1,13.6,12.2,5.9,2.0
2019-01-13--19:58:48,NaN,14.1,13.6,12.2,5.9,2.0
2019-01-13--20:02:24,NaN,14.1,13.6,12.2,5.9,2.0
2019-01-13--20:06:00,NaN,14.1,13.6,12.2,5.9,2.0
2019-01-13--20:09:36,NaN,14.1,13.6,12.2,5.9,2.0
2019-01-13--20:13:12,NaN,14.1,13.6,12.2,5.9,2.0
2019-01-13--20:16:48,NaN,14.1,13.6,12.2,5.9,2.0
2019-01-13--20:20:24,NaN,14.1,13.6,12.2,5.9,2.0
2019-01-13--20:24:00,NaN,14.1,13.6,12.2,5.9,2.0
2019-01-13--20:27:36,NaN,14.1,13.6,12.2,5.9,2.0
2019-01-13--20:31:12,NaN,14.1,13.6,12.2,6.0,2.0
2019-01-13--20:34:48,NaN,14.1,13.6,12.2,6.0,2.0
2019-01-13--20:38:24,NaN,14.1,13.6,12.2,6.0,2.0
2019-01-13--20:42:00,NaN,14.1,13.6,12.2,6.0,2.0
2019-01-13--20:45:36,NaN,14.1,13.6,12.3,6.0,2.0
2019-01-13--20:49:12,NaN,14.1,13.6,12.3,6.0,2.0
2019-01-13--20:52:48,NaN,14.1,13.6,12.3,6.0,2.0
2019-01-13--20:56:24,NaN,14.1,13.6,12.3,6.0,2.0
2019-01-13--21:00:00,NaN,14.1,13.6,12.3,6.0,2.0
2019-01-13--21:03:36,NaN,14.1,13.6,12.3,6.0,2.0
2019-01-13--21:07:12,NaN,14.1,13.6,12.3,6.0,2.0
2019-01-13--21:10:48,NaN,14.1,13.6,12.3,6.0,2.0
2019-01-13--21:14:24,NaN,14.1,13.6,12.3,6.0,2.0
2019-01-13--21:18:00,NaN,14.2,13.6,12.3,6.0,2.0
2019-01-13--21:21:36,NaN,14.2,13.6,12.3,6.0,2.0
2019-01-13--21:25:12,NaN,14.2,13.6,12.3,6.0,2.0
2019-01-13--21:28:48,NaN,14.2,13.6,12.3,6.0,2.0
2019-01-13--21:32:24,NaN,14.2,13.7,12.3,6.0,2.0
2019-01-13--21:36:00,NaN,14.2,13.7,12.3,6.0,2.0
2019-01-13--21:39:36,NaN,14.2,13.7,12.3,6.0,2.0
2019-01-13--21:43:12,NaN,14.2,13.7,12.3,6.0,2.0
2019-01-13--21:46:48,NaN,14.3,13.7,12.3,6.0,2.0
2019-01-13--21:50:24,NaN,14.3,13.7,12.3,6.0,2.0
2019-01-13--21:54:00,NaN,14.3,13.7,12.3,6.0,2.0
2019-01-13--21:57:36,NaN,14.3,13.7,12.3,6.0,2.0
2019-01-13--22:01:12,NaN,14.3,13.7,12.3,6.0,2.0
2019-01-13--22:04:48,NaN,14.3,13.7,12.3,6.0,2.0
2019-01-13--22:08:24,NaN,14.3,13.7,12.3,6.0,2.0
2019-01-13--22:12:00,NaN,14.3,13.7,12.3,6.0,2.0
2019-01-13--22:15:36,NaN,14.3,13.7,12.3,6.0,2.0
2019-01-13--22:19:12,NaN,14.3,13.7,12.3,6.0,2.0
2019-01-13--22:22:48,NaN,14.3,13.7,12.3,6.0,2.0
