x,649,APAR_30.1,APAR_31.2,APAR_32.3,APAR_33.4,APAR_34.5
2019-01-13--22:58:48,NaN,38.5,40.0,42.1,64.5,86.5
2019-01-13--23:02:24,NaN,38.6,40.0,42.1,64.5,86.6
2019-01-13--23:06:00,NaN,38.6,40.0,42.1,64.5,86.6
2019-01-13--23:09:36,NaN,38.6,40.0,42.1,64.5,86.6
2019-01-13--23:13:12,NaN,38.6,40.0,42.1,64.5,86.6
2019-01-13--23:16:48,NaN,38.6,40.1,42.1,64.5,86.6
2019-01-13--23:20:24,NaN,38.6,40.1,42.1,64.5,86.6
2019-01-13--23:24:00,NaN,38.6,40.1,42.1,64.5,86.6
2019-01-13--23:27:36,NaN,38.6,40.1,42.1,64.5,86.6
2019-01-13--23:31:12,NaN,38.6,40.1,42.1,64.5,86.6
2019-01-13--23:34:48,NaN,38.6,40.1,42.1,64.5,86.6
2019-01-13--23:38:24,NaN,38.6,40.1,42.1,64.5,86.6
2019-01-13--23:42:00,NaN,38.6,40.1,42.1,64.5,86.6
2019-01-13--23:45:36,NaN,38.6,40.0,42.1,64.5,86.6
2019-01-13--23:49:12,NaN,38.6,40.0,42.1,64.5,86.6
2019-01-13--23:52:48,NaN,38.6,40.0,42.1,64.5,86.6
2019-01-13--23:56:24,NaN,38.6,40.0,42.1,64.5,86.6
2019-01-14--00:00:00,NaN,38.6,40.0,42.1,64.5,86.6
2019-01-14--00:03:36,NaN,38.6,40.0,42.1,64.5,86.6
