,136_APAR_213.1,144_APAR_214.2,148_APAR_215.3,152_APAR_216.4,156_APAR_217.5,160_APAR_218.6,164_APAR_219.7,168_APAR_220.8,172_APAR_221.9,176_APAR_222.10,180_APAR_223.11,184_APAR_224.12,188_APAR_225.13,192_APAR_226.14,196_APAR_227.15,200_APAR_228.16,204_APAR_229.17,208_APAR_230.18,212_APAR_231.19,216_APAR_232.20,220_APAR_233.21,224_APAR_234.22,228_APAR_235.23,232_APAR_236.24,236_APAR_237.25,240_APAR_238.26,244_APAR_239.27,248_APAR_240.28,3808_APAR_16.16,3812_APAR_17.17,3816_APAR_18.18,656_FIF_203.3,658_FIF_204.4,660_FIF_205.5,662_FIF_206.6,664_FIF_207.7
,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg
Time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-24 23:45:36,25.9,26.1,27.8,39.3,52.7,24.8,27.0,30.3,39.9,52.8,25.6,27.9,37.2,29.9,41.4,49.3,26.2,35.9,52.2,,,,,,,,,,,,,22.0,25.0,19.0,21.964286,20.25
2019-01-24 23:52:48,25.9,26.0,27.7,39.3,52.7,24.8,27.0,30.2,39.9,52.8,25.5,27.9,37.2,29.9,41.4,49.4,26.2,35.9,52.2,,,,,,,,,,29.5,100.0,33.6,22.0,25.0,19.0,21.923077,20.576923
2019-01-25 00:00:00,25.9,26.0,27.7,39.3,52.7,24.8,27.0,30.2,39.9,52.8,25.5,27.9,37.2,29.9,41.4,49.4,26.2,35.9,52.2,,,,,,,,,,28.7,100.0,33.7,22.0,25.0,19.0,21.923077,20.576923
2019-01-25 00:07:12,25.8,26.0,27.7,39.3,52.7,24.7,27.0,30.2,39.9,52.8,25.5,27.8,37.1,29.9,41.4,49.3,26.2,35.9,52.2,,,,,,,,,,29.0,100.0,33.8,22.0,25.0,19.0,21.931034,20.344828
2019-01-25 00:14:24,25.8,26.0,27.7,39.3,52.7,24.7,27.0,30.2,39.9,52.8,25.5,27.8,37.1,29.9,41.4,49.3,26.2,35.9,52.2,,,,,,,,,,29.0,100.0,33.8,22.0,25.0,19.0,21.931034,20.344828
2019-01-25 00:21:36,25.8,26.0,27.7,39.3,52.7,24.7,27.0,30.2,39.9,52.8,25.4,27.8,37.1,29.9,41.3,49.3,26.1,35.9,52.1,,,,,,,,,,28.9,100.0,33.8,22.0,25.0,19.0,21.857143,20.178571
2019-01-25 00:28:48,25.8,26.0,27.7,39.3,52.7,24.7,27.0,30.2,39.9,52.8,25.4,27.8,37.1,29.9,41.3,49.3,26.1,35.9,52.1,,,,,,,,,,28.9,100.0,33.8,22.0,25.0,19.0,21.857143,20.178571
2019-01-25 00:36:00,25.8,26.0,27.7,39.3,52.7,24.7,27.0,30.2,39.9,52.8,25.5,27.8,37.1,29.9,41.3,49.4,26.1,35.9,52.1,,,,,,,,,,28.9,100.0,33.8,22.0,25.0,19.0,21.827586,20.068966
