,305_APAR_411.11,309_APAR_412.12,313_APAR_413.13,317_APAR_414.14,321_APAR_415.15,325_APAR_416.16,329_APAR_417.17,333_APAR_418.18,337_APAR_419.19,341_APAR_420.20,345_APAR_421.21,349_APAR_422.22,353_APAR_423.23,357_APAR_424.24,361_APAR_425.25,681_FIF_402.2,683_FIF_403.3,685_FIF_404.4,687_FIF_405.5,689_FIF_406.6
,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg
Time,,,,,,,,,,,,,,,,,,,,
2019-01-24 23:45:36,20.4,20.2,18.4,12.8,8.4,19.4,19.0,17.5,11.8,4.7,18.4,17.9,16.6,4.1,-6.1,22.3,27.5,22.6,21.9,23.5
2019-01-24 23:52:48,20.4,20.2,18.4,12.8,8.4,19.4,19.0,17.5,11.8,4.7,18.4,17.9,16.6,4.0,-6.0,22.3,27.5,22.7,21.9,23.5
2019-01-25 00:00:00,20.4,20.2,18.4,12.8,8.4,19.4,19.0,17.5,11.8,4.7,18.4,17.9,16.6,4.0,-6.0,22.3,27.5,22.7,21.9,23.5
2019-01-25 00:07:12,20.4,20.2,18.4,12.7,8.4,19.4,18.9,17.5,11.8,4.6,18.4,17.9,16.6,4.0,-6.0,22.3,27.4,22.6,21.9,23.5
2019-01-25 00:14:24,20.4,20.2,18.4,12.7,8.4,19.4,18.9,17.5,11.8,4.6,18.4,17.9,16.6,4.0,-6.0,22.3,27.4,22.6,21.9,23.5
2019-01-25 00:21:36,20.3,20.1,18.3,12.7,8.3,19.4,18.9,17.4,11.8,4.6,18.4,17.9,16.5,4.0,-6.0,22.3,27.4,22.6,21.9,23.5
2019-01-25 00:28:48,20.3,20.1,18.3,12.7,8.3,19.4,18.9,17.4,11.8,4.6,18.4,17.9,16.5,4.0,-6.0,22.3,27.4,22.6,21.9,23.5
2019-01-25 00:36:00,20.3,20.1,18.3,12.7,8.3,19.3,18.9,17.4,11.8,4.6,18.3,17.9,16.5,4.0,-5.9,22.3,27.5,22.6,21.9,23.5
2019-01-25 00:43:12,20.3,20.1,18.3,12.7,8.3,19.3,18.9,17.4,11.8,4.6,18.3,17.9,16.5,4.0,-5.9,22.3,27.5,22.6,21.9,23.5
2019-01-25 00:50:24,20.3,20.1,18.3,12.6,8.3,19.3,18.9,17.4,11.7,4.6,18.3,17.8,16.5,4.0,-5.9,22.3,27.4,22.6,21.9,23.5
