,1_APAR_30.1,13_APAR_33.4,17_APAR_34.5,5_APAR_31.2,649_FIF_11.11,9_APAR_32.3
,avg,avg,avg,avg,avg,avg
Time,,,,,,
2019-01-24 23:45:36,,,,1724.4,,1724.4
2019-01-24 23:52:48,,,,1724.4,,1724.4
2019-01-25 00:00:00,,,,1724.4,,1724.4
2019-01-25 00:07:12,,,,1724.4,,1724.4
2019-01-25 00:14:24,,,,1724.4,,1724.4
2019-01-25 00:21:36,,,,1724.4,,1724.4
2019-01-25 00:28:48,,,,1724.4,,1724.4
2019-01-25 00:36:00,,,,1724.4,,1724.4
2019-01-25 00:43:12,,,,1724.4,,1724.4
2019-01-25 00:50:24,,,,1724.4,,1724.4
2019-01-25 00:57:36,,,,1724.4,,1724.4
2019-01-25 01:04:48,,,,1724.4,,1724.4
2019-01-25 01:12:00,,,,1724.4,,1724.4
2019-01-25 01:19:12,,,,1724.4,,1724.4
2019-01-25 01:26:24,,,,1724.4,,1724.4
2019-01-25 01:33:36,,,,1724.4,,1724.4
2019-01-25 01:40:48,,,,1724.4,,1724.4
2019-01-25 01:48:00,,,,1724.4,,1724.4
2019-01-25 01:55:12,,,,1724.4,,1724.4
2019-01-25 02:02:24,,,,1724.4,,947.1
2019-01-25 02:09:36,,,,1724.4,,947.1
2019-01-25 02:16:48,,,,1724.4,,35.4
2019-01-25 02:24:00,,,,1724.4,,35.4
2019-01-25 02:31:12,,,,1724.4,,35.4
2019-01-25 02:38:24,,,,1724.4,,35.4
2019-01-25 02:45:36,,,,1724.4,,35.4
2019-01-25 02:52:48,,,,1724.4,,35.4
2019-01-25 03:00:00,,,,1724.4,,35.4
2019-01-25 03:07:12,,,,1724.4,,35.4
2019-01-25 03:14:24,,,,1724.4,,35.4
2019-01-25 03:21:36,,,,1724.4,,35.4
2019-01-25 03:28:48,,,,1724.4,,35.4
2019-01-25 03:36:00,,,,1724.4,,35.4
2019-01-25 03:43:12,,,,1724.4,,35.4
2019-01-25 03:50:24,,,,1724.4,,35.4
2019-01-25 03:57:36,,,,1724.4,,35.4
2019-01-25 04:04:48,,,,1724.4,,35.3
2019-01-25 04:12:00,,,,1724.4,,35.3
2019-01-25 04:19:12,,,,947.8,,1286.5
2019-01-25 04:26:24,34.2,,,947.8,,1286.5
2019-01-25 04:33:36,34.1,,,35.7,,1724.4
2019-01-25 04:40:48,34.1,,,35.7,,1724.4
2019-01-25 04:48:00,34.1,,,35.6,,1724.4
2019-01-25 04:55:12,34.1,,,35.6,,1724.4
2019-01-25 05:02:24,34.1,,,35.6,,1724.4
2019-01-25 05:09:36,34.1,,,35.6,,1724.4
2019-01-25 05:16:48,34.1,,,35.6,,1724.4
2019-01-25 05:24:00,34.1,,,35.6,,1724.4
2019-01-25 05:31:12,34.1,,,35.6,,1724.4
2019-01-25 05:38:24,34.1,,,35.6,,1724.4
2019-01-25 05:45:36,34.1,,,35.6,,1724.4
2019-01-25 05:52:48,34.1,,,35.6,,1724.4
2019-01-25 06:00:00,34.1,,,35.6,,1724.4
2019-01-25 06:07:12,34.1,,,35.6,,1724.4
2019-01-25 06:14:24,34.1,,,35.6,,1724.4
2019-01-25 06:21:36,34.1,,,35.6,,1724.4
2019-01-25 06:28:48,34.1,,,35.6,,1724.4
2019-01-25 06:36:00,34.0,,,35.6,,35.4
2019-01-25 06:43:12,34.0,58.3,80.3,35.6,29.0,35.4
2019-01-25 06:50:24,34.1,58.3,80.3,35.6,29.0,35.4
2019-01-25 06:57:36,34.1,58.3,80.3,35.6,29.0,35.4
2019-01-25 07:04:48,34.1,58.3,80.3,35.6,29.0,35.5
2019-01-25 07:12:00,34.1,58.3,80.3,35.6,29.0,35.5
