,10_APAR_32.3,14_APAR_33.4,18_APAR_34.5,2_APAR_30.1,6_APAR_31.2,648_FIF_11.11
,avg,avg,avg,avg,avg,avg
Time,,,,,,
2019-01-24 23:45:36,0.0,,,,0.0,
2019-01-24 23:52:48,0.0,,,,0.0,
2019-01-25 00:00:00,0.0,,,,0.0,
2019-01-25 00:07:12,0.0,,,,0.0,
2019-01-25 00:14:24,0.0,,,,0.0,
2019-01-25 00:21:36,0.0,,,,0.0,
2019-01-25 00:28:48,0.0,,,,0.0,
2019-01-25 00:36:00,0.0,,,,0.0,
2019-01-25 00:43:12,0.0,,,,0.0,
2019-01-25 00:50:24,0.0,,,,0.0,
2019-01-25 00:57:36,0.0,,,,0.0,
2019-01-25 01:04:48,0.0,,,,0.0,
2019-01-25 01:12:00,0.0,,,,0.0,
2019-01-25 01:19:12,0.0,,,,0.0,
2019-01-25 01:26:24,0.0,,,,0.0,
2019-01-25 01:33:36,0.0,,,,0.0,
2019-01-25 01:40:48,0.0,,,,0.0,
2019-01-25 01:48:00,0.0,,,,0.0,
2019-01-25 01:55:12,0.0,,,,0.0,
2019-01-25 02:02:24,3.2,,,,0.0,
2019-01-25 02:09:36,3.2,,,,0.0,
2019-01-25 02:16:48,6.9,,,,0.0,
2019-01-25 02:24:00,6.9,,,,0.0,
2019-01-25 02:31:12,6.9,,,,0.0,
2019-01-25 02:38:24,6.9,,,,0.0,
2019-01-25 02:45:36,6.9,,,,0.0,
2019-01-25 02:52:48,6.9,,,,0.0,
2019-01-25 03:00:00,6.9,,,,0.0,
2019-01-25 03:07:12,6.9,,,,0.0,
2019-01-25 03:14:24,6.9,,,,0.0,
2019-01-25 03:21:36,6.9,,,,0.0,
2019-01-25 03:28:48,6.9,,,,0.0,
2019-01-25 03:36:00,6.8,,,,0.0,
2019-01-25 03:43:12,6.8,,,,0.0,
2019-01-25 03:50:24,6.8,,,,0.0,
2019-01-25 03:57:36,6.8,,,,0.0,
2019-01-25 04:04:48,6.8,,,,0.0,
2019-01-25 04:12:00,6.8,,,,0.0,
2019-01-25 04:19:12,1.8,,,,3.9,
2019-01-25 04:26:24,1.8,,,9.1,3.9,
2019-01-25 04:33:36,0.0,,,9.1,8.5,
2019-01-25 04:40:48,0.0,,,9.1,8.5,
2019-01-25 04:48:00,0.0,,,9.1,8.4,
2019-01-25 04:55:12,0.0,,,9.1,8.4,
2019-01-25 05:02:24,0.0,,,9.0,8.4,
2019-01-25 05:09:36,0.0,,,9.0,8.4,
2019-01-25 05:16:48,0.0,,,9.0,8.4,
2019-01-25 05:24:00,0.0,,,9.0,8.4,
2019-01-25 05:31:12,0.0,,,9.0,8.4,
2019-01-25 05:38:24,0.0,,,9.0,8.4,
2019-01-25 05:45:36,0.0,,,9.0,8.4,
2019-01-25 05:52:48,0.0,,,9.0,8.4,
2019-01-25 06:00:00,0.0,,,9.0,8.4,
2019-01-25 06:07:12,0.0,,,9.1,8.4,
2019-01-25 06:14:24,0.0,,,9.1,8.4,
2019-01-25 06:21:36,0.0,,,9.1,8.4,
2019-01-25 06:28:48,0.0,,,9.1,8.4,
2019-01-25 06:36:00,6.7,,,9.0,8.4,
2019-01-25 06:43:12,6.7,-0.9,-5.8,9.0,8.4,13.2
2019-01-25 06:50:24,6.7,-0.9,-5.8,9.0,8.4,13.2
2019-01-25 06:57:36,6.7,-0.9,-5.8,9.0,8.4,13.2
2019-01-25 07:04:48,6.7,-0.9,-5.8,9.1,8.4,13.2
2019-01-25 07:12:00,6.7,-0.9,-5.8,9.1,8.4,13.2
2019-01-25 07:19:12,6.7,-0.9,-5.8,9.0,8.4,13.2
2019-01-25 07:26:24,6.7,-0.9,-5.8,9.0,8.4,13.2
