,10_APAR_32.3,14_APAR_33.4,18_APAR_34.5,2_APAR_30.1,6_APAR_31.2,648_FIF_11.11
,avg,avg,avg,avg,avg,avg
Time,,,,,,
2019-01-28 23:45:36,9.8,2.9,-1.6,11.9,11.3,30.0
2019-01-28 23:52:48,9.8,2.9,-1.6,11.8,11.3,30.0
2019-01-29 00:00:00,9.8,2.9,-1.6,11.8,11.3,30.0
2019-01-29 00:07:12,9.8,2.9,-1.6,11.8,11.3,29.9
2019-01-29 00:14:24,9.8,2.9,-1.6,11.8,11.3,29.9
2019-01-29 00:21:36,9.8,2.9,-1.6,11.9,11.3,29.9
2019-01-29 00:28:48,9.8,2.9,-1.6,11.9,11.3,29.9
2019-01-29 00:36:00,9.8,2.9,-1.6,11.9,11.3,29.9
2019-01-29 00:43:12,9.8,2.9,-1.6,11.9,11.3,29.9
2019-01-29 00:50:24,9.9,2.9,-1.6,11.9,11.3,29.9
2019-01-29 00:57:36,9.9,2.9,-1.6,11.9,11.3,29.9
2019-01-29 01:04:48,9.9,2.9,-1.5,11.9,11.3,30.0
2019-01-29 01:12:00,9.9,2.9,-1.5,11.9,11.3,30.0
2019-01-29 01:19:12,9.9,2.9,-1.5,11.9,11.3,29.9
2019-01-29 01:26:24,9.9,2.9,-1.5,11.9,11.3,29.9
2019-01-29 01:33:36,9.9,2.9,-1.5,11.9,11.4,29.9
2019-01-29 01:40:48,9.9,2.9,-1.5,11.9,11.4,29.9
2019-01-29 01:48:00,9.9,2.9,-1.5,12.0,11.4,29.9
2019-01-29 01:55:12,9.9,2.9,-1.5,12.0,11.4,29.9
2019-01-29 02:02:24,9.9,2.9,-1.5,12.0,11.4,29.9
2019-01-29 02:09:36,9.9,2.9,-1.5,12.0,11.4,29.9
2019-01-29 02:16:48,9.9,2.9,-1.5,12.0,11.4,29.9
2019-01-29 02:24:00,9.9,2.9,-1.5,12.0,11.4,29.9
2019-01-29 02:31:12,9.9,2.9,-1.5,12.0,11.4,29.9
2019-01-29 02:38:24,9.9,2.9,-1.5,12.0,11.4,29.9
2019-01-29 02:45:36,9.9,2.9,-1.5,12.0,11.4,30.0
2019-01-29 02:52:48,9.9,2.9,-1.5,12.0,11.4,30.0
2019-01-29 03:00:00,9.9,2.9,-1.5,12.0,11.4,30.0
2019-01-29 03:07:12,9.9,3.0,-1.5,11.9,11.4,29.9
2019-01-29 03:14:24,9.9,3.0,-1.5,11.9,11.4,29.9
2019-01-29 03:21:36,9.9,3.0,-1.5,12.0,11.4,29.9
2019-01-29 03:28:48,9.9,3.0,-1.5,12.0,11.4,29.9
2019-01-29 03:36:00,9.9,3.0,-1.5,12.0,11.4,29.9
2019-01-29 03:43:12,9.9,3.0,-1.5,12.0,11.4,29.9
2019-01-29 03:50:24,9.9,3.0,-1.4,12.0,11.4,29.9
2019-01-29 03:57:36,9.9,3.0,-1.4,12.0,11.4,29.9
2019-01-29 04:04:48,9.9,3.0,-1.4,12.0,11.4,29.8
2019-01-29 04:12:00,9.9,3.0,-1.4,12.0,11.4,29.8
2019-01-29 04:19:12,9.9,3.0,-1.4,12.0,11.4,29.8
2019-01-29 04:26:24,9.9,3.0,-1.4,12.0,11.4,29.8
2019-01-29 04:33:36,10.0,3.0,-1.4,12.0,11.5,29.8
2019-01-29 04:40:48,10.0,3.0,-1.4,12.0,11.5,29.8
2019-01-29 04:48:00,10.0,3.0,-1.3,12.1,11.5,29.8
2019-01-29 04:55:12,10.0,3.0,-1.3,12.1,11.5,29.8
2019-01-29 05:02:24,10.0,3.0,-1.3,12.1,11.5,29.8
2019-01-29 05:09:36,10.0,3.0,-1.3,12.1,11.5,29.8
