,4345_POG_26.26,4353_POG_27.27,4361_POG_28.28,4369_POG_29.29
,avg,avg,avg,avg
Time,,,,
2019-01-28 23:45:36,0.79,1.27,1.19,1.15
2019-01-28 23:52:48,0.96,1.28,1.21,1.38
2019-01-29 00:00:00,0.96,1.28,1.21,1.38
2019-01-29 00:07:12,0.75,1.06,0.93,1.14
2019-01-29 00:14:24,0.75,1.06,0.93,1.14
2019-01-29 00:21:36,0.66,0.93,0.95,1.12
2019-01-29 00:28:48,0.66,0.93,0.95,1.12
2019-01-29 00:36:00,0.61,1.01,1.04,1.26
2019-01-29 00:43:12,0.61,1.01,1.04,1.26
2019-01-29 00:50:24,0.77,1.12,1.08,1.18
2019-01-29 00:57:36,0.77,1.12,1.08,1.18
2019-01-29 01:04:48,0.71,1.12,1.03,1.16
2019-01-29 01:12:00,0.71,1.12,1.03,1.16
2019-01-29 01:19:12,0.45,0.84,0.91,0.85
2019-01-29 01:26:24,0.45,0.84,0.91,0.85
2019-01-29 01:33:36,0.41,1.11,1.04,0.98
2019-01-29 01:40:48,0.41,1.11,1.04,0.98
2019-01-29 01:48:00,0.66,0.94,1.05,0.98
2019-01-29 01:55:12,0.66,0.94,1.05,0.98
2019-01-29 02:02:24,0.8,0.83,0.92,0.94
2019-01-29 02:09:36,0.8,0.83,0.92,0.94
2019-01-29 02:16:48,0.71,1.11,1.07,1.19
2019-01-29 02:24:00,0.71,1.11,1.07,1.19
2019-01-29 02:31:12,0.73,0.86,0.99,0.87
2019-01-29 02:38:24,0.73,0.86,0.99,0.87
2019-01-29 02:45:36,1.11,1.03,1.24,1.07
2019-01-29 02:52:48,1.11,1.03,1.24,1.07
2019-01-29 03:00:00,1.11,1.03,1.24,1.07
2019-01-29 03:07:12,0.98,1.08,1.15,1.14
2019-01-29 03:14:24,0.98,1.08,1.15,1.14
2019-01-29 03:21:36,0.92,0.74,1.04,1.12
2019-01-29 03:28:48,0.92,0.74,1.04,1.12
2019-01-29 03:36:00,0.62,0.83,0.94,0.93
2019-01-29 03:43:12,0.62,0.83,0.94,0.93
2019-01-29 03:50:24,0.87,1.03,1.1,1.07
2019-01-29 03:57:36,0.87,1.03,1.1,1.07
2019-01-29 04:04:48,0.97,0.94,1.08,1.15
2019-01-29 04:12:00,0.97,0.94,1.08,1.15
2019-01-29 04:19:12,0.91,0.79,0.91,1.06
2019-01-29 04:26:24,0.91,0.79,0.91,1.06
2019-01-29 04:33:36,0.64,0.86,1.01,0.94
2019-01-29 04:40:48,0.64,0.86,1.01,0.94
2019-01-29 04:48:00,0.68,0.79,0.88,0.83
2019-01-29 04:55:12,0.68,0.79,0.88,0.83
2019-01-29 05:02:24,0.68,0.72,0.6,0.62
2019-01-29 05:09:36,0.68,0.72,0.6,0.62
2019-01-29 05:16:48,0.45,0.44,0.44,0.54
2019-01-29 05:24:00,0.45,0.44,0.44,0.54
2019-01-29 05:31:12,0.61,0.69,0.73,0.63
2019-01-29 05:38:24,0.61,0.69,0.73,0.63
2019-01-29 05:45:36,0.61,0.69,0.73,0.63
2019-01-29 05:52:48,0.7,0.61,0.71,0.81
2019-01-29 06:00:00,0.7,0.61,0.71,0.81
2019-01-29 06:07:12,0.7,0.61,0.71,0.81
2019-01-29 06:14:24,0.7,0.61,0.71,0.81
2019-01-29 06:21:36,0.75,1.06,0.8,0.82
2019-01-29 06:28:48,0.75,1.06,0.8,0.82
2019-01-29 06:36:00,0.74,1.2,0.94,0.95
2019-01-29 06:43:12,0.74,1.2,0.94,0.95
2019-01-29 06:50:24,0.65,1.21,1.07,1.07
2019-01-29 06:57:36,0.65,1.21,1.07,1.07
2019-01-29 07:04:48,0.54,1.14,0.91,0.95
2019-01-29 07:12:00,0.54,1.14,0.91,0.95
2019-01-29 07:19:12,0.6,0.73,0.69,0.75
2019-01-29 07:26:24,0.6,0.73,0.69,0.75
2019-01-29 07:33:36,0.75,0.7,0.78,0.85
2019-01-29 07:40:48,0.75,0.7,0.78,0.85
2019-01-29 07:48:00,1.02,0.95,0.9,1.1
2019-01-29 07:55:12,1.02,0.95,0.9,1.1
2019-01-29 08:02:24,0.82,0.86,0.99,1.18
2019-01-29 08:09:36,0.82,0.86,0.99,1.18
2019-01-29 08:16:48,1.01,0.77,0.79,0.89
2019-01-29 08:24:00,1.01,0.77,0.79,0.89
2019-01-29 08:31:12,1.1,1.16,1.14,1.2
2019-01-29 08:38:24,1.1,1.16,1.14,1.2
2019-01-29 08:45:36,1.23,1.22,1.24,1.23
2019-01-29 08:52:48,1.23,1.22,1.24,1.23
2019-01-29 09:00:00,1.23,1.22,1.24,1.23
2019-01-29 09:07:12,0.99,0.89,0.93,0.93
2019-01-29 09:14:24,0.99,0.89,0.93,0.93
2019-01-29 09:21:36,1.07,1.27,1.43,1.43
2019-01-29 09:28:48,1.07,1.27,1.43,1.43
2019-01-29 09:36:00,1.27,1.11,1.25,1.31
2019-01-29 09:43:12,1.27,1.11,1.25,1.31
2019-01-29 09:50:24,1.54,1.26,1.47,1.51
2019-01-29 09:57:36,1.54,1.26,1.47,1.51
2019-01-29 10:04:48,,,,
2019-01-29 10:12:00,,,,
2019-01-29 10:19:12,,,,
2019-01-29 10:26:24,,,,
2019-01-29 10:33:36,,,,
2019-01-29 10:40:48,,,,
2019-01-29 10:48:00,,,,
2019-01-29 10:55:12,,,,
2019-01-29 11:02:24,,,,
2019-01-29 11:09:36,,,,
2019-01-29 11:16:48,,,,
2019-01-29 11:24:00,,,,
2019-01-29 11:31:12,,,,
2019-01-29 11:38:24,,,,
2019-01-29 11:45:36,,,,
2019-01-29 11:52:48,,,,
2019-01-29 12:00:00,1.7,1.21,1.39,1.47
2019-01-29 12:07:12,1.22,1.07,1.17,1.32
2019-01-29 12:14:24,1.22,1.07,1.17,1.32
2019-01-29 12:21:36,1.29,1.44,1.49,1.53
2019-01-29 12:28:48,1.29,1.44,1.49,1.53
2019-01-29 12:36:00,1.17,1.14,1.0,1.03
2019-01-29 12:43:12,1.17,1.14,1.0,1.03
2019-01-29 12:50:24,1.32,1.15,1.35,1.33
2019-01-29 12:57:36,1.32,1.15,1.35,1.33
2019-01-29 13:04:48,1.2,1.68,1.3,1.4
2019-01-29 13:12:00,1.2,1.68,1.3,1.4
2019-01-29 13:19:12,1.01,1.0,0.88,0.97
2019-01-29 13:26:24,1.01,1.0,0.88,0.97
2019-01-29 13:33:36,1.26,0.98,1.09,1.25
2019-01-29 13:40:48,1.26,0.98,1.09,1.25
2019-01-29 13:48:00,1.25,1.16,1.11,1.19
2019-01-29 13:55:12,1.25,1.16,1.11,1.19
2019-01-29 14:02:24,1.15,1.07,1.14,1.22
2019-01-29 14:09:36,1.15,1.07,1.14,1.22
2019-01-29 14:16:48,1.14,0.85,1.1,1.25
2019-01-29 14:24:00,1.14,0.85,1.1,1.25
2019-01-29 14:31:12,1.13,0.89,1.03,1.04
2019-01-29 14:38:24,1.13,0.89,1.03,1.04
2019-01-29 14:45:36,1.13,0.89,1.03,1.04
2019-01-29 14:52:48,1.25,0.94,1.1,1.12
2019-01-29 15:00:00,1.25,0.94,1.1,1.12
2019-01-29 15:07:12,1.26,1.09,1.13,1.25
2019-01-29 15:14:24,1.26,1.09,1.13,1.25
2019-01-29 15:21:36,0.99,0.91,1.0,1.01
2019-01-29 15:28:48,0.99,0.91,1.0,1.01
2019-01-29 15:36:00,0.99,0.8,0.78,0.87
2019-01-29 15:43:12,0.99,0.8,0.78,0.87
2019-01-29 15:50:24,1.05,0.97,0.92,1.04
2019-01-29 15:57:36,1.05,0.97,0.92,1.04
2019-01-29 16:04:48,1.22,1.24,1.1,1.27
2019-01-29 16:12:00,1.22,1.24,1.1,1.27
2019-01-29 16:19:12,1.2,1.09,1.12,1.26
2019-01-29 16:26:24,1.2,1.09,1.12,1.26
2019-01-29 16:33:36,1.17,0.92,1.09,1.17
2019-01-29 16:40:48,1.17,0.92,1.09,1.17
2019-01-29 16:48:00,1.42,1.16,1.23,1.37
2019-01-29 16:55:12,1.42,1.16,1.23,1.37
2019-01-29 17:02:24,1.33,1.1,1.22,1.27
2019-01-29 17:09:36,1.33,1.1,1.22,1.27
2019-01-29 17:16:48,1.13,0.95,0.98,1.06
2019-01-29 17:24:00,1.13,0.95,0.98,1.06
2019-01-29 17:31:12,1.13,0.92,1.04,1.15
2019-01-29 17:38:24,1.13,0.92,1.04,1.15
2019-01-29 17:45:36,0.92,1.03,0.99,1.12
2019-01-29 17:52:48,0.92,1.03,0.99,1.12
2019-01-29 18:00:00,0.92,1.03,0.99,1.12
2019-01-29 18:07:12,0.88,1.36,1.24,1.23
2019-01-29 18:14:24,0.88,1.36,1.24,1.23
2019-01-29 18:21:36,0.97,1.27,1.32,1.38
2019-01-29 18:28:48,0.97,1.27,1.32,1.38
2019-01-29 18:36:00,0.85,1.18,1.14,1.22
2019-01-29 18:43:12,0.85,1.18,1.14,1.22
2019-01-29 18:50:24,0.83,1.18,1.29,1.29
2019-01-29 18:57:36,0.83,1.18,1.29,1.29
2019-01-29 19:04:48,1.13,1.15,1.64,1.65
2019-01-29 19:12:00,1.13,1.15,1.64,1.65
2019-01-29 19:19:12,0.64,0.84,1.19,1.17
2019-01-29 19:26:24,0.64,0.84,1.19,1.17
2019-01-29 19:33:36,0.19,0.39,0.39,0.54
2019-01-29 19:40:48,0.19,0.39,0.39,0.54
