,1_APAR_30.1,13_APAR_33.4,17_APAR_34.5,5_APAR_31.2,649_FIF_11.11,9_APAR_32.3
,avg,avg,avg,avg,avg,avg
Time,,,,,,
2019-01-28 23:45:36,35.3,60.5,81.6,36.9,216.888889,38.2
2019-01-28 23:52:48,35.3,60.5,81.6,36.9,216.666667,38.2
2019-01-29 00:00:00,35.3,60.5,81.6,36.9,216.666667,38.2
2019-01-29 00:07:12,35.4,60.5,81.6,36.9,216.277778,38.2
2019-01-29 00:14:24,35.4,60.5,81.6,36.9,216.277778,38.2
2019-01-29 00:21:36,35.4,60.5,81.6,36.9,216.157895,38.2
2019-01-29 00:28:48,35.4,60.5,81.6,36.9,216.157895,38.2
2019-01-29 00:36:00,35.5,60.5,81.7,36.9,216.666667,38.3
2019-01-29 00:43:12,35.5,60.5,81.7,36.9,216.666667,38.3
2019-01-29 00:50:24,35.4,60.5,81.7,36.9,217.0,38.3
2019-01-29 00:57:36,35.4,60.5,81.7,36.9,217.0,38.3
2019-01-29 01:04:48,35.4,60.5,81.7,36.9,217.0,38.3
2019-01-29 01:12:00,35.4,60.5,81.7,36.9,217.0,38.3
2019-01-29 01:19:12,35.4,60.5,81.7,36.9,217.0,38.3
2019-01-29 01:26:24,35.4,60.5,81.7,36.9,217.0,38.3
2019-01-29 01:33:36,35.5,60.5,81.7,37.0,217.0,38.3
2019-01-29 01:40:48,35.5,60.5,81.7,37.0,217.0,38.3
2019-01-29 01:48:00,35.5,60.5,81.7,37.0,216.944444,38.3
2019-01-29 01:55:12,35.5,60.5,81.7,37.0,216.944444,38.3
2019-01-29 02:02:24,35.4,60.5,81.8,37.0,216.764706,38.3
2019-01-29 02:09:36,35.4,60.5,81.8,37.0,216.764706,38.3
2019-01-29 02:16:48,35.4,60.5,81.8,36.9,217.0,38.3
2019-01-29 02:24:00,35.4,60.5,81.8,36.9,217.0,38.3
2019-01-29 02:31:12,35.4,60.5,81.8,36.9,217.0,38.3
2019-01-29 02:38:24,35.4,60.5,81.8,36.9,217.0,38.3
2019-01-29 02:45:36,35.4,60.5,81.8,36.9,217.0,38.3
2019-01-29 02:52:48,35.4,60.5,81.8,36.9,217.0,38.3
2019-01-29 03:00:00,35.4,60.5,81.8,36.9,217.0,38.3
2019-01-29 03:07:12,35.4,60.5,81.8,36.9,217.0,38.3
2019-01-29 03:14:24,35.4,60.5,81.8,36.9,217.0,38.3
2019-01-29 03:21:36,35.5,60.5,81.9,37.0,217.0,38.3
2019-01-29 03:28:48,35.5,60.5,81.9,37.0,217.0,38.3
2019-01-29 03:36:00,35.5,60.6,81.9,37.0,217.0,38.3
2019-01-29 03:43:12,35.5,60.6,81.9,37.0,217.0,38.3
2019-01-29 03:50:24,35.5,60.6,81.9,37.0,217.0,38.3
2019-01-29 03:57:36,35.5,60.6,81.9,37.0,217.0,38.3
2019-01-29 04:04:48,35.5,60.6,82.0,37.0,217.0,38.3
2019-01-29 04:12:00,35.5,60.6,82.0,37.0,217.0,38.3
2019-01-29 04:19:12,35.5,60.6,82.0,37.0,217.0,38.3
2019-01-29 04:26:24,35.5,60.6,82.0,37.0,217.0,38.3
2019-01-29 04:33:36,35.6,60.6,82.0,37.0,217.0,38.3
2019-01-29 04:40:48,35.6,60.6,82.0,37.0,217.0,38.3
2019-01-29 04:48:00,35.6,60.6,82.0,37.1,217.0,38.3
2019-01-29 04:55:12,35.6,60.6,82.0,37.1,217.0,38.3
2019-01-29 05:02:24,35.6,60.6,82.1,37.1,217.0,38.3
2019-01-29 05:09:36,35.6,60.6,82.1,37.1,217.0,38.3
2019-01-29 05:16:48,35.6,60.6,82.1,37.1,217.0,38.3
