,4340_POG_26.26,4348_POG_27.27,4356_POG_28.28,4364_POG_29.29
,avg,avg,avg,avg
Time,,,,
2019-01-28 23:45:36,-3.02,-3.11,-3.29,-3.35
2019-01-28 23:52:48,-3.04,-3.02,-3.26,-3.28
2019-01-29 00:00:00,-3.04,-3.02,-3.26,-3.28
2019-01-29 00:07:12,-3.04,-3.01,-3.17,-3.31
2019-01-29 00:14:24,-3.04,-3.01,-3.17,-3.31
2019-01-29 00:21:36,-2.97,-2.98,-3.16,-3.19
2019-01-29 00:28:48,-2.97,-2.98,-3.16,-3.19
2019-01-29 00:36:00,-2.8,-2.96,-3.12,-3.18
2019-01-29 00:43:12,-2.8,-2.96,-3.12,-3.18
2019-01-29 00:50:24,-2.78,-2.94,-3.11,-3.16
2019-01-29 00:57:36,-2.78,-2.94,-3.11,-3.16
2019-01-29 01:04:48,-2.89,-2.98,-3.12,-3.09
2019-01-29 01:12:00,-2.89,-2.98,-3.12,-3.09
2019-01-29 01:19:12,-2.7,-2.93,-3.04,-3.04
2019-01-29 01:26:24,-2.7,-2.93,-3.04,-3.04
2019-01-29 01:33:36,-2.56,-2.94,-2.98,-2.99
2019-01-29 01:40:48,-2.56,-2.94,-2.98,-2.99
2019-01-29 01:48:00,-2.48,-2.88,-2.97,-2.91
2019-01-29 01:55:12,-2.48,-2.88,-2.97,-2.91
2019-01-29 02:02:24,-2.54,-2.85,-2.94,-2.85
2019-01-29 02:09:36,-2.54,-2.85,-2.94,-2.85
2019-01-29 02:16:48,-2.58,-2.86,-2.98,-2.81
2019-01-29 02:24:00,-2.58,-2.86,-2.98,-2.81
2019-01-29 02:31:12,-2.71,-3.02,-2.99,-2.94
2019-01-29 02:38:24,-2.71,-3.02,-2.99,-2.94
2019-01-29 02:45:36,-2.72,-2.95,-2.98,-2.82
2019-01-29 02:52:48,-2.72,-2.95,-2.98,-2.82
2019-01-29 03:00:00,-2.72,-2.95,-2.98,-2.82
2019-01-29 03:07:12,-2.59,-2.8,-2.88,-2.67
2019-01-29 03:14:24,-2.59,-2.8,-2.88,-2.67
2019-01-29 03:21:36,-2.57,-2.79,-2.82,-2.73
2019-01-29 03:28:48,-2.57,-2.79,-2.82,-2.73
2019-01-29 03:36:00,-2.48,-2.79,-2.8,-2.68
2019-01-29 03:43:12,-2.48,-2.79,-2.8,-2.68
2019-01-29 03:50:24,-2.33,-2.61,-2.69,-2.47
2019-01-29 03:57:36,-2.33,-2.61,-2.69,-2.47
2019-01-29 04:04:48,-2.28,-2.44,-2.54,-2.25
2019-01-29 04:12:00,-2.28,-2.44,-2.54,-2.25
2019-01-29 04:19:12,-2.1,-2.18,-2.27,-2.0
2019-01-29 04:26:24,-2.1,-2.18,-2.27,-2.0
2019-01-29 04:33:36,-1.85,-2.06,-2.22,-1.88
2019-01-29 04:40:48,-1.85,-2.06,-2.22,-1.88
2019-01-29 04:48:00,-1.73,-1.94,-2.05,-1.74
2019-01-29 04:55:12,-1.73,-1.94,-2.05,-1.74
2019-01-29 05:02:24,-1.7,-1.79,-1.9,-1.53
2019-01-29 05:09:36,-1.7,-1.79,-1.9,-1.53
2019-01-29 05:16:48,-1.49,-1.59,-1.79,-1.34
2019-01-29 05:24:00,-1.49,-1.59,-1.79,-1.34
2019-01-29 05:31:12,-1.38,-1.58,-1.58,-1.36
2019-01-29 05:38:24,-1.38,-1.58,-1.58,-1.36
2019-01-29 05:45:36,-1.38,-1.58,-1.58,-1.36
2019-01-29 05:52:48,-1.02,-0.98,-1.11,-0.91
2019-01-29 06:00:00,-1.02,-0.98,-1.11,-0.91
2019-01-29 06:07:12,-1.02,-0.98,-1.11,-0.91
2019-01-29 06:14:24,-1.02,-0.98,-1.11,-0.91
2019-01-29 06:21:36,-0.84,-0.76,-1.0,-0.78
2019-01-29 06:28:48,-0.84,-0.76,-1.0,-0.78
2019-01-29 06:36:00,-0.66,-0.54,-0.75,-0.6
2019-01-29 06:43:12,-0.66,-0.54,-0.75,-0.6
2019-01-29 06:50:24,-0.56,-0.28,-0.56,-0.37
2019-01-29 06:57:36,-0.56,-0.28,-0.56,-0.37
2019-01-29 07:04:48,-0.37,-0.05,-0.41,-0.15
2019-01-29 07:12:00,-0.37,-0.05,-0.41,-0.15
2019-01-29 07:19:12,-0.1,0.09,-0.17,-0.02
2019-01-29 07:26:24,-0.1,0.09,-0.17,-0.02
2019-01-29 07:33:36,0.08,0.37,-0.02,0.17
2019-01-29 07:40:48,0.08,0.37,-0.02,0.17
2019-01-29 07:48:00,0.37,0.62,0.18,0.51
2019-01-29 07:55:12,0.37,0.62,0.18,0.51
2019-01-29 08:02:24,0.51,0.75,0.27,0.57
2019-01-29 08:09:36,0.51,0.75,0.27,0.57
2019-01-29 08:16:48,0.87,1.04,0.58,0.76
2019-01-29 08:24:00,0.87,1.04,0.58,0.76
2019-01-29 08:31:12,0.9,1.29,0.6,1.04
2019-01-29 08:38:24,0.9,1.29,0.6,1.04
2019-01-29 08:45:36,0.91,1.25,0.69,1.07
2019-01-29 08:52:48,0.91,1.25,0.69,1.07
2019-01-29 09:00:00,0.91,1.25,0.69,1.07
2019-01-29 09:07:12,1.06,1.5,0.9,1.21
2019-01-29 09:14:24,1.06,1.5,0.9,1.21
2019-01-29 09:21:36,1.38,1.93,1.2,1.5
2019-01-29 09:28:48,1.38,1.93,1.2,1.5
2019-01-29 09:36:00,1.67,2.2,1.36,1.53
2019-01-29 09:43:12,1.67,2.2,1.36,1.53
2019-01-29 09:50:24,1.3,1.68,1.06,1.37
2019-01-29 09:57:36,1.3,1.68,1.06,1.37
2019-01-29 10:04:48,,,,
2019-01-29 10:12:00,,,,
2019-01-29 10:19:12,,,,
2019-01-29 10:26:24,,,,
2019-01-29 10:33:36,,,,
2019-01-29 10:40:48,,,,
2019-01-29 10:48:00,,,,
2019-01-29 10:55:12,,,,
2019-01-29 11:02:24,,,,
2019-01-29 11:09:36,,,,
2019-01-29 11:16:48,,,,
2019-01-29 11:24:00,,,,
2019-01-29 11:31:12,,,,
2019-01-29 11:38:24,,,,
2019-01-29 11:45:36,,,,
2019-01-29 11:52:48,,,,
2019-01-29 12:00:00,1.61,2.11,2.04,2.57
2019-01-29 12:07:12,1.58,2.06,1.98,2.49
2019-01-29 12:14:24,1.58,2.06,1.98,2.49
2019-01-29 12:21:36,1.5,1.76,1.5,1.7
2019-01-29 12:28:48,1.5,1.76,1.5,1.7
2019-01-29 12:36:00,1.67,2.11,1.73,2.06
2019-01-29 12:43:12,1.67,2.11,1.73,2.06
2019-01-29 12:50:24,1.71,2.05,1.96,2.79
2019-01-29 12:57:36,1.71,2.05,1.96,2.79
2019-01-29 13:04:48,1.32,1.5,1.8,2.1
2019-01-29 13:12:00,1.32,1.5,1.8,2.1
2019-01-29 13:19:12,1.34,1.48,1.66,2.07
2019-01-29 13:26:24,1.34,1.48,1.66,2.07
2019-01-29 13:33:36,1.27,1.3,1.52,1.74
2019-01-29 13:40:48,1.27,1.3,1.52,1.74
2019-01-29 13:48:00,0.85,0.79,1.1,1.0
2019-01-29 13:55:12,0.85,0.79,1.1,1.0
2019-01-29 14:02:24,0.87,0.8,0.97,0.89
2019-01-29 14:09:36,0.87,0.8,0.97,0.89
2019-01-29 14:16:48,1.03,0.99,1.01,1.0
2019-01-29 14:24:00,1.03,0.99,1.01,1.0
2019-01-29 14:31:12,1.04,1.0,1.0,1.02
2019-01-29 14:38:24,1.04,1.0,1.0,1.02
2019-01-29 14:45:36,1.04,1.0,1.0,1.02
2019-01-29 14:52:48,0.94,0.97,0.91,0.97
2019-01-29 15:00:00,0.94,0.97,0.91,0.97
2019-01-29 15:07:12,0.79,0.77,0.77,0.86
2019-01-29 15:14:24,0.79,0.77,0.77,0.86
2019-01-29 15:21:36,0.77,0.75,0.75,0.79
2019-01-29 15:28:48,0.77,0.75,0.75,0.79
2019-01-29 15:36:00,0.76,0.8,0.81,0.82
2019-01-29 15:43:12,0.76,0.8,0.81,0.82
2019-01-29 15:50:24,0.8,0.9,0.92,0.93
2019-01-29 15:57:36,0.8,0.9,0.92,0.93
2019-01-29 16:04:48,0.94,1.0,1.0,0.97
2019-01-29 16:12:00,0.94,1.0,1.0,0.97
2019-01-29 16:19:12,0.98,1.01,1.01,0.96
2019-01-29 16:26:24,0.98,1.01,1.01,0.96
2019-01-29 16:33:36,0.89,0.95,0.97,0.87
2019-01-29 16:40:48,0.89,0.95,0.97,0.87
2019-01-29 16:48:00,0.82,0.87,0.84,0.81
2019-01-29 16:55:12,0.82,0.87,0.84,0.81
2019-01-29 17:02:24,0.79,0.83,0.82,0.78
2019-01-29 17:09:36,0.79,0.83,0.82,0.78
2019-01-29 17:16:48,0.86,0.83,0.82,0.79
2019-01-29 17:24:00,0.86,0.83,0.82,0.79
2019-01-29 17:31:12,0.81,0.84,0.82,0.82
2019-01-29 17:38:24,0.81,0.84,0.82,0.82
2019-01-29 17:45:36,0.8,0.86,0.82,0.83
2019-01-29 17:52:48,0.8,0.86,0.82,0.83
2019-01-29 18:00:00,0.8,0.86,0.82,0.83
2019-01-29 18:07:12,0.86,0.95,0.92,0.95
2019-01-29 18:14:24,0.86,0.95,0.92,0.95
2019-01-29 18:21:36,1.0,1.01,0.98,0.99
2019-01-29 18:28:48,1.0,1.01,0.98,0.99
2019-01-29 18:36:00,1.02,1.06,1.02,1.02
