,100_APAR_127.17,104_APAR_128.18,108_APAR_129.19,112_APAR_130.20,116_APAR_131.21,120_APAR_132.22,124_APAR_133.23,128_APAR_134.24,132_APAR_135.25,21_APAR_111.1,25_APAR_112.2,3820_APAR_19.19,3824_APAR_20.20,44_APAR_113.3,48_APAR_114.4,52_APAR_115.5,56_APAR_116.6,60_APAR_117.7,64_APAR_118.8,650_FIF_104.4,652_FIF_105.5,654_FIF_106.6,68_APAR_119.9,72_APAR_120.10,76_APAR_121.11,80_APAR_122.12,84_APAR_123.13,88_APAR_124.14,92_APAR_125.15,96_APAR_126.16
,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg
Time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-28 23:45:36,38.4,41.0,42.9,,,,,,,,1724.4,64.3,,1724.4,1724.4,88.4,1724.4,1724.4,43.3,21.0,30.277778,22.0,1724.4,0.0,0.0,37.8,46.0,32.7,41.4,44.9
2019-01-28 23:52:48,38.4,41.1,42.9,,,,,,,,1724.4,64.3,,1724.4,1724.4,88.4,1724.4,1724.4,43.3,21.055556,31.444444,22.166667,1724.4,0.0,0.0,37.8,46.0,32.7,41.4,45.0
2019-01-29 00:00:00,38.4,41.1,42.9,,,,,,,,1724.4,64.3,,1724.4,1724.4,88.4,1724.4,1724.4,43.3,21.055556,31.444444,22.166667,1724.4,0.0,0.0,37.8,46.0,32.7,41.4,45.0
2019-01-29 00:07:12,38.4,41.2,42.9,,,,,,,,1724.4,64.3,,1724.4,1724.4,88.4,1724.4,1724.4,43.3,21.0,30.388889,22.166667,1724.4,0.0,0.0,37.8,46.0,32.7,41.4,45.1
2019-01-29 00:14:24,38.4,41.2,42.9,,,,,,,,1724.4,64.3,,1724.4,1724.4,88.4,1724.4,1724.4,43.3,21.0,30.388889,22.166667,1724.4,0.0,0.0,37.8,46.0,32.7,41.4,45.1
2019-01-29 00:21:36,38.5,41.2,42.9,,,,,,,,1724.4,64.3,,1724.4,1724.4,88.4,1724.4,1724.4,43.3,21.052632,30.842105,22.0,1724.4,0.0,0.0,37.8,46.0,32.7,41.4,45.3
2019-01-29 00:28:48,38.5,41.2,42.9,,,,,,,,1724.4,64.3,,1724.4,1724.4,88.4,1724.4,1724.4,43.3,21.052632,30.842105,22.0,1724.4,0.0,0.0,37.8,46.0,32.7,41.4,45.3
2019-01-29 00:36:00,38.6,41.2,43.0,,,,,,,,1724.4,64.3,,1724.4,1724.4,88.4,1724.4,1724.4,43.3,21.277778,30.5,22.0,1724.4,0.0,0.0,37.9,46.0,32.7,41.4,45.4
2019-01-29 00:43:12,38.6,41.2,43.0,,,,,,,,1724.4,64.3,,1724.4,1724.4,88.4,1724.4,1724.4,43.3,21.277778,30.5,22.0,1724.4,0.0,0.0,37.9,46.0,32.7,41.4,45.4
2019-01-29 00:50:24,38.6,41.3,43.0,,,,,,,,1724.4,64.4,,1724.4,1724.4,88.4,1724.4,1724.4,43.3,21.611111,31.277778,22.166667,1724.4,0.0,0.0,37.9,46.0,32.7,41.4,45.6
2019-01-29 00:57:36,38.6,41.3,43.0,,,,,,,,1724.4,64.4,,1724.4,1724.4,88.4,1724.4,1724.4,43.3,21.611111,31.277778,22.166667,1724.4,0.0,0.0,37.9,46.0,32.7,41.4,45.6
2019-01-29 01:04:48,38.5,41.4,42.9,,,,,,,,1724.4,64.4,,1724.4,1724.4,88.4,1724.4,1724.4,43.3,21.5,30.888889,22.0,1724.4,0.0,0.0,37.9,46.0,32.7,41.4,45.9
2019-01-29 01:12:00,38.5,41.4,42.9,,,,,,,,1724.4,64.4,,1724.4,1724.4,88.4,1724.4,1724.4,43.3,21.5,30.888889,22.0,1724.4,0.0,0.0,37.9,46.0,32.7,41.4,45.9
2019-01-29 01:19:12,38.4,41.5,43.0,,,,,,,,1724.4,64.4,,1724.4,1724.4,88.4,1724.4,1724.4,43.3,21.666667,31.222222,22.055556,1724.4,0.0,0.0,37.9,46.0,32.7,41.4,45.7
2019-01-29 01:26:24,38.4,41.5,43.0,,,,,,,,1724.4,64.4,,1724.4,1724.4,88.4,1724.4,1724.4,43.3,21.666667,31.222222,22.055556,1724.4,0.0,0.0,37.9,46.0,32.7,41.4,45.7
2019-01-29 01:33:36,38.4,41.5,43.1,,,,,,,,1724.4,64.4,,1724.4,1724.4,88.5,1724.4,1724.4,43.3,21.722222,30.555556,22.055556,1724.4,0.0,0.0,37.9,46.0,32.7,41.4,45.8
2019-01-29 01:40:48,38.4,41.5,43.1,,,,,,,,1724.4,64.4,,1724.4,1724.4,88.5,1724.4,1724.4,43.3,21.722222,30.555556,22.055556,1724.4,0.0,0.0,37.9,46.0,32.7,41.4,45.8
2019-01-29 01:48:00,38.4,41.5,43.1,,,,,,,,1724.4,64.4,,1724.4,1724.4,88.5,1724.4,1724.4,43.3,22.0,31.222222,22.388889,1724.4,0.0,0.0,37.9,46.0,32.7,41.4,45.9
2019-01-29 01:55:12,38.4,41.5,43.1,,,,,,,,1724.4,64.4,,1724.4,1724.4,88.5,1724.4,1724.4,43.3,22.0,31.222222,22.388889,1724.4,0.0,0.0,37.9,46.0,32.7,41.4,45.9
2019-01-29 02:02:24,38.4,41.5,43.2,,,,,,,,1724.4,64.4,,626.5,1724.4,88.5,1724.4,1724.4,43.3,22.0,30.588235,22.294118,1724.4,0.0,0.0,37.9,46.0,32.7,41.4,45.8
2019-01-29 02:09:36,38.4,41.5,43.2,,,,,,,,1724.4,64.4,,626.5,1724.4,88.5,1724.4,1724.4,43.3,22.0,30.588235,22.294118,1724.4,0.0,0.0,37.9,46.0,32.7,41.4,45.8
2019-01-29 02:16:48,38.6,41.5,43.1,,,,,,,,1724.4,64.4,,27.7,1724.4,88.5,1724.4,1724.4,43.3,22.0,31.277778,22.166667,1724.4,0.0,0.0,37.9,46.0,32.7,41.4,46.0
