,4246_Mbus Apators,4257_Mbus Apators,4268_Mbus Apators,4279_Mbus Apators,4290_Mbus Apators,4301_Mbus Apators,4312_Mbus Apators,4323_Mbus Apators
,avg,avg,avg,avg,avg,avg,avg,avg
Time,,,,,,,,
2019-01-28 23:45:36,0.83,1.03,0.99,1.01,,8.36,0.0,0.0
2019-01-28 23:52:48,2.48,1.24,1.07,1.71,,9.26,0.0,0.0
2019-01-29 00:00:00,2.48,1.24,1.07,1.71,,9.26,0.0,0.0
2019-01-29 00:07:12,2.58,1.33,1.15,1.46,,9.19,0.0,0.0
2019-01-29 00:14:24,2.58,1.33,1.15,1.46,,9.19,0.0,0.0
2019-01-29 00:21:36,2.1,1.07,1.0,1.61,,5.68,0.0,0.0
2019-01-29 00:28:48,2.1,1.07,1.0,1.61,,5.68,0.0,0.0
2019-01-29 00:36:00,0.24,0.38,0.49,0.53,,0.07,0.0,0.0
2019-01-29 00:43:12,0.24,0.38,0.49,0.53,,0.07,0.0,0.0
2019-01-29 00:50:24,0.92,0.78,0.76,0.31,,4.58,0.0,0.0
2019-01-29 00:57:36,0.92,0.78,0.76,0.31,,4.58,0.0,0.0
2019-01-29 01:04:48,1.69,1.18,1.03,0.51,,8.34,0.0,0.0
2019-01-29 01:12:00,1.69,1.18,1.03,0.51,,8.34,0.0,0.0
2019-01-29 01:19:12,2.03,1.09,0.96,0.93,,6.69,0.0,0.0
2019-01-29 01:26:24,2.03,1.09,0.96,0.93,,6.69,0.0,0.0
2019-01-29 01:33:36,0.98,0.68,0.71,0.37,,2.58,0.0,0.0
2019-01-29 01:40:48,0.98,0.68,0.71,0.37,,2.58,0.0,0.0
2019-01-29 01:48:00,0.0,0.36,0.39,0.1,,0.78,0.0,0.0
2019-01-29 01:55:12,0.0,0.36,0.39,0.1,,0.78,0.0,0.0
2019-01-29 02:02:24,1.03,1.16,0.99,1.44,,7.99,0.0,0.0
2019-01-29 02:09:36,1.03,1.16,0.99,1.44,,7.99,0.0,0.0
2019-01-29 02:16:48,2.08,1.16,0.97,1.41,,7.69,0.0,0.0
2019-01-29 02:24:00,2.08,1.16,0.97,1.41,,7.69,0.0,0.0
2019-01-29 02:31:12,1.14,0.96,0.91,1.21,,8.39,0.0,0.0
2019-01-29 02:38:24,1.14,0.96,0.91,1.21,,8.39,0.0,0.0
2019-01-29 02:45:36,1.93,1.24,1.06,1.59,,9.31,0.0,0.0
2019-01-29 02:52:48,1.93,1.24,1.06,1.59,,9.31,0.0,0.0
2019-01-29 03:00:00,1.93,1.24,1.06,1.59,,9.31,0.0,0.0
2019-01-29 03:07:12,3.23,1.32,1.15,2.12,,9.35,0.0,0.0
2019-01-29 03:14:24,3.23,1.32,1.15,2.12,,9.35,0.0,0.0
2019-01-29 03:21:36,2.84,1.3,1.17,1.89,,9.0,0.0,0.0
2019-01-29 03:28:48,2.84,1.3,1.17,1.89,,9.0,0.0,0.0
2019-01-29 03:36:00,0.64,0.44,0.46,1.33,,0.08,0.0,0.0
2019-01-29 03:43:12,0.64,0.44,0.46,1.33,,0.08,0.0,0.0
2019-01-29 03:50:24,0.48,0.69,0.7,0.65,,3.11,0.0,0.0
2019-01-29 03:57:36,0.48,0.69,0.7,0.65,,3.11,0.0,0.0
2019-01-29 04:04:48,0.59,1.15,1.02,1.6,,8.31,0.0,0.0
2019-01-29 04:12:00,0.59,1.15,1.02,1.6,,8.31,0.0,0.0
2019-01-29 04:19:12,0.77,1.45,1.25,1.18,,8.08,0.0,0.0
2019-01-29 04:26:24,0.77,1.45,1.25,1.18,,8.08,0.0,0.0
2019-01-29 04:33:36,2.18,0.64,0.73,0.58,,1.6,0.0,0.0
2019-01-29 04:40:48,2.18,0.64,0.73,0.58,,1.6,0.0,0.0
2019-01-29 04:48:00,0.0,0.32,0.41,0.23,,0.8,0.0,0.0
2019-01-29 04:55:12,0.0,0.32,0.41,0.23,,0.8,0.0,0.0
2019-01-29 05:02:24,1.48,1.14,1.02,0.48,,7.89,0.0,0.0
2019-01-29 05:09:36,1.48,1.14,1.02,0.48,,7.89,0.0,0.0
2019-01-29 05:16:48,1.06,0.89,0.9,0.25,,7.75,0.0,0.0
2019-01-29 05:24:00,1.06,0.89,0.9,0.25,,7.75,0.0,0.0
2019-01-29 05:31:12,2.81,1.43,1.23,0.08,,8.93,0.0,0.0
2019-01-29 05:38:24,2.81,1.43,1.23,0.08,,8.93,0.0,0.0
2019-01-29 05:45:36,2.81,1.43,1.23,0.08,,8.93,0.0,0.0
2019-01-29 05:52:48,1.93,1.12,1.13,0.54,,2.83,0.0,0.0
2019-01-29 06:00:00,1.93,1.12,1.13,0.54,,2.83,0.0,0.0
2019-01-29 06:07:12,1.93,1.12,1.13,0.54,,2.83,0.0,0.0
2019-01-29 06:14:24,1.93,1.12,1.13,0.54,,2.83,0.0,0.0
2019-01-29 06:21:36,0.0,0.32,0.48,1.15,,0.07,0.0,0.0
2019-01-29 06:28:48,0.0,0.32,0.48,1.15,,0.07,0.0,0.0
2019-01-29 06:36:00,0.35,0.81,0.79,0.45,,4.34,0.0,0.0
2019-01-29 06:43:12,0.35,0.81,0.79,0.45,,4.34,0.0,0.0
2019-01-29 06:50:24,0.29,1.14,1.06,0.81,,7.72,0.0,0.0
2019-01-29 06:57:36,0.29,1.14,1.06,0.81,,7.72,0.0,0.0
2019-01-29 07:04:48,0.0,1.44,1.34,0.47,,6.51,0.0,0.0
2019-01-29 07:12:00,0.0,1.44,1.34,0.47,,6.51,0.0,0.0
2019-01-29 07:19:12,0.26,0.79,0.88,0.0,,0.07,0.0,0.0
