,100_APAR_127.17,104_APAR_128.18,108_APAR_129.19,112_APAR_130.20,116_APAR_131.21,120_APAR_132.22,124_APAR_133.23,128_APAR_134.24,132_APAR_135.25,21_APAR_111.1,25_APAR_112.2,3820_APAR_19.19,3824_APAR_20.20,44_APAR_113.3,48_APAR_114.4,52_APAR_115.5,56_APAR_116.6,60_APAR_117.7,64_APAR_118.8,650_FIF_104.4,652_FIF_105.5,654_FIF_106.6,68_APAR_119.9,72_APAR_120.10,76_APAR_121.11,80_APAR_122.12,84_APAR_123.13,88_APAR_124.14,92_APAR_125.15,96_APAR_126.16
,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg
Time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-04 23:45:36,38.1,52.7,63.8,,,,,,,29.9,30.4,,,30.8,52.4,87.6,39.7,39.8,42.9,29.387097,28.129032,24.096774,52.2,28.1,31.6,38.7,45.2,32.7,41.5,53.4
2019-02-04 23:52:48,38.0,52.7,63.8,,,,,,,29.9,30.4,55.3,80.0,30.8,52.3,87.6,39.7,39.8,42.9,29.2,27.866667,24.166667,52.2,28.1,31.6,38.7,45.2,32.7,41.5,53.4
2019-02-05 00:00:00,38.0,52.7,63.8,,,,,,,29.9,30.4,55.3,80.1,30.8,52.3,87.6,39.7,39.8,42.9,29.2,27.866667,24.166667,52.2,28.1,31.6,38.7,45.2,32.7,41.5,53.4
2019-02-05 00:07:12,38.0,52.7,63.7,,,,,,,29.9,30.4,55.2,80.1,30.8,52.3,87.6,39.7,39.8,42.9,29.533333,28.133333,24.366667,52.2,28.1,31.6,38.7,45.2,32.7,41.5,53.4
2019-02-05 00:14:24,38.0,52.7,63.7,,,,,,,29.9,30.4,55.2,80.1,30.8,52.3,87.6,39.7,39.8,42.9,29.533333,28.133333,24.366667,52.2,28.1,31.6,38.7,45.2,32.7,41.5,53.4
2019-02-05 00:21:36,37.9,52.7,63.8,,,,,,,29.8,30.3,55.1,80.1,30.8,52.3,87.6,39.7,39.8,42.9,29.766667,27.9,24.1,52.2,28.0,31.6,38.7,45.2,32.7,41.5,53.4
2019-02-05 00:28:48,37.9,52.7,63.8,,,,,,,29.8,30.3,55.1,80.1,30.8,52.3,87.6,39.7,39.8,42.9,29.766667,27.9,24.1,52.2,28.0,31.6,38.7,45.2,32.7,41.5,53.4
2019-02-05 00:36:00,37.9,52.7,63.8,,,,,,,29.8,30.3,55.1,80.1,30.8,52.3,87.5,39.7,39.8,42.9,29.9,28.033333,24.066667,52.2,28.0,31.6,38.7,45.2,32.7,41.5,53.4
2019-02-05 00:43:12,37.9,52.7,63.8,,,,,,,29.8,30.3,55.1,80.1,30.8,52.3,87.5,39.7,39.8,42.9,29.9,28.033333,24.066667,52.2,28.0,31.6,38.7,45.2,32.7,41.5,53.4
2019-02-05 00:50:24,37.8,52.7,63.8,,,,,,,29.8,30.3,55.1,80.1,30.7,52.3,87.5,39.7,39.8,42.9,29.9,27.766667,24.3,52.2,28.0,31.6,38.7,45.2,32.7,41.5,53.4
2019-02-05 00:57:36,37.8,52.7,63.8,,,,,,,29.8,30.3,55.1,80.1,30.7,52.3,87.5,39.7,39.8,42.9,29.9,27.766667,24.3,52.2,28.0,31.6,38.7,45.2,32.7,41.5,53.4
2019-02-05 01:04:48,37.8,52.7,63.8,,,,,,,29.8,30.3,55.0,80.1,30.7,52.2,87.5,39.7,39.8,42.9,29.967742,27.774194,24.870968,52.2,28.0,31.6,38.7,45.2,32.7,41.5,53.4
2019-02-05 01:12:00,37.8,52.7,63.8,,,,,,,29.8,30.3,55.0,80.1,30.7,52.2,87.5,39.7,39.8,42.9,29.967742,27.774194,24.870968,52.2,28.0,31.6,38.7,45.2,32.7,41.5,53.4
2019-02-05 01:19:12,38.0,52.7,63.8,,,,,,,29.8,30.3,55.0,80.1,30.7,52.2,87.5,39.7,39.8,42.9,29.833333,28.1,24.633333,52.2,28.0,31.6,38.7,45.2,32.7,41.5,53.4
2019-02-05 01:26:24,38.0,52.7,63.8,,,,,,,29.8,30.3,55.0,80.1,30.7,52.2,87.5,39.7,39.8,42.9,29.833333,28.1,24.633333,52.2,28.0,31.6,38.7,45.2,32.7,41.5,53.4
2019-02-05 01:33:36,38.0,52.7,63.8,,,,,,,29.8,30.3,54.9,80.1,30.7,52.2,87.4,39.7,39.8,42.9,29.137931,28.0,24.103448,52.2,28.1,31.6,38.7,45.2,32.7,41.5,53.4
2019-02-05 01:40:48,38.0,52.7,63.8,,,,,,,29.8,30.3,54.9,80.1,30.7,52.2,87.4,39.7,39.8,42.9,29.137931,28.0,24.103448,52.2,28.1,31.6,38.7,45.2,32.7,41.5,53.4
2019-02-05 01:48:00,38.0,52.7,63.8,,,,,,,29.8,30.3,54.9,80.1,30.7,52.2,87.4,39.7,39.8,42.9,29.482759,27.793103,24.103448,52.2,28.0,31.6,38.7,45.2,32.7,41.5,53.4
2019-02-05 01:55:12,38.0,52.7,63.8,,,,,,,29.8,30.3,54.9,80.1,30.7,52.2,87.4,39.7,39.8,42.9,29.482759,27.793103,24.103448,52.2,28.0,31.6,38.7,45.2,32.7,41.5,53.4
2019-02-05 02:02:24,38.0,52.7,63.8,,,,,,,29.8,30.3,54.8,80.1,30.6,52.2,87.4,39.7,39.8,42.8,29.448276,27.896552,24.068966,52.2,28.0,31.6,38.7,45.2,32.7,41.5,53.4
2019-02-05 02:09:36,38.0,52.7,63.8,,,,,,,29.8,30.3,54.8,80.1,30.6,52.2,87.4,39.7,39.8,42.8,29.448276,27.896552,24.068966,52.2,28.0,31.6,38.7,45.2,32.7,41.5,53.4
2019-02-05 02:16:48,37.9,52.7,63.8,,,,,,,29.8,30.3,54.7,80.1,30.6,52.2,87.4,39.7,39.8,42.8,29.3,27.966667,24.133333,52.2,28.0,31.6,38.7,45.2,32.7,41.5,53.4
