,416_APAR_611.11,420_APAR_612.12,424_APAR_613.13,428_APAR_614.14,432_APAR_615.15,436_APAR_616.16,440_APAR_617.17,444_APAR_618.18,448_APAR_619.19,452_APAR_620.20,456_APAR_621.21,460_APAR_622.22,464_APAR_623.23,468_APAR_624.24,472_APAR_625.25,696_FIF_602.2,698_FIF_603.3,700_FIF_604.4,702_FIF_605.5,704_FIF_606.6
,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg
Time,,,,,,,,,,,,,,,,,,,,
2019-02-04 23:45:36,26.8,27.0,29.2,36.0,45.6,28.0,28.0,33.8,37.6,43.0,27.4,27.8,29.6,52.1,74.5,27.0,29.741935,28.0,32.0,23.0
2019-02-04 23:52:48,26.8,27.0,29.2,36.0,45.6,28.0,28.0,33.8,37.5,43.0,27.3,27.8,29.6,52.1,74.4,27.0,29.133333,28.0,32.0,23.0
2019-02-05 00:00:00,26.8,27.0,29.2,36.0,45.6,28.0,28.0,33.8,37.5,43.0,27.3,27.8,29.6,52.1,74.4,27.0,29.133333,28.0,32.0,23.0
2019-02-05 00:07:12,26.8,26.9,29.1,36.0,45.6,28.0,28.0,33.8,37.5,43.0,27.3,27.8,29.6,52.1,74.4,27.0,29.0,28.0,32.0,23.0
2019-02-05 00:14:24,26.8,26.9,29.1,36.0,45.6,28.0,28.0,33.8,37.5,43.0,27.3,27.8,29.6,52.1,74.4,27.0,29.0,28.0,32.0,23.0
2019-02-05 00:21:36,26.7,26.9,29.1,36.0,45.6,28.0,28.0,33.8,37.5,43.0,27.3,27.8,29.5,52.1,74.4,27.0,29.566667,28.0,32.0,23.0
2019-02-05 00:28:48,26.7,26.9,29.1,36.0,45.6,28.0,28.0,33.8,37.5,43.0,27.3,27.8,29.5,52.1,74.4,27.0,29.566667,28.0,32.0,23.0
2019-02-05 00:36:00,26.7,26.9,29.1,36.0,45.6,28.0,28.0,33.8,37.5,43.0,27.3,27.8,29.5,52.1,74.4,27.0,30.0,28.0,32.0,23.0
2019-02-05 00:43:12,26.7,26.9,29.1,36.0,45.6,28.0,28.0,33.8,37.5,43.0,27.3,27.8,29.5,52.1,74.4,27.0,30.0,28.0,32.0,23.0
2019-02-05 00:50:24,26.7,26.9,29.1,36.0,45.6,28.0,28.0,33.7,37.5,43.0,27.3,27.8,29.5,52.1,74.4,27.0,30.0,28.0,32.0,23.0
