,252_APAR_314.14,256_APAR_315.15,260_APAR_316.16,264_APAR_317.17,268_APAR_318.18,272_APAR_319.19,276_APAR_320.20,280_APAR_321.21,284_APAR_322.22,288_APAR_323.23,292_APAR_324.24,296_APAR_325.25,300_APAR_326.26,666_FIF_304.4,668_FIF_305.5,670_FIF_306.6,672_FIF_310.10,674_FIF_311.11,676_FIF_312.12,678_FIF_313.13
,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg
Time,,,,,,,,,,,,,,,,,,,,
2019-02-04 23:45:36,26.0,26.5,26.9,42.0,82.0,36.2,38.0,40.2,49.0,27.6,28.2,32.9,39.6,29.0,25.096774,25.064516,,,40.935484,23.935484
2019-02-04 23:52:48,26.0,26.5,26.9,41.9,82.0,36.2,38.0,40.2,49.0,27.6,28.2,32.9,39.6,29.0,25.1,25.066667,,,40.966667,23.833333
2019-02-05 00:00:00,26.0,26.5,26.9,41.9,82.0,36.2,38.0,40.2,49.0,27.6,28.2,32.9,39.6,29.0,25.1,25.066667,,,40.966667,23.833333
2019-02-05 00:07:12,25.9,26.4,26.9,41.9,82.0,36.2,38.0,40.2,49.0,27.6,28.2,32.9,39.6,29.0,25.1,25.033333,,,41.233333,23.933333
2019-02-05 00:14:24,25.9,26.4,26.9,41.9,82.0,36.2,38.0,40.2,49.0,27.6,28.2,32.9,39.6,29.0,25.1,25.033333,,,41.233333,23.933333
2019-02-05 00:21:36,25.9,26.4,26.9,41.9,82.0,36.2,38.0,40.2,49.0,27.5,28.2,32.9,39.6,29.0,25.066667,25.0,,,41.266667,23.833333
2019-02-05 00:28:48,25.9,26.4,26.9,41.9,82.0,36.2,38.0,40.2,49.0,27.5,28.2,32.9,39.6,29.0,25.066667,25.0,,,41.266667,23.833333
2019-02-05 00:36:00,25.9,26.4,26.9,41.9,82.0,36.2,38.0,40.2,49.0,27.5,28.1,32.9,39.6,29.0,25.0,25.0,,,41.066667,23.966667
2019-02-05 00:43:12,25.9,26.4,26.9,41.9,82.0,36.2,38.0,40.2,49.0,27.5,28.1,32.9,39.6,29.0,25.0,25.0,,,41.066667,23.966667
2019-02-05 00:50:24,25.9,26.4,26.9,41.9,82.0,36.2,38.0,40.2,49.0,27.5,28.1,32.9,39.6,29.0,25.033333,25.0,,,41.4,23.966667
2019-02-05 00:57:36,25.9,26.4,26.9,41.9,82.0,36.2,38.0,40.2,49.0,27.5,28.1,32.9,39.6,29.0,25.033333,25.0,,,41.4,23.966667
