,1_APAR_30.1,13_APAR_33.4,17_APAR_34.5,5_APAR_31.2,649_FIF_11.11,9_APAR_32.3
,avg,avg,avg,avg,avg,avg
Time,,,,,,
2019-02-04 23:45:36,39.3,62.4,83.5,40.5,34.0,41.6
2019-02-04 23:52:48,39.3,62.3,83.5,40.5,34.0,41.5
2019-02-05 00:00:00,39.3,62.3,83.5,40.5,34.0,41.5
2019-02-05 00:07:12,39.3,62.3,83.4,40.5,34.0,41.5
2019-02-05 00:14:24,39.3,62.3,83.4,40.5,34.0,41.5
2019-02-05 00:21:36,39.2,62.3,83.4,40.4,34.0,41.5
2019-02-05 00:28:48,39.2,62.3,83.4,40.4,34.0,41.5
2019-02-05 00:36:00,39.1,62.3,83.4,40.4,34.0,41.5
2019-02-05 00:43:12,39.1,62.3,83.4,40.4,34.0,41.5
2019-02-05 00:50:24,39.2,62.3,83.4,40.4,34.0,41.4
2019-02-05 00:57:36,39.2,62.3,83.4,40.4,34.0,41.4
2019-02-05 01:04:48,39.2,62.3,83.3,40.4,34.0,41.4
2019-02-05 01:12:00,39.2,62.3,83.3,40.4,34.0,41.4
2019-02-05 01:19:12,39.2,62.3,83.3,40.4,34.0,41.4
2019-02-05 01:26:24,39.2,62.3,83.3,40.4,34.0,41.4
2019-02-05 01:33:36,39.2,62.2,83.2,40.4,34.0,41.4
2019-02-05 01:40:48,39.2,62.2,83.2,40.4,34.0,41.4
2019-02-05 01:48:00,39.2,62.2,83.2,40.4,34.0,41.4
2019-02-05 01:55:12,39.2,62.2,83.2,40.4,34.0,41.4
2019-02-05 02:02:24,39.1,62.2,83.2,40.3,33.965517,41.3
2019-02-05 02:09:36,39.1,62.2,83.2,40.3,33.965517,41.3
2019-02-05 02:16:48,39.1,62.2,83.2,40.3,34.0,41.3
2019-02-05 02:24:00,39.1,62.2,83.2,40.3,34.0,41.3
2019-02-05 02:31:12,39.1,62.2,83.2,40.3,34.0,41.3
2019-02-05 02:38:24,39.1,62.2,83.2,40.3,34.0,41.3
2019-02-05 02:45:36,39.1,62.2,83.1,40.3,34.0,41.3
2019-02-05 02:52:48,39.1,62.2,83.1,40.3,34.0,41.3
2019-02-05 03:00:00,39.1,62.2,83.1,40.3,34.0,41.3
2019-02-05 03:07:12,39.1,62.2,83.1,40.3,34.0,41.3
2019-02-05 03:14:24,39.1,62.2,83.1,40.3,34.0,41.3
2019-02-05 03:21:36,39.1,62.1,83.1,40.3,34.0,41.2
2019-02-05 03:28:48,39.1,62.1,83.1,40.3,34.0,41.2
2019-02-05 03:36:00,39.0,62.1,83.1,40.2,34.0,41.2
2019-02-05 03:43:12,39.0,62.1,83.1,40.2,34.0,41.2
2019-02-05 03:50:24,39.0,62.1,83.1,40.2,34.0,41.2
2019-02-05 03:57:36,39.0,62.1,83.1,40.2,34.0,41.2
2019-02-05 04:04:48,39.0,62.1,83.0,40.2,34.0,41.2
2019-02-05 04:12:00,39.0,62.1,83.0,40.2,34.0,41.2
2019-02-05 04:19:12,39.1,62.1,83.0,40.3,34.0,41.2
2019-02-05 04:26:24,39.1,62.1,83.0,40.3,34.0,41.2
2019-02-05 04:33:36,39.0,62.1,83.0,40.2,34.0,41.2
2019-02-05 04:40:48,39.0,62.1,83.0,40.2,34.0,41.2
2019-02-05 04:48:00,39.0,62.1,83.0,40.2,34.0,41.1
2019-02-05 04:55:12,39.0,62.1,83.0,40.2,34.0,41.1
2019-02-05 05:02:24,39.0,62.1,82.9,40.2,33.533333,41.1
2019-02-05 05:09:36,39.0,62.1,82.9,40.2,33.533333,41.1
2019-02-05 05:16:48,38.9,62.0,82.9,40.1,33.066667,41.1
2019-02-05 05:24:00,38.9,62.0,82.9,40.1,33.066667,41.1
