,4246_Mbus Apators,4257_Mbus Apators,4268_Mbus Apators,4279_Mbus Apators,4290_Mbus Apators,4301_Mbus Apators,4312_Mbus Apators,4323_Mbus Apators
,avg,avg,avg,avg,avg,avg,avg,avg
Time,,,,,,,,
2019-02-04 23:45:36,,,,,,,,
2019-02-04 23:52:48,2.8,1.51,0.98,1.38,0.0,7.8,0.0,0.0
2019-02-05 00:00:00,3.45,1.04,0.8,1.08,0.0,6.24,0.0,0.0
2019-02-05 00:07:12,0.64,0.62,0.47,0.32,0.0,0.0,0.0,0.0
2019-02-05 00:14:24,0.64,0.62,0.47,0.32,0.0,0.0,0.0,0.0
2019-02-05 00:21:36,3.0,1.52,0.8,0.9,0.0,1.32,0.0,0.0
2019-02-05 00:28:48,3.0,1.52,0.8,0.9,0.0,1.32,0.0,0.0
2019-02-05 00:36:00,2.23,1.61,0.81,0.89,0.0,7.95,0.0,0.0
2019-02-05 00:43:12,2.23,1.61,0.81,0.89,0.0,7.95,0.0,0.0
2019-02-05 00:50:24,3.59,1.72,0.91,0.88,0.0,8.28,0.0,0.0
2019-02-05 00:57:36,3.59,1.72,0.91,0.88,0.0,8.28,0.0,0.0
2019-02-05 01:04:48,2.77,1.9,1.02,1.45,0.0,8.11,0.0,0.0
2019-02-05 01:12:00,2.77,1.9,1.02,1.45,0.0,8.11,0.0,0.0
2019-02-05 01:19:12,3.96,1.77,1.13,0.13,0.0,8.2,0.0,0.0
2019-02-05 01:26:24,3.96,1.77,1.13,0.13,0.0,8.2,0.0,0.0
2019-02-05 01:33:36,0.0,0.02,0.12,1.88,0.0,7.92,0.0,0.0
2019-02-05 01:40:48,0.0,0.02,0.12,1.88,0.0,7.92,0.0,0.0
2019-02-05 01:48:00,0.0,0.35,0.42,1.2,0.0,0.28,0.0,0.0
2019-02-05 01:55:12,0.0,0.35,0.42,1.2,0.0,0.28,0.0,0.0
2019-02-05 02:02:24,0.0,1.7,1.0,1.1,0.0,8.2,0.0,0.0
2019-02-05 02:09:36,0.0,1.7,1.0,1.1,0.0,8.2,0.0,0.0
2019-02-05 02:16:48,3.0,1.5,0.9,0.8,0.0,7.8,0.0,0.0
2019-02-05 02:24:00,3.0,1.5,0.9,0.8,0.0,7.8,0.0,0.0
2019-02-05 02:31:12,1.2,1.6,1.3,0.6,0.0,7.7,0.0,0.0
2019-02-05 02:38:24,1.2,1.6,1.3,0.6,0.0,7.7,0.0,0.0
2019-02-05 02:45:36,2.84,1.21,0.72,1.28,0.0,8.28,0.0,0.0
2019-02-05 02:52:48,2.84,1.21,0.72,1.28,0.0,8.28,0.0,0.0
2019-02-05 03:00:00,2.84,1.21,0.72,1.28,0.0,8.28,0.0,0.0
2019-02-05 03:07:12,2.9,1.2,0.7,0.33,0.0,0.28,0.0,0.0
2019-02-05 03:14:24,2.9,1.2,0.7,0.33,0.0,0.28,0.0,0.0
2019-02-05 03:21:36,0.19,0.17,0.23,0.21,0.0,0.0,0.0,0.0
2019-02-05 03:28:48,0.19,0.17,0.23,0.21,0.0,0.0,0.0,0.0
2019-02-05 03:36:00,0.0,1.45,0.83,0.83,0.0,7.11,0.0,0.0
2019-02-05 03:43:12,0.0,1.45,0.83,0.83,0.0,7.11,0.0,0.0
2019-02-05 03:50:24,2.34,1.33,0.72,0.9,0.0,7.99,0.0,0.0
2019-02-05 03:57:36,2.34,1.33,0.72,0.9,0.0,7.99,0.0,0.0
2019-02-05 04:04:48,0.36,1.73,0.96,0.99,0.0,8.0,0.0,0.0
2019-02-05 04:12:00,0.36,1.73,0.96,0.99,0.0,8.0,0.0,0.0
2019-02-05 04:19:12,0.0,0.63,0.58,0.33,0.0,1.33,0.0,0.0
2019-02-05 04:26:24,0.0,0.63,0.58,0.33,0.0,1.33,0.0,0.0
2019-02-05 04:33:36,0.0,0.15,0.33,0.2,0.0,4.58,0.0,0.0
2019-02-05 04:40:48,0.0,0.15,0.33,0.2,0.0,4.58,0.0,0.0
2019-02-05 04:48:00,1.74,1.18,0.8,0.53,0.0,7.49,0.0,0.0
2019-02-05 04:55:12,1.74,1.18,0.8,0.53,0.0,7.49,0.0,0.0
2019-02-05 05:02:24,1.79,1.55,1.13,0.52,0.0,7.9,0.0,0.0
2019-02-05 05:09:36,1.79,1.55,1.13,0.52,0.0,7.9,0.0,0.0
2019-02-05 05:16:48,2.08,1.37,0.89,1.19,0.0,8.21,0.0,0.0
2019-02-05 05:24:00,2.08,1.37,0.89,1.19,0.0,8.21,0.0,0.0
2019-02-05 05:31:12,2.05,1.76,0.94,1.62,0.0,8.16,0.0,0.0
2019-02-05 05:38:24,2.05,1.76,0.94,1.62,0.0,8.16,0.0,0.0
2019-02-05 05:45:36,1.78,1.61,0.93,1.41,0.0,8.17,0.0,0.0
2019-02-05 05:52:48,1.78,1.61,0.93,1.41,0.0,8.17,0.0,0.0
2019-02-05 06:00:00,1.78,1.61,0.93,1.41,0.0,8.17,0.0,0.0
2019-02-05 06:07:12,2.73,1.43,1.31,1.3,0.0,2.68,0.0,0.0
2019-02-05 06:14:24,2.73,1.43,1.31,1.3,0.0,2.68,0.0,0.0
2019-02-05 06:21:36,1.07,0.6,0.7,0.63,0.0,0.07,0.0,0.0
2019-02-05 06:28:48,1.07,0.6,0.7,0.63,0.0,0.07,0.0,0.0
2019-02-05 06:36:00,1.2,0.93,0.63,0.1,0.0,5.13,0.0,0.0
2019-02-05 06:43:12,1.2,0.93,0.63,0.1,0.0,5.13,0.0,0.0
2019-02-05 06:50:24,2.0,1.63,1.0,0.0,0.0,8.09,0.0,0.0
