x,648,APAR_30.1,APAR_31.2,APAR_32.3,APAR_33.4,APAR_34.5
2019-01-08--07:15:24,NaN,12.2,11.5,9.5,0.9,6548.8
2019-01-08--07:19:00,NaN,12.2,11.5,9.5,0.9,6548.8
2019-01-08--07:22:36,NaN,12.2,11.5,9.5,0.9,6548.8
2019-01-08--07:26:12,NaN,12.2,11.5,9.5,0.9,6548.8
2019-01-08--07:29:48,NaN,12.2,11.5,9.5,0.9,6548.8
2019-01-08--07:33:24,NaN,12.1,11.4,9.5,0.9,6548.8
2019-01-08--07:37:00,NaN,12.1,11.4,9.5,0.9,6548.8
2019-01-08--07:40:36,NaN,12.1,11.4,9.5,0.9,6548.8
2019-01-08--07:44:12,NaN,12.1,11.4,9.5,0.9,6548.8
2019-01-08--07:47:48,NaN,12.0,11.4,9.4,0.9,6548.8
2019-01-08--07:51:24,NaN,12.0,11.4,9.4,0.9,6548.8
2019-01-08--07:55:00,NaN,12.0,11.4,9.4,0.9,6548.8
2019-01-08--07:58:36,NaN,12.0,11.4,9.4,0.9,6548.8
2019-01-08--08:02:12,NaN,12.0,11.4,9.4,0.9,6548.8
2019-01-08--08:05:48,NaN,12.0,11.4,9.4,0.9,6548.8
2019-01-08--08:09:24,NaN,12.0,11.4,9.4,0.9,6548.8
2019-01-08--08:13:00,NaN,12.0,11.4,9.4,0.9,6548.8
2019-01-08--08:16:36,NaN,11.9,11.3,9.4,0.9,6548.8
2019-01-08--08:20:12,NaN,11.9,11.3,9.4,0.9,6548.8
2019-01-08--08:23:48,NaN,11.9,11.3,9.4,0.9,6548.8
2019-01-08--08:27:24,NaN,11.9,11.3,9.4,0.9,6548.8
2019-01-08--08:31:00,NaN,11.9,11.3,9.4,0.9,6548.9
2019-01-08--08:34:36,NaN,11.9,11.3,9.4,0.9,6548.9
2019-01-08--08:38:12,NaN,11.9,11.3,9.4,0.9,6548.9
2019-01-08--08:41:48,NaN,11.9,11.3,9.4,0.9,6548.9
2019-01-08--08:45:24,NaN,11.8,11.2,9.3,0.9,6549.0
2019-01-08--08:49:00,NaN,11.8,11.2,9.3,0.9,6549.0
2019-01-08--08:52:36,NaN,11.8,11.2,9.3,0.9,6549.0
2019-01-08--08:56:12,NaN,11.8,11.2,9.3,0.9,6549.0
2019-01-08--08:59:48,NaN,11.8,11.2,9.3,0.9,6549.0
2019-01-08--09:03:24,NaN,11.8,11.2,9.3,0.9,6549.1
2019-01-08--09:07:00,NaN,11.8,11.2,9.3,0.9,6549.1
2019-01-08--09:10:36,NaN,11.8,11.2,9.3,0.9,6549.1
2019-01-08--09:14:12,NaN,11.8,11.2,9.3,0.9,6549.1
2019-01-08--09:17:48,NaN,11.8,11.2,9.3,0.9,6549.1
2019-01-08--09:21:24,NaN,11.8,11.2,9.3,0.9,6549.1
2019-01-08--09:25:00,NaN,11.8,11.2,9.3,0.9,6549.1
2019-01-08--09:28:36,NaN,11.8,11.2,9.3,0.9,6549.1
2019-01-08--09:32:12,NaN,11.7,11.1,9.3,0.9,6549.2
2019-01-08--09:35:48,NaN,11.7,11.1,9.3,0.9,6549.2
2019-01-08--09:39:24,NaN,11.7,11.1,9.3,0.9,6549.2
2019-01-08--09:43:00,NaN,11.7,11.1,9.3,0.9,6549.2
2019-01-08--09:46:36,NaN,11.7,11.1,9.3,0.9,6549.3
2019-01-08--09:50:12,NaN,11.7,11.1,9.3,0.9,6549.3
2019-01-08--09:53:48,NaN,11.7,11.1,9.3,0.9,6549.3
2019-01-08--09:57:24,NaN,11.7,11.1,9.3,0.9,6549.3
2019-01-08--10:01:00,NaN,11.7,11.1,9.3,0.9,6549.4
2019-01-08--10:04:36,NaN,11.7,11.1,9.3,0.9,6549.4
2019-01-08--10:08:12,NaN,11.7,11.1,9.3,0.9,6549.4
2019-01-08--10:11:48,NaN,11.7,11.1,9.3,0.9,6549.4
2019-01-08--10:15:24,NaN,11.7,11.1,9.3,0.9,6549.4
2019-01-08--10:19:00,NaN,11.8,11.1,9.3,0.9,6549.5
2019-01-08--10:22:36,NaN,11.8,11.1,9.3,0.9,6549.5
2019-01-08--10:26:12,NaN,11.8,11.1,9.3,0.9,6549.5
2019-01-08--10:29:48,NaN,11.8,11.1,9.3,0.9,6549.5
2019-01-08--10:33:24,NaN,11.9,11.2,9.3,0.9,6549.6
2019-01-08--10:37:00,NaN,11.9,11.2,9.3,0.9,6549.6
2019-01-08--10:40:36,NaN,11.9,11.2,9.3,0.9,6549.6
2019-01-08--10:44:12,NaN,11.9,11.2,9.3,0.9,6549.6
2019-01-08--10:47:48,NaN,11.9,11.2,9.3,0.9,6549.7
2019-01-08--10:51:24,NaN,11.9,11.2,9.3,0.9,6549.7
2019-01-08--10:55:00,NaN,11.9,11.2,9.3,0.9,6549.7
2019-01-08--10:58:36,NaN,11.9,11.2,9.3,0.9,6549.7
2019-01-08--11:02:12,NaN,11.9,11.2,9.3,0.9,6549.8
2019-01-08--11:05:48,NaN,11.9,11.2,9.3,0.9,6549.8
2019-01-08--11:09:24,NaN,11.9,11.2,9.3,0.9,6549.8
2019-01-08--11:13:00,NaN,11.9,11.2,9.3,0.9,6549.8
2019-01-08--11:16:36,NaN,11.9,11.2,9.3,0.9,6549.9
2019-01-08--11:20:12,NaN,11.9,11.2,9.3,0.9,6549.9
2019-01-08--11:23:48,NaN,11.9,11.2,9.3,0.9,6549.9
2019-01-08--11:27:24,NaN,11.9,11.2,9.3,0.9,6549.9
2019-01-08--11:31:00,NaN,11.8,11.1,9.2,1.0,6550.1
2019-01-08--11:34:36,NaN,11.8,11.1,9.2,1.0,6550.1
2019-01-08--11:38:12,NaN,11.8,11.1,9.2,1.0,6550.1
2019-01-08--11:41:48,NaN,11.8,11.1,9.2,1.0,6550.1
2019-01-08--11:45:24,NaN,11.8,11.1,9.2,1.0,6550.1
2019-01-08--11:49:00,NaN,11.8,11.1,9.2,1.0,6550.1
2019-01-08--11:52:36,NaN,11.8,11.1,9.2,1.0,6550.1
2019-01-08--11:56:12,NaN,11.8,11.1,9.2,1.0,6550.1
2019-01-08--11:59:48,NaN,11.8,11.1,9.2,1.0,6550.1
2019-01-08--12:03:24,NaN,11.9,11.1,9.2,1.0,6550.2
2019-01-08--12:07:00,NaN,11.9,11.1,9.2,1.0,6550.2
2019-01-08--12:10:36,NaN,11.9,11.1,9.2,1.0,6550.2
2019-01-08--12:14:12,NaN,11.9,11.1,9.2,1.0,6550.2
2019-01-08--12:17:48,NaN,11.9,11.2,9.2,1.0,6550.3
2019-01-08--12:21:24,NaN,11.9,11.2,9.2,1.0,6550.3
2019-01-08--12:25:00,NaN,11.9,11.2,9.2,1.0,6550.3
2019-01-08--12:28:36,NaN,11.9,11.2,9.2,1.0,6550.3
2019-01-08--12:32:12,NaN,12.1,11.3,9.2,1.1,6550.3
2019-01-08--12:35:48,NaN,12.1,11.3,9.2,1.1,6550.3
2019-01-08--12:39:24,NaN,12.1,11.3,9.2,1.1,6550.3
2019-01-08--12:43:00,NaN,12.1,11.3,9.2,1.1,6550.3
2019-01-08--12:46:36,NaN,12.2,11.4,9.3,1.1,6550.4
2019-01-08--12:50:12,NaN,12.2,11.4,9.3,1.1,6550.4
2019-01-08--12:53:48,NaN,12.2,11.4,9.3,1.1,6550.4
2019-01-08--12:57:24,NaN,12.2,11.4,9.3,1.1,6550.4
2019-01-08--13:01:00,NaN,12.3,11.4,9.3,1.1,6550.4
2019-01-08--13:04:36,NaN,12.3,11.4,9.3,1.1,6550.4
2019-01-08--13:08:12,NaN,12.3,11.4,9.3,1.1,6550.4
2019-01-08--13:11:48,NaN,12.3,11.4,9.3,1.1,6550.4
2019-01-08--13:15:24,NaN,12.3,11.4,9.3,1.2,6550.4
2019-01-08--13:19:00,NaN,12.3,11.4,9.3,1.2,6550.4
2019-01-08--13:22:36,NaN,12.3,11.4,9.3,1.2,6550.4
2019-01-08--13:26:12,NaN,12.3,11.4,9.3,1.2,6550.4
2019-01-08--13:29:48,NaN,12.3,11.4,9.3,1.2,6550.4
2019-01-08--13:33:24,NaN,12.2,11.4,9.4,1.2,6550.4
2019-01-08--13:37:00,NaN,12.2,11.4,9.4,1.2,6550.4
2019-01-08--13:40:36,NaN,12.2,11.4,9.4,1.2,6550.4
2019-01-08--13:44:12,NaN,12.2,11.4,9.4,1.2,6550.4
2019-01-08--13:47:48,NaN,12.2,11.4,9.4,1.2,6550.5
2019-01-08--13:51:24,NaN,12.2,11.4,9.4,1.2,6550.5
2019-01-08--13:55:00,NaN,12.2,11.4,9.4,1.2,6550.5
2019-01-08--13:58:36,NaN,12.2,11.4,9.4,1.2,6550.5
2019-01-08--14:02:12,NaN,12.1,11.4,9.4,1.3,6550.5
2019-01-08--14:05:48,NaN,12.1,11.4,9.4,1.3,6550.5
2019-01-08--14:09:24,NaN,12.1,11.4,9.4,1.3,6550.5
2019-01-08--14:13:00,NaN,12.1,11.4,9.4,1.3,6550.5
2019-01-08--14:16:36,NaN,12.0,11.3,9.4,1.3,6550.5
2019-01-08--14:20:12,NaN,12.0,11.3,9.4,1.3,6550.5
2019-01-08--14:23:48,NaN,12.0,11.3,9.4,1.3,6550.5
2019-01-08--14:27:24,NaN,12.0,11.3,9.4,1.3,6550.5
2019-01-08--14:31:00,NaN,12.0,11.3,9.4,1.3,6550.5
2019-01-08--14:34:36,NaN,12.0,11.3,9.4,1.3,6550.5
2019-01-08--14:38:12,NaN,12.0,11.3,9.4,1.3,6550.5
2019-01-08--14:41:48,NaN,12.0,11.3,9.4,1.3,6550.5
2019-01-08--14:45:24,NaN,12.0,11.3,9.4,1.3,6550.5
2019-01-08--14:49:00,NaN,12.1,11.3,9.4,1.4,6550.6
2019-01-08--14:52:36,NaN,12.1,11.3,9.4,1.4,6550.6
2019-01-08--14:56:12,NaN,12.1,11.3,9.4,1.4,6550.6
2019-01-08--14:59:48,NaN,12.1,11.3,9.4,1.4,6550.6
2019-01-08--15:03:24,NaN,12.1,11.4,9.4,1.4,6550.6
2019-01-08--15:07:00,NaN,12.1,11.4,9.4,1.4,6550.6
2019-01-08--15:10:36,NaN,12.1,11.4,9.4,1.4,6550.6
2019-01-08--15:14:12,NaN,12.1,11.4,9.4,1.4,6550.6
2019-01-08--15:17:48,NaN,12.1,11.4,9.5,1.5,6550.7
2019-01-08--15:21:24,NaN,12.1,11.4,9.5,1.5,6550.7
2019-01-08--15:25:00,NaN,12.1,11.4,9.5,1.5,6550.7
2019-01-08--15:28:36,NaN,12.1,11.4,9.5,1.5,6550.7
2019-01-08--15:32:12,NaN,12.1,11.4,9.5,1.5,6550.7
2019-01-08--15:35:48,NaN,12.1,11.4,9.5,1.5,6550.7
2019-01-08--15:39:24,NaN,12.1,11.4,9.5,1.5,6550.7
2019-01-08--15:43:00,NaN,12.1,11.4,9.5,1.5,6550.7
2019-01-08--15:46:36,NaN,12.0,11.3,9.5,1.5,6550.7
2019-01-08--15:50:12,NaN,12.0,11.3,9.5,1.5,6550.7
2019-01-08--15:53:48,NaN,12.0,11.3,9.5,1.5,6550.7
2019-01-08--15:57:24,NaN,12.0,11.3,9.5,1.5,6550.7
2019-01-08--16:01:00,NaN,12.0,11.3,9.5,1.5,6550.7
2019-01-08--16:04:36,NaN,12.0,11.3,9.5,1.5,6550.7
2019-01-08--16:08:12,NaN,12.0,11.3,9.5,1.5,6550.7
2019-01-08--16:11:48,NaN,12.0,11.3,9.5,1.5,6550.7
2019-01-08--16:15:24,NaN,12.0,11.3,9.5,1.5,6550.7
2019-01-08--16:19:00,NaN,12.0,11.3,9.5,1.6,6550.8
2019-01-08--16:22:36,NaN,12.0,11.3,9.5,1.6,6550.8
2019-01-08--16:26:12,NaN,12.0,11.3,9.5,1.6,6550.8
2019-01-08--16:29:48,NaN,12.0,11.3,9.5,1.6,6550.8
2019-01-08--16:33:24,NaN,12.0,11.3,9.5,1.6,6550.8
2019-01-08--16:37:00,NaN,12.0,11.3,9.5,1.6,6550.8
2019-01-08--16:40:36,NaN,12.0,11.3,9.5,1.6,6550.8
2019-01-08--16:44:12,NaN,12.0,11.3,9.5,1.6,6550.8
2019-01-08--16:47:48,NaN,12.0,11.3,9.5,1.7,6550.8
2019-01-08--16:51:24,NaN,12.0,11.3,9.5,1.7,6550.8
2019-01-08--16:55:00,NaN,12.0,11.3,9.5,1.7,6550.8
2019-01-08--16:58:36,NaN,12.0,11.3,9.5,1.7,6550.8
2019-01-08--17:02:12,NaN,12.0,11.3,9.5,1.7,6550.8
2019-01-08--17:05:48,NaN,12.0,11.3,9.5,1.7,6550.8
2019-01-08--17:09:24,NaN,12.0,11.3,9.5,1.7,6550.8
2019-01-08--17:13:00,NaN,12.0,11.3,9.5,1.7,6550.8
2019-01-08--17:16:36,NaN,12.0,11.3,9.5,1.7,6550.9
2019-01-08--17:20:12,NaN,12.0,11.3,9.5,1.7,6550.9
2019-01-08--17:23:48,NaN,12.0,11.3,9.5,1.7,6550.9
2019-01-08--17:27:24,NaN,12.0,11.3,9.5,1.7,6550.9
2019-01-08--17:31:00,NaN,12.0,11.3,9.6,1.7,6550.9
2019-01-08--17:34:36,NaN,12.0,11.3,9.6,1.7,6550.9
2019-01-08--17:38:12,NaN,12.0,11.3,9.6,1.7,6550.9
2019-01-08--17:41:48,NaN,12.0,11.3,9.6,1.7,6550.9
2019-01-08--17:45:24,NaN,12.0,11.3,9.6,1.8,6550.9
2019-01-08--17:49:00,NaN,12.0,11.3,9.6,1.8,6550.9
2019-01-08--17:52:36,NaN,12.0,11.3,9.6,1.8,6550.9
2019-01-08--17:56:12,NaN,12.0,11.3,9.6,1.8,6550.9
2019-01-08--17:59:48,NaN,12.0,11.3,9.6,1.8,6550.9
2019-01-08--18:03:24,NaN,12.0,11.3,9.6,1.8,6551.0
2019-01-08--18:07:00,NaN,12.0,11.3,9.6,1.8,6551.0
2019-01-08--18:10:36,NaN,12.0,11.3,9.6,1.8,6551.0
2019-01-08--18:14:12,NaN,12.0,11.3,9.6,1.8,6551.0
2019-01-08--18:17:48,NaN,12.0,11.3,9.6,1.8,6551.0
2019-01-08--18:21:24,NaN,12.0,11.3,9.6,1.8,6551.0
2019-01-08--18:25:00,NaN,12.0,11.3,9.6,1.8,6551.0
2019-01-08--18:28:36,NaN,12.0,11.3,9.6,1.8,6551.0
2019-01-08--18:32:12,NaN,12.0,11.3,9.6,1.9,6551.0
2019-01-08--18:35:48,NaN,12.0,11.3,9.6,1.9,6551.0
2019-01-08--18:39:24,NaN,12.0,11.3,9.6,1.9,6551.0
2019-01-08--18:43:00,NaN,12.0,11.3,9.6,1.9,6551.0
2019-01-08--18:46:36,NaN,12.0,11.3,9.6,1.9,6551.0
2019-01-08--18:50:12,NaN,12.0,11.3,9.6,1.9,6551.0
2019-01-08--18:53:48,NaN,12.0,11.3,9.6,1.9,6551.0
2019-01-08--18:57:24,NaN,12.0,11.3,9.6,1.9,6551.0
2019-01-08--19:01:00,NaN,12.0,11.3,9.6,1.9,6551.1
2019-01-08--19:04:36,NaN,12.0,11.3,9.6,1.9,6551.1
2019-01-08--19:08:12,NaN,12.0,11.3,9.6,1.9,6551.1
2019-01-08--19:11:48,NaN,12.0,11.3,9.6,1.9,6551.1
2019-01-08--19:15:24,NaN,12.0,11.4,9.6,1.9,6551.1
2019-01-08--19:19:00,NaN,12.0,11.4,9.6,1.9,6551.1
2019-01-08--19:22:36,NaN,12.0,11.4,9.6,1.9,6551.1
2019-01-08--19:26:12,NaN,12.0,11.4,9.6,1.9,6551.1
2019-01-08--19:29:48,NaN,12.0,11.4,9.6,1.9,6551.1
2019-01-08--19:33:24,NaN,12.0,11.4,9.6,2.0,6551.1
2019-01-08--19:37:00,NaN,12.0,11.4,9.6,2.0,6551.1
2019-01-08--19:40:36,NaN,12.0,11.4,9.6,2.0,6551.1
2019-01-08--19:44:12,NaN,12.0,11.4,9.6,2.0,6551.1
2019-01-08--19:47:48,NaN,12.0,11.4,9.6,2.0,6551.1
2019-01-08--19:51:24,NaN,12.0,11.4,9.6,2.0,6551.1
2019-01-08--19:55:00,NaN,12.0,11.4,9.6,2.0,6551.1
2019-01-08--19:58:36,NaN,12.0,11.4,9.6,2.0,6551.1
2019-01-08--20:02:12,NaN,12.0,11.4,9.6,2.0,6551.2
2019-01-08--20:05:48,NaN,12.0,11.4,9.6,2.0,6551.2
2019-01-08--20:09:24,NaN,12.0,11.4,9.6,2.0,6551.2
2019-01-08--20:13:00,NaN,12.0,11.4,9.6,2.0,6551.2
2019-01-08--20:16:36,NaN,12.0,11.4,9.6,2.0,6551.2
2019-01-08--20:20:12,NaN,12.0,11.4,9.6,2.0,6551.2
2019-01-08--20:23:48,NaN,12.0,11.4,9.6,2.0,6551.2
2019-01-08--20:27:24,NaN,12.0,11.4,9.6,2.0,6551.2
2019-01-08--20:31:00,NaN,12.0,11.4,9.7,2.0,6551.2
2019-01-08--20:34:36,NaN,12.0,11.4,9.7,2.0,6551.2
2019-01-08--20:38:12,NaN,12.0,11.4,9.7,2.0,6551.2
2019-01-08--20:41:48,NaN,12.0,11.4,9.7,2.0,6551.2
2019-01-08--20:45:24,NaN,12.0,11.4,9.7,2.1,6551.2
2019-01-08--20:49:00,NaN,12.0,11.4,9.7,2.1,6551.2
2019-01-08--20:52:36,NaN,12.0,11.4,9.7,2.1,6551.2
2019-01-08--20:56:12,NaN,12.0,11.4,9.7,2.1,6551.2
2019-01-08--20:59:48,NaN,12.0,11.4,9.7,2.1,6551.2
2019-01-08--21:03:24,NaN,12.1,11.4,9.7,2.1,6551.3
2019-01-08--21:07:00,NaN,12.1,11.4,9.7,2.1,6551.3
2019-01-08--21:10:36,NaN,12.1,11.4,9.7,2.1,6551.3
2019-01-08--21:14:12,NaN,12.1,11.4,9.7,2.1,6551.3
2019-01-08--21:17:48,NaN,12.0,11.4,9.7,2.1,6551.3
2019-01-08--21:21:24,NaN,12.0,11.4,9.7,2.1,6551.3
2019-01-08--21:25:00,NaN,12.0,11.4,9.7,2.1,6551.3
2019-01-08--21:28:36,NaN,12.0,11.4,9.7,2.1,6551.3
2019-01-08--21:32:12,NaN,12.1,11.4,9.7,2.1,6551.3
2019-01-08--21:35:48,NaN,12.1,11.4,9.7,2.1,6551.3
2019-01-08--21:39:24,NaN,12.1,11.4,9.7,2.1,6551.3
2019-01-08--21:43:00,NaN,12.1,11.4,9.7,2.1,6551.3
2019-01-08--21:46:36,NaN,12.1,11.4,9.7,2.2,6551.4
2019-01-08--21:50:12,NaN,12.1,11.4,9.7,2.2,6551.4
2019-01-08--21:53:48,NaN,12.1,11.4,9.7,2.2,6551.4
2019-01-08--21:57:24,NaN,12.1,11.4,9.7,2.2,6551.4
2019-01-08--22:01:00,NaN,12.1,11.4,9.7,2.2,6551.4
2019-01-08--22:04:36,NaN,12.1,11.4,9.7,2.2,6551.4
2019-01-08--22:08:12,NaN,12.1,11.4,9.7,2.2,6551.4
2019-01-08--22:11:48,NaN,12.1,11.4,9.7,2.2,6551.4
2019-01-08--22:15:24,NaN,12.0,11.4,9.7,2.2,6551.4
2019-01-08--22:19:00,NaN,12.0,11.4,9.7,2.2,6551.4
2019-01-08--22:22:36,NaN,12.0,11.4,9.7,2.2,6551.4
2019-01-08--22:26:12,NaN,12.0,11.4,9.7,2.2,6551.4
2019-01-08--22:29:48,NaN,12.0,11.4,9.7,2.2,6551.4
2019-01-08--22:33:24,NaN,12.1,11.4,9.8,2.2,6551.4
2019-01-08--22:37:00,NaN,12.1,11.4,9.8,2.2,6551.4
2019-01-08--22:40:36,NaN,12.1,11.4,9.8,2.2,6551.4
2019-01-08--22:44:12,NaN,12.1,11.4,9.8,2.2,6551.4
2019-01-08--22:47:48,NaN,12.1,11.4,9.8,2.3,6551.4
