x,649,APAR_30.1,APAR_31.2,APAR_32.3,APAR_33.4,APAR_34.5
2019-01-08--23:52:36,NaN,35.8,37.3,37.9,61.8,83.7
2019-01-08--23:56:12,NaN,35.8,37.3,37.9,61.8,83.7
2019-01-08--23:59:48,NaN,35.8,37.3,37.9,61.8,83.7
2019-01-09--00:03:24,NaN,35.8,37.3,37.9,61.9,83.7
2019-01-09--00:07:00,NaN,35.8,37.3,37.9,61.9,83.7
2019-01-09--00:10:36,NaN,35.8,37.3,37.9,61.9,83.7
2019-01-09--00:14:12,NaN,35.8,37.3,37.9,61.9,83.7
2019-01-09--00:17:48,NaN,35.8,37.3,37.9,61.9,83.7
2019-01-09--00:21:24,NaN,35.8,37.3,37.9,61.9,83.7
2019-01-09--00:25:00,NaN,35.8,37.3,37.9,61.9,83.7
2019-01-09--00:28:36,NaN,35.8,37.3,37.9,61.9,83.7
2019-01-09--00:32:12,NaN,35.8,37.3,38.0,61.9,83.7
2019-01-09--00:35:48,NaN,35.8,37.3,38.0,61.9,83.7
2019-01-09--00:39:24,NaN,35.8,37.3,38.0,61.9,83.7
2019-01-09--00:43:00,NaN,35.8,37.3,38.0,61.9,83.7
2019-01-09--00:46:36,NaN,35.8,37.4,38.0,61.9,83.7
2019-01-09--00:50:12,NaN,35.8,37.4,38.0,61.9,83.7
2019-01-09--00:53:48,NaN,35.8,37.4,38.0,61.9,83.7
2019-01-09--00:57:24,NaN,35.8,37.4,38.0,61.9,83.7
2019-01-09--01:01:00,NaN,35.8,37.4,38.0,61.9,83.7
2019-01-09--01:04:36,NaN,NaN,NaN,NaN,NaN,NaN
