,101_APAR_127.17,105_APAR_128.18,109_APAR_129.19,113_APAR_130.20,117_APAR_131.21,121_APAR_132.22,125_APAR_133.23,129_APAR_134.24,133_APAR_135.25,22_APAR_111.1,26_APAR_112.2,3821_APAR_19.19,3825_APAR_20.20,45_APAR_113.3,49_APAR_114.4,53_APAR_115.5,57_APAR_116.6,61_APAR_117.7,65_APAR_118.8,651_FIF_104.4,653_FIF_105.5,655_FIF_106.6,69_APAR_119.9,73_APAR_120.10,77_APAR_121.11,81_APAR_122.12,85_APAR_123.13,89_APAR_124.14,93_APAR_125.15,97_APAR_126.16
,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg
Time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-16 23:45:36,21.3,17.3,14.8,,,,,,,24.2,23.6,10.2,,22.3,11.8,3.7,24.8,24.5,23.1,26.5,28.5,24.8,19.0,21.0,20.5,19.6,16.4,28.7,22.5,18.1
2019-01-16 23:52:48,21.3,17.3,14.8,,,,,,,24.2,23.6,10.2,,22.3,11.9,3.7,24.8,24.5,23.2,26.5,28.5,24.7,19.0,21.0,20.5,19.6,16.4,28.7,22.5,18.1
2019-01-17 00:00:00,21.3,17.3,14.8,,,,,,,24.2,23.6,10.2,,22.3,11.9,3.7,24.8,24.5,23.2,26.5,28.5,24.7,19.0,21.0,20.5,19.6,16.4,28.7,22.5,18.1
2019-01-17 00:07:12,21.3,17.3,14.8,,,,,,,24.2,23.6,10.2,,22.3,11.9,3.7,24.8,24.5,23.2,26.5,28.5,24.7,19.0,21.0,20.5,19.6,16.4,28.7,22.5,18.1
2019-01-17 00:14:24,21.3,17.3,14.8,,,,,,,24.2,23.6,10.2,,22.3,11.9,3.7,24.8,24.5,23.2,26.5,28.5,24.7,19.0,21.0,20.5,19.6,16.4,28.7,22.5,18.1
2019-01-17 00:21:36,21.3,17.3,14.8,,,,,,,24.2,23.6,10.2,,22.3,11.9,3.7,24.8,24.5,23.2,26.5,28.5,24.6,19.0,21.0,20.5,19.6,16.4,28.7,22.5,18.1
2019-01-17 00:28:48,21.3,17.3,14.8,,,,,,,24.2,23.6,10.2,,22.3,11.9,3.7,24.8,24.5,23.2,26.5,28.5,24.6,19.0,21.0,20.5,19.6,16.4,28.7,22.5,18.1
2019-01-17 00:36:00,21.3,17.3,14.8,,,,,,,24.2,23.6,10.2,,22.3,12.0,3.8,24.8,24.5,23.2,26.5,28.5,24.6,19.0,21.0,20.5,19.6,16.4,28.7,22.5,18.1
2019-01-17 00:43:12,21.3,17.3,14.8,,,,,,,24.2,23.6,10.2,,22.3,12.0,3.8,24.8,24.5,23.2,26.5,28.5,24.6,19.0,21.0,20.5,19.6,16.4,28.7,22.5,18.1
2019-01-17 00:50:24,21.3,17.3,14.8,,,,,,,24.2,23.7,10.2,,22.3,12.0,3.8,24.8,24.5,23.2,26.5,28.5,24.7,19.0,21.0,20.4,19.6,16.4,28.7,22.5,18.1
2019-01-17 00:57:36,21.3,17.3,14.8,,,,,,,24.2,23.7,10.2,,22.3,12.0,3.8,24.8,24.5,23.2,26.5,28.5,24.7,19.0,21.0,20.4,19.6,16.4,28.7,22.5,18.1
2019-01-17 01:04:48,21.3,17.3,14.8,,,,,,,24.2,23.7,10.2,,22.3,12.0,3.8,24.8,24.5,23.2,26.5,28.5,24.7,19.0,21.0,20.5,19.6,16.4,28.7,22.5,18.1
2019-01-17 01:12:00,21.3,17.3,14.8,,,,,,,24.2,23.7,10.2,,22.3,12.0,3.8,24.8,24.5,23.2,26.5,28.5,24.7,19.0,21.0,20.5,19.6,16.4,28.7,22.5,18.1
2019-01-17 01:19:12,21.3,17.3,14.8,,,,,,,24.2,23.7,10.2,,22.3,12.0,3.8,24.8,24.5,23.2,26.5,28.5,24.8,19.1,21.0,20.5,19.6,16.4,28.7,22.5,18.1
2019-01-17 01:26:24,21.3,17.3,14.8,,,,,,,24.2,23.7,10.2,,22.3,12.0,3.8,24.8,24.5,23.2,26.5,28.5,24.8,19.1,21.0,20.5,19.6,16.4,28.7,22.5,18.1
2019-01-17 01:33:36,21.3,17.3,14.8,,,,,,,24.2,23.7,10.2,,22.3,12.1,3.8,24.8,24.5,23.2,26.5,28.5,24.8,19.1,21.0,20.5,19.6,16.4,28.7,22.5,18.1
2019-01-17 01:40:48,21.3,17.3,14.8,,,,,,,24.2,23.7,10.2,,22.3,12.1,3.8,24.8,24.5,23.2,26.5,28.5,24.8,19.1,21.0,20.5,19.6,16.4,28.7,22.5,18.1
2019-01-17 01:48:00,21.3,17.3,14.8,,,,,,,24.2,23.7,10.2,,22.3,12.1,3.8,24.8,24.5,23.2,26.5,28.5,24.7,19.1,21.0,20.5,19.6,16.4,28.7,22.5,18.1
2019-01-17 01:55:12,21.3,17.3,14.8,,,,,,,24.2,23.7,10.2,,22.3,12.1,3.8,24.8,24.5,23.2,26.5,28.5,24.7,19.1,21.0,20.5,19.6,16.4,28.7,22.5,18.1
2019-01-17 02:02:24,21.3,17.3,14.8,,,,,,,24.2,23.7,10.2,,22.3,12.1,3.8,24.8,24.5,23.2,26.5,28.5,24.7,19.1,21.0,20.5,19.6,16.5,28.7,22.5,18.1
2019-01-17 02:09:36,21.3,17.3,14.8,,,,,,,24.2,23.7,10.2,,22.3,12.1,3.8,24.8,24.5,23.2,26.5,28.5,24.7,19.1,21.0,20.5,19.6,16.5,28.7,22.5,18.1
2019-01-17 02:16:48,21.3,17.3,14.8,,,,,,,24.2,23.7,10.2,,22.3,12.1,3.8,24.8,24.5,23.2,26.5,28.5,24.6,19.1,21.0,20.5,19.6,16.5,28.7,22.5,18.1
2019-01-17 02:24:00,21.3,17.3,14.8,,,,,,,24.2,23.7,10.2,,22.3,12.1,3.8,24.8,24.5,23.2,26.5,28.5,24.6,19.1,21.0,20.5,19.6,16.5,28.7,22.5,18.1
