,10_APAR_32.3,14_APAR_33.4,18_APAR_34.5,2_APAR_30.1,6_APAR_31.2,648_FIF_11.11
,avg,avg,avg,avg,avg,avg
Time,,,,,,
2019-01-16 23:45:36,,,,0.0,0.0,
2019-01-16 23:52:48,,,,0.0,0.0,
2019-01-17 00:00:00,,,,0.0,0.0,
2019-01-17 00:07:12,,,,0.0,0.0,
2019-01-17 00:14:24,,,,0.0,0.0,
2019-01-17 00:21:36,,,,0.0,0.0,
2019-01-17 00:28:48,,,,0.0,0.0,
2019-01-17 00:36:00,,,,0.0,0.0,
2019-01-17 00:43:12,,,,0.0,0.0,
2019-01-17 00:50:24,,,,0.0,0.0,
2019-01-17 00:57:36,,,,0.0,0.0,
2019-01-17 01:04:48,,,,0.0,0.0,
2019-01-17 01:12:00,,,,0.0,0.0,
2019-01-17 01:19:12,,,,0.0,0.0,
2019-01-17 01:26:24,,,,0.0,0.0,
2019-01-17 01:33:36,,,,0.0,0.0,
2019-01-17 01:40:48,,,,0.0,0.0,
2019-01-17 01:48:00,,,,0.0,0.0,
2019-01-17 01:55:12,,,,0.0,0.0,
2019-01-17 02:02:24,,,,0.0,0.0,
2019-01-17 02:09:36,,,,0.0,0.0,
2019-01-17 02:16:48,,,,0.0,0.0,
2019-01-17 02:24:00,,,,0.0,0.0,
2019-01-17 02:31:12,,,,0.0,0.0,
2019-01-17 02:38:24,,,,0.0,0.0,
2019-01-17 02:45:36,,,,0.0,0.0,
2019-01-17 02:52:48,,,,0.0,0.0,
2019-01-17 03:00:00,,,,0.0,0.0,
2019-01-17 03:07:12,,,,0.0,0.0,
2019-01-17 03:14:24,,,,0.0,0.0,
2019-01-17 03:21:36,,,,0.0,0.0,
2019-01-17 03:28:48,,,,0.0,0.0,
2019-01-17 03:36:00,,,,0.0,0.0,
2019-01-17 03:43:12,,,,0.0,0.0,
2019-01-17 03:50:24,,,,0.0,0.0,
2019-01-17 03:57:36,,,,0.0,0.0,
2019-01-17 04:04:48,,,,0.0,0.0,
2019-01-17 04:12:00,,,,0.0,0.0,
2019-01-17 04:19:12,,,,0.0,0.0,
2019-01-17 04:26:24,,,,0.0,0.0,
2019-01-17 04:33:36,,,,0.0,0.0,
2019-01-17 04:40:48,,,,0.0,0.0,
2019-01-17 04:48:00,,,,0.0,0.0,
2019-01-17 04:55:12,,,,0.0,0.0,
2019-01-17 05:02:24,,,,0.0,0.0,
2019-01-17 05:09:36,,,,0.0,0.0,
2019-01-17 05:16:48,,,,0.0,0.0,
2019-01-17 05:24:00,,,,0.0,0.0,
2019-01-17 05:31:12,,,,0.0,0.0,
2019-01-17 05:38:24,,,,0.0,0.0,
2019-01-17 05:45:36,,,,0.0,0.0,
2019-01-17 05:52:48,,,,0.0,0.0,
2019-01-17 06:00:00,,,,0.0,0.0,
2019-01-17 06:07:12,,,,0.0,0.0,
2019-01-17 06:14:24,,,,0.0,0.0,
2019-01-17 06:21:36,,,,0.0,0.0,
2019-01-17 06:28:48,,,,0.0,0.0,
2019-01-17 06:36:00,,,,0.0,0.0,
2019-01-17 06:43:12,,,,0.0,0.0,
2019-01-17 06:50:24,,,,0.0,0.0,
2019-01-17 06:57:36,,,,0.0,0.0,
2019-01-17 07:04:48,,,,0.0,0.0,
2019-01-17 07:12:00,,,,0.0,0.0,
2019-01-17 07:19:12,,,,0.0,0.0,
2019-01-17 07:26:24,,,,0.0,0.0,
2019-01-17 07:33:36,,,,0.0,0.0,
2019-01-17 07:40:48,,,,0.0,0.0,
2019-01-17 07:48:00,,,,0.0,0.0,
2019-01-17 07:55:12,,,,0.0,0.0,
2019-01-17 08:02:24,,,,0.0,0.0,
2019-01-17 08:09:36,,,,0.0,0.0,
