,1_APAR_30.1,13_APAR_33.4,17_APAR_34.5,5_APAR_31.2,649_FIF_11.11,9_APAR_32.3
,avg,avg,avg,avg,avg,avg
Time,,,,,,
2019-02-01 23:45:36,38.6,62.9,84.8,39.8,38.533333,41.3
2019-02-01 23:52:48,38.6,62.9,84.8,39.8,38.586207,41.3
2019-02-02 00:00:00,38.6,62.9,84.8,39.8,38.586207,41.3
2019-02-02 00:07:12,38.6,62.9,84.8,39.9,39.0,41.3
2019-02-02 00:14:24,38.6,62.9,84.8,39.9,39.0,41.3
2019-02-02 00:21:36,38.6,62.9,84.8,39.9,39.0,41.3
2019-02-02 00:28:48,38.6,62.9,84.8,39.9,39.0,41.3
2019-02-02 00:36:00,38.6,62.9,84.8,39.9,39.0,41.3
2019-02-02 00:43:12,38.6,62.9,84.8,39.9,39.0,41.3
2019-02-02 00:50:24,38.6,62.9,84.8,39.9,39.0,41.3
2019-02-02 00:57:36,38.6,62.9,84.8,39.9,39.0,41.3
2019-02-02 01:04:48,38.7,62.9,84.8,39.9,39.0,41.3
2019-02-02 01:12:00,38.7,62.9,84.8,39.9,39.0,41.3
2019-02-02 01:19:12,38.6,62.9,84.8,39.9,39.0,41.3
2019-02-02 01:26:24,38.6,62.9,84.8,39.9,39.0,41.3
2019-02-02 01:33:36,38.6,62.9,84.8,39.9,39.0,41.3
2019-02-02 01:40:48,38.6,62.9,84.8,39.9,39.0,41.3
2019-02-02 01:48:00,38.7,62.9,84.8,39.9,39.0,41.3
2019-02-02 01:55:12,38.7,62.9,84.8,39.9,39.0,41.3
2019-02-02 02:02:24,38.7,62.9,84.8,39.9,39.0,41.3
2019-02-02 02:09:36,38.7,62.9,84.8,39.9,39.0,41.3
2019-02-02 02:16:48,38.7,63.0,84.8,39.9,39.0,41.3
2019-02-02 02:24:00,38.7,63.0,84.8,39.9,39.0,41.3
2019-02-02 02:31:12,38.7,63.0,84.8,39.9,39.433333,41.3
2019-02-02 02:38:24,38.7,63.0,84.8,39.9,39.433333,41.3
2019-02-02 02:45:36,38.7,63.0,84.8,39.9,39.931034,41.3
2019-02-02 02:52:48,38.7,63.0,84.8,39.9,39.931034,41.3
2019-02-02 03:00:00,38.7,63.0,84.8,39.9,39.931034,41.3
2019-02-02 03:07:12,38.6,63.0,84.8,39.9,40.0,41.3
2019-02-02 03:14:24,38.6,63.0,84.8,39.9,40.0,41.3
2019-02-02 03:21:36,38.7,63.0,84.8,39.9,40.0,41.3
2019-02-02 03:28:48,38.7,63.0,84.8,39.9,40.0,41.3
2019-02-02 03:36:00,38.7,63.0,84.8,39.9,40.0,41.3
2019-02-02 03:43:12,38.7,63.0,84.8,39.9,40.0,41.3
2019-02-02 03:50:24,38.8,63.0,84.8,40.0,40.0,41.4
2019-02-02 03:57:36,38.8,63.0,84.8,40.0,40.0,41.4
2019-02-02 04:04:48,38.8,63.0,84.8,40.0,40.0,41.4
2019-02-02 04:12:00,38.8,63.0,84.8,40.0,40.0,41.4
2019-02-02 04:19:12,38.8,63.1,84.8,40.0,40.0,41.4
2019-02-02 04:26:24,38.8,63.1,84.8,40.0,40.0,41.4
2019-02-02 04:33:36,38.8,63.1,84.8,40.0,40.0,41.4
2019-02-02 04:40:48,38.8,63.1,84.8,40.0,40.0,41.4
2019-02-02 04:48:00,38.8,63.1,84.8,40.0,40.0,41.4
2019-02-02 04:55:12,38.8,63.1,84.8,40.0,40.0,41.4
2019-02-02 05:02:24,38.8,63.1,84.9,40.0,40.0,41.4
2019-02-02 05:09:36,38.8,63.1,84.9,40.0,40.0,41.4
2019-02-02 05:16:48,38.7,63.1,84.9,40.0,40.0,41.4
2019-02-02 05:24:00,38.7,63.1,84.9,40.0,40.0,41.4
