,252_APAR_314.14,256_APAR_315.15,260_APAR_316.16,264_APAR_317.17,268_APAR_318.18,272_APAR_319.19,276_APAR_320.20,280_APAR_321.21,284_APAR_322.22,288_APAR_323.23,292_APAR_324.24,296_APAR_325.25,300_APAR_326.26,666_FIF_304.4,668_FIF_305.5,670_FIF_306.6,672_FIF_310.10,674_FIF_311.11,676_FIF_312.12,678_FIF_313.13
,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg
Time,,,,,,,,,,,,,,,,,,,,
2019-02-01 23:45:36,25.3,25.8,26.6,41.6,83.2,35.9,37.8,40.3,49.6,27.3,28.0,32.6,39.5,29.0,26.0,26.0,,,56.533333,24.8
2019-02-01 23:52:48,25.3,25.8,26.6,41.6,83.2,35.9,37.8,40.3,49.6,27.3,28.1,32.6,39.5,29.0,26.0,26.0,,,58.62069,24.758621
2019-02-02 00:00:00,25.3,25.8,26.6,41.6,83.2,35.9,37.8,40.3,49.6,27.3,28.1,32.6,39.5,29.0,26.0,26.0,,,58.62069,24.758621
2019-02-02 00:07:12,25.3,25.8,26.6,41.6,83.2,35.9,37.8,40.3,49.6,27.3,28.0,32.6,39.5,29.0,26.0,26.0,,,58.25,24.75
2019-02-02 00:14:24,25.3,25.8,26.6,41.6,83.2,35.9,37.8,40.3,49.6,27.3,28.0,32.6,39.5,29.0,26.0,26.0,,,58.25,24.75
2019-02-02 00:21:36,25.3,25.8,26.6,41.6,83.2,35.9,37.8,40.3,49.6,27.3,28.0,32.6,39.5,29.0,26.0,26.0,,,56.25,24.928571
2019-02-02 00:28:48,25.3,25.8,26.6,41.6,83.2,35.9,37.8,40.3,49.6,27.3,28.0,32.6,39.5,29.0,26.0,26.0,,,56.25,24.928571
2019-02-02 00:36:00,25.3,25.8,26.6,41.6,83.3,35.9,37.8,40.3,49.6,27.4,28.1,32.6,39.5,29.0,26.0,26.0,,,56.785714,24.928571
2019-02-02 00:43:12,25.3,25.8,26.6,41.6,83.3,35.9,37.8,40.3,49.6,27.4,28.1,32.6,39.5,29.0,26.0,26.0,,,56.785714,24.928571
2019-02-02 00:50:24,25.3,25.8,26.6,41.6,83.3,35.9,37.8,40.3,49.6,27.4,28.1,32.6,39.5,29.0,26.0,26.0,,,58.724138,25.0
2019-02-02 00:57:36,25.3,25.8,26.6,41.6,83.3,35.9,37.8,40.3,49.6,27.4,28.1,32.6,39.5,29.0,26.0,26.0,,,58.724138,25.0
