,136_APAR_213.1,144_APAR_214.2,148_APAR_215.3,152_APAR_216.4,156_APAR_217.5,160_APAR_218.6,164_APAR_219.7,168_APAR_220.8,172_APAR_221.9,176_APAR_222.10,180_APAR_223.11,184_APAR_224.12,188_APAR_225.13,192_APAR_226.14,196_APAR_227.15,200_APAR_228.16,204_APAR_229.17,208_APAR_230.18,212_APAR_231.19,216_APAR_232.20,220_APAR_233.21,224_APAR_234.22,228_APAR_235.23,232_APAR_236.24,236_APAR_237.25,240_APAR_238.26,244_APAR_239.27,248_APAR_240.28,3808_APAR_16.16,3812_APAR_17.17,3816_APAR_18.18,656_FIF_203.3,658_FIF_204.4,660_FIF_205.5,662_FIF_206.6,664_FIF_207.7
,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg
Time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-01 23:45:36,26.5,26.5,30.1,40.0,50.5,27.4,29.5,32.7,41.0,51.8,26.3,29.4,37.1,29.6,39.1,45.8,25.3,35.9,55.8,,,,,,,,,,,,,28.0,30.0,27.066667,28.0,27.066667
2019-02-01 23:52:48,26.5,26.5,30.1,40.0,50.5,27.4,29.5,32.7,41.0,51.8,26.2,29.4,37.1,29.6,39.1,45.8,25.3,35.9,55.8,,,,,,,,,,55.7,100.0,48.6,28.0,30.0,27.0,28.0,27.103448
2019-02-02 00:00:00,26.5,26.5,30.1,40.0,50.5,27.4,29.5,32.7,41.0,51.8,26.2,29.4,37.1,29.6,39.1,45.8,25.3,35.9,55.8,,,,,,,,,,56.0,100.0,48.6,28.0,30.0,27.0,28.0,27.103448
2019-02-02 00:07:12,26.5,26.5,30.1,40.0,50.5,27.4,29.5,32.7,41.0,51.8,26.1,29.4,37.1,29.6,39.1,45.8,25.3,35.9,55.8,,,,,,,,,,56.1,100.0,48.6,28.0,30.0,27.035714,28.0,27.071429
2019-02-02 00:14:24,26.5,26.5,30.1,40.0,50.5,27.4,29.5,32.7,41.0,51.8,26.1,29.4,37.1,29.6,39.1,45.8,25.3,35.9,55.8,,,,,,,,,,56.1,100.0,48.6,28.0,30.0,27.035714,28.0,27.071429
2019-02-02 00:21:36,26.5,26.5,30.1,40.0,50.5,27.4,29.5,32.8,41.0,51.8,26.0,29.4,37.2,29.6,39.1,45.8,25.3,35.9,55.9,,,,,,,,,,56.3,100.0,48.6,28.0,30.0,27.142857,28.0,27.035714
2019-02-02 00:28:48,26.5,26.5,30.1,40.0,50.5,27.4,29.5,32.8,41.0,51.8,26.0,29.4,37.2,29.6,39.1,45.8,25.3,35.9,55.9,,,,,,,,,,56.3,100.0,48.6,28.0,30.0,27.142857,28.0,27.035714
2019-02-02 00:36:00,26.5,26.5,30.1,40.0,50.5,27.4,29.5,32.7,41.0,51.8,25.9,29.4,37.2,29.7,39.1,45.8,25.4,35.9,55.9,,,,,,,,,,56.5,100.0,48.6,28.0,30.0,27.107143,28.0,27.178571
