,4246_Mbus Apators,4257_Mbus Apators,4268_Mbus Apators,4279_Mbus Apators,4290_Mbus Apators,4301_Mbus Apators,4312_Mbus Apators,4323_Mbus Apators
,avg,avg,avg,avg,avg,avg,avg,avg
Time,,,,,,,,
2019-01-14 23:45:36,,,,,,,,
2019-01-14 23:52:48,0.0,0.18,0.16,0.65,0.0,0.0,0.0,0.0
2019-01-15 00:00:00,2.33,0.97,1.01,0.92,0.0,7.54,0.0,0.0
2019-01-15 00:07:12,3.1,1.09,1.3,1.22,0.0,8.4,0.0,0.0
2019-01-15 00:14:24,3.1,1.09,1.3,1.22,0.0,8.4,0.0,0.0
2019-01-15 00:21:36,2.33,1.05,0.99,0.97,0.0,8.01,0.0,0.0
2019-01-15 00:28:48,2.33,1.05,0.99,0.97,0.0,8.01,0.0,0.0
2019-01-15 00:36:00,2.59,1.25,1.16,0.78,0.0,8.66,0.0,0.0
2019-01-15 00:43:12,2.59,1.25,1.16,0.78,0.0,8.66,0.0,0.0
2019-01-15 00:50:24,3.37,1.19,1.48,1.22,0.0,9.15,0.0,0.0
2019-01-15 00:57:36,3.37,1.19,1.48,1.22,0.0,9.15,0.0,0.0
2019-01-15 01:04:48,3.5,1.24,1.57,1.14,0.0,9.03,0.0,0.0
2019-01-15 01:12:00,3.5,1.24,1.57,1.14,0.0,9.03,0.0,0.0
2019-01-15 01:19:12,3.54,1.26,1.6,1.16,0.0,8.8,0.0,0.0
2019-01-15 01:26:24,3.54,1.26,1.6,1.16,0.0,8.8,0.0,0.0
2019-01-15 01:33:36,3.4,1.21,1.52,1.5,0.0,8.57,0.0,0.0
2019-01-15 01:40:48,3.4,1.21,1.52,1.5,0.0,8.57,0.0,0.0
2019-01-15 01:48:00,2.11,1.03,0.99,1.0,0.0,3.91,0.0,0.0
2019-01-15 01:55:12,2.11,1.03,0.99,1.0,0.0,3.91,0.0,0.0
2019-01-15 02:02:24,0.07,0.23,0.07,0.35,0.0,0.01,0.0,0.0
2019-01-15 02:09:36,0.07,0.23,0.07,0.35,0.0,0.01,0.0,0.0
2019-01-15 02:16:48,2.66,1.11,1.2,0.75,0.0,8.42,0.0,0.0
2019-01-15 02:24:00,2.66,1.11,1.2,0.75,0.0,8.42,0.0,0.0
2019-01-15 02:31:12,1.61,1.06,0.84,0.66,0.0,8.43,0.0,0.0
2019-01-15 02:38:24,1.61,1.06,0.84,0.66,0.0,8.43,0.0,0.0
2019-01-15 02:45:36,1.61,1.06,0.84,0.66,0.0,8.43,0.0,0.0
2019-01-15 02:52:48,3.07,1.25,1.35,1.26,0.0,8.98,0.0,0.0
2019-01-15 03:00:00,3.07,1.25,1.35,1.26,0.0,8.98,0.0,0.0
2019-01-15 03:07:12,3.29,1.2,1.48,1.38,0.0,9.18,0.0,0.0
2019-01-15 03:14:24,3.29,1.2,1.48,1.38,0.0,9.18,0.0,0.0
2019-01-15 03:21:36,3.47,1.27,1.52,1.46,0.0,9.15,0.0,0.0
2019-01-15 03:28:48,3.47,1.27,1.52,1.46,0.0,9.15,0.0,0.0
2019-01-15 03:36:00,3.53,1.28,1.56,1.38,0.0,9.04,0.0,0.0
2019-01-15 03:43:12,3.53,1.28,1.56,1.38,0.0,9.04,0.0,0.0
2019-01-15 03:50:24,3.48,1.25,1.52,1.43,0.0,8.78,0.0,0.0
2019-01-15 03:57:36,3.48,1.25,1.52,1.43,0.0,8.78,0.0,0.0
2019-01-15 04:04:48,3.45,1.21,1.49,1.42,0.0,8.5,0.0,0.0
2019-01-15 04:12:00,3.45,1.21,1.49,1.42,0.0,8.5,0.0,0.0
2019-01-15 04:19:12,1.48,0.72,0.66,1.13,0.0,2.72,0.0,0.0
2019-01-15 04:26:24,1.48,0.72,0.66,1.13,0.0,2.72,0.0,0.0
2019-01-15 04:33:36,0.81,0.58,0.41,0.55,0.0,2.69,0.0,0.0
2019-01-15 04:40:48,0.81,0.58,0.41,0.55,0.0,2.69,0.0,0.0
2019-01-15 04:48:00,1.69,0.87,0.77,0.76,0.0,7.84,0.0,0.0
2019-01-15 04:55:12,1.69,0.87,0.77,0.76,0.0,7.84,0.0,0.0
2019-01-15 05:02:24,2.46,1.17,1.08,0.82,0.0,8.59,0.0,0.0
2019-01-15 05:09:36,2.46,1.17,1.08,0.82,0.0,8.59,0.0,0.0
2019-01-15 05:16:48,3.25,1.2,1.45,1.11,0.0,9.06,0.0,0.0
2019-01-15 05:24:00,3.25,1.2,1.45,1.11,0.0,9.06,0.0,0.0
2019-01-15 05:31:12,3.42,1.26,1.49,1.2,0.0,8.92,0.0,0.0
2019-01-15 05:38:24,3.42,1.26,1.49,1.2,0.0,8.92,0.0,0.0
2019-01-15 05:45:36,3.42,1.26,1.49,1.2,0.0,8.92,0.0,0.0
2019-01-15 05:52:48,3.45,1.3,1.51,1.13,0.0,8.56,0.0,0.0
2019-01-15 06:00:00,3.45,1.3,1.51,1.13,0.0,8.56,0.0,0.0
2019-01-15 06:07:12,3.29,1.2,1.4,1.43,0.0,8.18,0.0,0.0
2019-01-15 06:14:24,3.29,1.2,1.4,1.43,0.0,8.18,0.0,0.0
2019-01-15 06:21:36,3.09,1.09,1.29,1.6,0.0,7.73,0.0,0.0
2019-01-15 06:28:48,3.09,1.09,1.29,1.6,0.0,7.73,0.0,0.0
2019-01-15 06:36:00,2.83,1.03,1.18,1.36,0.0,7.25,0.0,0.0
2019-01-15 06:43:12,2.83,1.03,1.18,1.36,0.0,7.25,0.0,0.0
2019-01-15 06:50:24,0.58,1.08,0.42,0.2,0.0,4.35,0.0,0.0
