,416_APAR_611.11,420_APAR_612.12,424_APAR_613.13,428_APAR_614.14,432_APAR_615.15,436_APAR_616.16,440_APAR_617.17,444_APAR_618.18,448_APAR_619.19,452_APAR_620.20,456_APAR_621.21,460_APAR_622.22,464_APAR_623.23,468_APAR_624.24,472_APAR_625.25,696_FIF_602.2,698_FIF_603.3,700_FIF_604.4,702_FIF_605.5,704_FIF_606.6
,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg
Time,,,,,,,,,,,,,,,,,,,,
2019-01-14 23:45:36,24.6,25.0,28.2,36.5,48.4,27.8,28.2,34.3,39.4,46.2,23.4,23.9,24.3,49.5,77.6,24.0,27.066667,26.0,28.0,23.0
2019-01-14 23:52:48,24.6,25.0,28.2,36.4,48.4,27.8,28.2,34.3,39.4,46.2,23.6,24.1,24.3,49.5,77.6,24.0,27.233333,26.0,28.0,23.0
2019-01-15 00:00:00,24.6,25.0,28.2,36.4,48.4,27.8,28.2,34.3,39.4,46.2,23.6,24.1,24.3,49.5,77.6,24.0,27.233333,26.0,28.0,23.0
2019-01-15 00:07:12,24.6,25.0,28.2,36.4,48.4,27.8,28.2,34.3,39.4,46.2,23.5,24.0,24.2,49.5,77.6,24.0,27.064516,26.0,28.0,23.0
2019-01-15 00:14:24,24.6,25.0,28.2,36.4,48.4,27.8,28.2,34.3,39.4,46.2,23.5,24.0,24.2,49.5,77.6,24.0,27.064516,26.0,28.0,23.0
2019-01-15 00:21:36,24.6,24.9,28.2,36.4,48.4,27.8,28.2,34.3,39.4,46.2,23.4,23.8,24.2,49.5,77.5,24.0,27.3125,26.0,28.0,23.0
2019-01-15 00:28:48,24.6,24.9,28.2,36.4,48.4,27.8,28.2,34.3,39.4,46.2,23.4,23.8,24.2,49.5,77.5,24.0,27.3125,26.0,28.0,23.0
2019-01-15 00:36:00,24.6,24.9,28.2,36.4,48.4,27.7,28.2,34.3,39.4,46.2,22.7,22.9,24.2,49.5,77.4,24.0,27.787879,26.0,28.0,23.0
2019-01-15 00:43:12,24.6,24.9,28.2,36.4,48.4,27.7,28.2,34.3,39.4,46.2,22.7,22.9,24.2,49.5,77.4,24.0,27.787879,26.0,28.0,23.0
2019-01-15 00:50:24,24.5,24.8,28.2,36.4,48.4,27.8,28.1,34.3,39.4,46.2,21.9,22.2,24.5,49.4,77.3,24.0,28.0,26.0,28.032258,23.0
