,4245_Mbus Apators,4256_Mbus Apators,4267_Mbus Apators,4278_Mbus Apators,4289_Mbus Apators,4300_Mbus Apators,4311_Mbus Apators,4322_Mbus Apators
,avg,avg,avg,avg,avg,avg,avg,avg
Time,,,,,,,,
2019-01-14 23:45:36,,,,,,,,
2019-01-14 23:52:48,0.55,0.35,0.31,0.15,0.0,0.418867,0.0,0.0
2019-01-15 00:00:00,0.55,0.35,0.31,0.15,0.0,0.821533,0.0,0.0
2019-01-15 00:07:12,0.55,0.35,0.31,0.14,0.0,1.025032,0.0,0.0
2019-01-15 00:14:24,0.55,0.35,0.31,0.14,0.0,1.025032,0.0,0.0
2019-01-15 00:21:36,0.55,0.35,0.31,0.15,0.0,1.025313,0.0,0.0
2019-01-15 00:28:48,0.55,0.35,0.31,0.15,0.0,1.025313,0.0,0.0
2019-01-15 00:36:00,0.55,0.35,0.31,0.14,0.0,1.024727,0.0,0.0
2019-01-15 00:43:12,0.55,0.35,0.31,0.14,0.0,1.024727,0.0,0.0
2019-01-15 00:50:24,0.55,0.35,0.31,0.14,0.0,1.024581,0.0,0.0
2019-01-15 00:57:36,0.55,0.35,0.31,0.14,0.0,1.024581,0.0,0.0
2019-01-15 01:04:48,0.55,0.35,0.31,0.14,0.0,1.025323,0.0,0.0
2019-01-15 01:12:00,0.55,0.35,0.31,0.14,0.0,1.025323,0.0,0.0
2019-01-15 01:19:12,0.55,0.35,0.31,0.14,0.0,1.025433,0.0,0.0
2019-01-15 01:26:24,0.55,0.35,0.31,0.14,0.0,1.025433,0.0,0.0
2019-01-15 01:33:36,0.55,0.35,0.31,0.15,0.0,1.025719,0.0,0.0
2019-01-15 01:40:48,0.55,0.35,0.31,0.15,0.0,1.025719,0.0,0.0
2019-01-15 01:48:00,0.55,0.35,0.31,0.14,0.0,0.345813,0.0,0.0
2019-01-15 01:55:12,0.55,0.35,0.31,0.14,0.0,0.345813,0.0,0.0
2019-01-15 02:02:24,0.55,0.35,0.31,0.14,0.0,0.437727,0.0,0.0
2019-01-15 02:09:36,0.55,0.35,0.31,0.14,0.0,0.437727,0.0,0.0
2019-01-15 02:16:48,0.55,0.35,0.31,0.13,0.0,0.876367,0.0,0.0
2019-01-15 02:24:00,0.55,0.35,0.31,0.13,0.0,0.876367,0.0,0.0
2019-01-15 02:31:12,0.55,0.35,0.31,0.14,0.0,1.021548,0.0,0.0
2019-01-15 02:38:24,0.55,0.35,0.31,0.14,0.0,1.021548,0.0,0.0
2019-01-15 02:45:36,0.55,0.35,0.31,0.14,0.0,1.021548,0.0,0.0
2019-01-15 02:52:48,0.55,0.35,0.31,0.14,0.0,1.021767,0.0,0.0
2019-01-15 03:00:00,0.55,0.35,0.31,0.14,0.0,1.021767,0.0,0.0
2019-01-15 03:07:12,0.55,0.36,0.31,0.14,0.0,1.022333,0.0,0.0
2019-01-15 03:14:24,0.55,0.36,0.31,0.14,0.0,1.022333,0.0,0.0
2019-01-15 03:21:36,0.55,0.36,0.31,0.15,0.0,1.023033,0.0,0.0
2019-01-15 03:28:48,0.55,0.36,0.31,0.15,0.0,1.023033,0.0,0.0
2019-01-15 03:36:00,0.55,0.36,0.31,0.14,0.0,1.022742,0.0,0.0
2019-01-15 03:43:12,0.55,0.36,0.31,0.14,0.0,1.022742,0.0,0.0
2019-01-15 03:50:24,0.55,0.35,0.31,0.15,0.0,1.022742,0.0,0.0
2019-01-15 03:57:36,0.55,0.35,0.31,0.15,0.0,1.022742,0.0,0.0
2019-01-15 04:04:48,0.55,0.35,0.31,0.15,0.0,1.022613,0.0,0.0
2019-01-15 04:12:00,0.55,0.35,0.31,0.15,0.0,1.022613,0.0,0.0
2019-01-15 04:19:12,0.55,0.35,0.31,0.15,0.0,0.626344,0.0,0.0
2019-01-15 04:26:24,0.55,0.35,0.31,0.15,0.0,0.626344,0.0,0.0
2019-01-15 04:33:36,0.55,0.35,0.31,0.15,0.0,0.518067,0.0,0.0
2019-01-15 04:40:48,0.55,0.35,0.31,0.15,0.0,0.518067,0.0,0.0
2019-01-15 04:48:00,0.55,0.35,0.31,0.15,0.0,0.989452,0.0,0.0
2019-01-15 04:55:12,0.55,0.35,0.31,0.15,0.0,0.989452,0.0,0.0
2019-01-15 05:02:24,0.55,0.35,0.31,0.15,0.0,1.02171,0.0,0.0
2019-01-15 05:09:36,0.55,0.35,0.31,0.15,0.0,1.02171,0.0,0.0
2019-01-15 05:16:48,0.55,0.35,0.31,0.14,0.0,1.022531,0.0,0.0
2019-01-15 05:24:00,0.55,0.35,0.31,0.14,0.0,1.022531,0.0,0.0
2019-01-15 05:31:12,0.55,0.36,0.31,0.14,0.0,1.022375,0.0,0.0
2019-01-15 05:38:24,0.55,0.36,0.31,0.14,0.0,1.022375,0.0,0.0
2019-01-15 05:45:36,0.55,0.36,0.31,0.14,0.0,1.022375,0.0,0.0
2019-01-15 05:52:48,0.55,0.36,0.31,0.14,0.0,1.0226,0.0,0.0
2019-01-15 06:00:00,0.55,0.36,0.31,0.14,0.0,1.0226,0.0,0.0
2019-01-15 06:07:12,0.55,0.36,0.31,0.14,0.0,1.022219,0.0,0.0
2019-01-15 06:14:24,0.55,0.36,0.31,0.14,0.0,1.022219,0.0,0.0
2019-01-15 06:21:36,0.55,0.35,0.31,0.15,0.0,1.022933,0.0,0.0
2019-01-15 06:28:48,0.55,0.35,0.31,0.15,0.0,1.022933,0.0,0.0
2019-01-15 06:36:00,0.55,0.35,0.31,0.14,0.0,1.022968,0.0,0.0
2019-01-15 06:43:12,0.55,0.35,0.31,0.14,0.0,1.022968,0.0,0.0
