,10_APAR_32.3,14_APAR_33.4,18_APAR_34.5,2_APAR_30.1,6_APAR_31.2,648_FIF_11.11
,avg,avg,avg,avg,avg,avg
Time,,,,,,
2019-01-14 23:45:36,10.4,3.7,-1.7,12.0,11.6,
2019-01-14 23:52:48,10.4,3.7,-1.7,12.0,11.6,
2019-01-15 00:00:00,10.4,3.7,-1.7,12.0,11.6,
2019-01-15 00:07:12,10.4,3.6,-1.7,12.0,11.6,
2019-01-15 00:14:24,10.4,3.6,-1.7,12.0,11.6,
2019-01-15 00:21:36,10.4,3.6,-1.7,12.0,11.5,
2019-01-15 00:28:48,10.4,3.6,-1.7,12.0,11.5,
2019-01-15 00:36:00,10.3,3.6,-1.6,12.0,11.5,
2019-01-15 00:43:12,10.3,3.6,-1.6,12.0,11.5,
2019-01-15 00:50:24,10.1,3.6,-1.6,11.9,11.5,
2019-01-15 00:57:36,10.1,3.6,-1.6,11.9,11.5,
2019-01-15 01:04:48,9.9,3.5,-1.5,11.8,11.4,
2019-01-15 01:12:00,9.9,3.5,-1.5,11.8,11.4,
2019-01-15 01:19:12,9.8,3.5,-1.4,11.7,11.3,
2019-01-15 01:26:24,9.8,3.5,-1.4,11.7,11.3,
2019-01-15 01:33:36,9.8,3.4,-1.4,11.7,11.2,
2019-01-15 01:40:48,9.8,3.4,-1.4,11.7,11.2,
2019-01-15 01:48:00,9.8,3.4,-1.4,11.6,11.2,
2019-01-15 01:55:12,9.8,3.4,-1.4,11.6,11.2,
2019-01-15 02:02:24,9.8,3.4,-1.5,11.6,11.2,
2019-01-15 02:09:36,9.8,3.4,-1.5,11.6,11.2,
2019-01-15 02:16:48,9.8,3.3,-1.5,11.6,11.1,
2019-01-15 02:24:00,9.8,3.3,-1.5,11.6,11.1,
2019-01-15 02:31:12,9.8,3.3,-1.6,11.5,11.1,
2019-01-15 02:38:24,9.8,3.3,-1.6,11.5,11.1,
2019-01-15 02:45:36,9.8,3.3,-1.7,11.5,11.0,
2019-01-15 02:52:48,9.8,3.3,-1.7,11.5,11.0,
2019-01-15 03:00:00,9.8,3.3,-1.7,11.5,11.0,
2019-01-15 03:07:12,9.8,3.3,-1.7,11.4,11.0,
2019-01-15 03:14:24,9.8,3.3,-1.7,11.4,11.0,
2019-01-15 03:21:36,9.8,3.3,-1.7,11.4,11.0,
2019-01-15 03:28:48,9.8,3.3,-1.7,11.4,11.0,
2019-01-15 03:36:00,9.7,3.2,-1.7,11.4,11.0,
2019-01-15 03:43:12,9.7,3.2,-1.7,11.4,11.0,
2019-01-15 03:50:24,9.8,3.2,-1.7,11.4,11.0,
2019-01-15 03:57:36,9.8,3.2,-1.7,11.4,11.0,
2019-01-15 04:04:48,9.8,3.2,-1.7,11.4,11.0,
2019-01-15 04:12:00,9.8,3.2,-1.7,11.4,11.0,
2019-01-15 04:19:12,9.8,3.2,-1.7,11.5,11.0,
2019-01-15 04:26:24,9.8,3.2,-1.7,11.5,11.0,
2019-01-15 04:33:36,9.8,3.2,-1.7,11.5,11.0,
2019-01-15 04:40:48,9.8,3.2,-1.7,11.5,11.0,
2019-01-15 04:48:00,9.8,3.2,-1.7,11.5,11.1,
2019-01-15 04:55:12,9.8,3.2,-1.7,11.5,11.1,
2019-01-15 05:02:24,9.7,3.1,-1.6,11.5,11.0,
2019-01-15 05:09:36,9.7,3.1,-1.6,11.5,11.0,
2019-01-15 05:16:48,9.7,3.1,-1.5,11.4,11.0,
2019-01-15 05:24:00,9.7,3.1,-1.5,11.4,11.0,
2019-01-15 05:31:12,9.6,3.1,-1.5,11.4,10.9,
2019-01-15 05:38:24,9.6,3.1,-1.5,11.4,10.9,
