,100_APAR_127.17,104_APAR_128.18,108_APAR_129.19,112_APAR_130.20,116_APAR_131.21,120_APAR_132.22,124_APAR_133.23,128_APAR_134.24,132_APAR_135.25,21_APAR_111.1,25_APAR_112.2,3820_APAR_19.19,3824_APAR_20.20,44_APAR_113.3,48_APAR_114.4,52_APAR_115.5,56_APAR_116.6,60_APAR_117.7,64_APAR_118.8,650_FIF_104.4,652_FIF_105.5,654_FIF_106.6,68_APAR_119.9,72_APAR_120.10,76_APAR_121.11,80_APAR_122.12,84_APAR_123.13,88_APAR_124.14,92_APAR_125.15,96_APAR_126.16
,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg
Time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-14 23:45:36,42.1,55.0,67.8,,,,,,,34.9,35.2,,,33.6,55.8,91.5,43.7,44.0,46.9,30.8,26.0,26.166667,58.7,32.8,35.7,41.5,48.2,40.5,49.5,62.0
2019-01-14 23:52:48,42.1,55.0,67.8,,,,,,,34.9,35.2,57.1,88.7,33.6,55.7,91.5,43.7,44.0,46.9,31.133333,26.066667,26.366667,58.8,32.8,35.7,41.5,48.2,40.5,49.6,62.0
2019-01-15 00:00:00,42.1,55.0,67.8,,,,,,,34.9,35.2,56.6,88.7,33.6,55.7,91.5,43.7,44.0,46.9,31.133333,26.066667,26.366667,58.8,32.8,35.7,41.5,48.2,40.5,49.6,62.0
2019-01-15 00:07:12,42.1,55.0,67.7,,,,,,,34.9,35.2,56.3,88.7,33.5,55.7,91.5,43.7,44.0,46.9,31.580645,26.0,26.225806,58.8,32.8,35.7,41.4,48.2,40.5,49.6,62.0
2019-01-15 00:14:24,42.1,55.0,67.7,,,,,,,34.9,35.2,56.3,88.7,33.5,55.7,91.5,43.7,44.0,46.9,31.580645,26.0,26.225806,58.8,32.8,35.7,41.4,48.2,40.5,49.6,62.0
2019-01-15 00:21:36,42.2,55.0,67.7,,,,,,,34.9,35.1,56.3,88.8,33.5,55.7,91.6,43.7,44.0,46.9,30.1875,26.0,26.0,58.8,32.9,35.7,41.4,48.2,40.5,49.5,62.0
2019-01-15 00:28:48,42.2,55.0,67.7,,,,,,,34.9,35.1,56.3,88.8,33.5,55.7,91.6,43.7,44.0,46.9,30.1875,26.0,26.0,58.8,32.9,35.7,41.4,48.2,40.5,49.5,62.0
2019-01-15 00:36:00,42.2,55.0,67.6,,,,,,,34.9,35.1,56.9,88.8,33.5,55.7,91.7,43.7,44.0,46.9,28.818182,26.0,25.787879,58.8,32.9,35.7,41.4,48.2,40.4,49.5,62.1
2019-01-15 00:43:12,42.2,55.0,67.6,,,,,,,34.9,35.1,56.9,88.8,33.5,55.7,91.7,43.7,44.0,46.9,28.818182,26.0,25.787879,58.8,32.9,35.7,41.4,48.2,40.4,49.5,62.1
2019-01-15 00:50:24,42.2,55.0,67.6,,,,,,,34.8,35.1,58.1,88.8,33.5,55.7,91.7,43.7,44.0,46.8,28.129032,26.0,25.935484,58.8,32.9,35.7,41.4,48.2,40.3,49.5,62.0
2019-01-15 00:57:36,42.2,55.0,67.6,,,,,,,34.8,35.1,58.1,88.8,33.5,55.7,91.7,43.7,44.0,46.8,28.129032,26.0,25.935484,58.8,32.9,35.7,41.4,48.2,40.3,49.5,62.0
2019-01-15 01:04:48,42.2,55.0,67.6,,,,,,,34.7,35.0,58.9,88.8,33.4,55.7,91.7,43.7,44.0,46.8,29.096774,26.0,25.903226,58.8,33.0,35.8,41.4,48.2,40.3,49.4,62.0
2019-01-15 01:12:00,42.2,55.0,67.6,,,,,,,34.7,35.0,58.9,88.8,33.4,55.7,91.7,43.7,44.0,46.8,29.096774,26.0,25.903226,58.8,33.0,35.8,41.4,48.2,40.3,49.4,62.0
2019-01-15 01:19:12,42.2,55.0,67.5,,,,,,,34.7,35.0,59.1,88.8,33.4,55.7,91.7,43.7,44.0,46.8,28.666667,26.0,25.866667,58.8,33.0,35.8,41.4,48.2,40.3,49.4,62.0
2019-01-15 01:26:24,42.2,55.0,67.5,,,,,,,34.7,35.0,59.1,88.8,33.4,55.7,91.7,43.7,44.0,46.8,28.666667,26.0,25.866667,58.8,33.0,35.8,41.4,48.2,40.3,49.4,62.0
2019-01-15 01:33:36,42.2,55.0,67.5,,,,,,,34.6,34.9,59.2,88.8,33.4,55.8,91.7,43.7,43.9,46.8,29.5,26.03125,25.90625,58.8,33.0,35.8,41.4,48.1,40.3,49.4,62.0
2019-01-15 01:40:48,42.2,55.0,67.5,,,,,,,34.6,34.9,59.2,88.8,33.4,55.8,91.7,43.7,43.9,46.8,29.5,26.03125,25.90625,58.8,33.0,35.8,41.4,48.1,40.3,49.4,62.0
2019-01-15 01:48:00,42.2,55.0,67.4,,,,,,,34.6,34.9,59.0,88.8,33.4,55.8,91.6,43.7,44.0,46.8,29.125,26.03125,25.96875,58.8,33.0,35.7,41.4,48.1,40.3,49.4,62.0
2019-01-15 01:55:12,42.2,55.0,67.4,,,,,,,34.6,34.9,59.0,88.8,33.4,55.8,91.6,43.7,44.0,46.8,29.125,26.03125,25.96875,58.8,33.0,35.7,41.4,48.1,40.3,49.4,62.0
2019-01-15 02:02:24,42.3,54.9,67.4,,,,,,,34.6,34.9,58.9,88.8,33.4,55.8,91.6,43.7,43.9,46.8,29.69697,26.0,25.878788,58.9,33.0,35.7,41.4,48.1,40.3,49.4,62.0
2019-01-15 02:09:36,42.3,54.9,67.4,,,,,,,34.6,34.9,58.9,88.8,33.4,55.8,91.6,43.7,43.9,46.8,29.69697,26.0,25.878788,58.9,33.0,35.7,41.4,48.1,40.3,49.4,62.0
2019-01-15 02:16:48,42.3,54.9,67.4,,,,,,,34.6,34.9,58.8,88.9,33.4,55.9,91.6,43.7,43.9,46.8,29.266667,26.0,25.866667,58.9,33.0,35.7,41.4,48.1,40.3,49.4,62.0
