,252_APAR_314.14,256_APAR_315.15,260_APAR_316.16,264_APAR_317.17,268_APAR_318.18,272_APAR_319.19,276_APAR_320.20,280_APAR_321.21,284_APAR_322.22,288_APAR_323.23,292_APAR_324.24,296_APAR_325.25,300_APAR_326.26,666_FIF_304.4,668_FIF_305.5,670_FIF_306.6,672_FIF_310.10,674_FIF_311.11,676_FIF_312.12,678_FIF_313.13
,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg
Time,,,,,,,,,,,,,,,,,,,,
2019-01-21 23:45:36,27.0,27.7,28.1,43.6,84.2,37.4,39.4,41.7,51.0,27.6,28.4,33.5,41.2,28.0,28.0,25.0,,,49.653846,25.653846
2019-01-21 23:52:48,27.0,27.7,28.0,43.6,84.2,37.4,39.4,41.7,51.0,27.6,28.4,33.5,41.2,28.0,28.0,25.0,,,49.428571,25.678571
2019-01-22 00:00:00,27.0,27.7,28.0,43.6,84.2,37.4,39.4,41.7,51.0,27.6,28.4,33.5,41.2,28.0,28.0,25.0,,,49.428571,25.678571
2019-01-22 00:07:12,27.0,27.7,28.0,43.6,84.2,37.4,39.4,41.7,51.0,27.6,28.4,33.5,41.2,28.0,28.0,25.0,,,49.5,25.642857
2019-01-22 00:14:24,27.0,27.7,28.0,43.6,84.2,37.4,39.4,41.7,51.0,27.6,28.4,33.5,41.2,28.0,28.0,25.0,,,49.5,25.642857
2019-01-22 00:21:36,27.0,27.7,28.0,43.6,84.2,37.4,39.4,41.7,51.0,27.6,28.4,33.5,41.2,28.0,28.0,25.0,,,49.392857,25.571429
2019-01-22 00:28:48,27.0,27.7,28.0,43.6,84.2,37.4,39.4,41.7,51.0,27.6,28.4,33.5,41.2,28.0,28.0,25.0,,,49.392857,25.571429
2019-01-22 00:36:00,27.0,27.7,28.0,43.6,84.2,37.4,39.4,41.7,51.0,27.6,28.4,33.4,41.2,28.0,28.0,25.0,,,49.607143,25.5
2019-01-22 00:43:12,27.0,27.7,28.0,43.6,84.2,37.4,39.4,41.7,51.0,27.6,28.4,33.4,41.2,28.0,28.0,25.0,,,49.607143,25.5
2019-01-22 00:50:24,27.0,27.7,28.0,43.6,84.2,37.4,39.4,41.7,51.0,27.6,28.4,33.4,41.2,28.0,28.0,25.0,,,49.148148,25.333333
2019-01-22 00:57:36,27.0,27.7,28.0,43.6,84.2,37.4,39.4,41.7,51.0,27.6,28.4,33.4,41.2,28.0,28.0,25.0,,,49.148148,25.333333
