,10_APAR_32.3,14_APAR_33.4,18_APAR_34.5,2_APAR_30.1,6_APAR_31.2,648_FIF_11.11
,avg,avg,avg,avg,avg,avg
Time,,,,,,
2019-01-21 23:45:36,9.5,2.8,-1.8,11.5,10.9,
2019-01-21 23:52:48,9.5,2.8,-1.8,11.5,10.9,
2019-01-22 00:00:00,9.5,2.8,-1.8,11.5,10.9,
2019-01-22 00:07:12,9.5,2.8,-1.8,11.4,10.9,
2019-01-22 00:14:24,9.5,2.8,-1.8,11.4,10.9,
2019-01-22 00:21:36,9.5,2.8,-1.9,11.5,10.9,
2019-01-22 00:28:48,9.5,2.8,-1.9,11.5,10.9,
2019-01-22 00:36:00,9.5,2.8,-1.9,11.5,10.9,
2019-01-22 00:43:12,9.5,2.8,-1.9,11.5,10.9,
2019-01-22 00:50:24,9.5,2.8,-1.9,11.4,10.9,
2019-01-22 00:57:36,9.5,2.8,-1.9,11.4,10.9,
2019-01-22 01:04:48,9.5,2.8,-2.0,11.4,10.9,
2019-01-22 01:12:00,9.5,2.8,-2.0,11.4,10.9,
2019-01-22 01:19:12,9.5,2.8,-2.0,11.4,10.9,
2019-01-22 01:26:24,9.5,2.8,-2.0,11.4,10.9,
2019-01-22 01:33:36,9.5,2.8,-2.0,11.4,10.9,
2019-01-22 01:40:48,9.5,2.8,-2.0,11.4,10.9,
2019-01-22 01:48:00,9.5,2.8,-2.0,11.4,10.9,
2019-01-22 01:55:12,9.5,2.8,-2.0,11.4,10.9,
2019-01-22 02:02:24,9.5,2.7,-2.1,11.4,10.9,
2019-01-22 02:09:36,9.5,2.7,-2.1,11.4,10.9,
2019-01-22 02:16:48,9.5,2.7,-2.1,11.3,10.8,
2019-01-22 02:24:00,9.5,2.7,-2.1,11.3,10.8,
2019-01-22 02:31:12,9.5,2.7,-2.1,11.3,10.8,
2019-01-22 02:38:24,9.5,2.7,-2.1,11.3,10.8,
2019-01-22 02:45:36,9.5,2.7,-2.1,11.3,10.8,
2019-01-22 02:52:48,9.5,2.7,-2.1,11.3,10.8,
2019-01-22 03:00:00,9.5,2.7,-2.1,11.3,10.8,
2019-01-22 03:07:12,9.5,2.7,-2.2,11.3,10.8,
2019-01-22 03:14:24,9.5,2.7,-2.2,11.3,10.8,
2019-01-22 03:21:36,9.4,2.7,-2.2,11.3,10.8,
2019-01-22 03:28:48,9.4,2.7,-2.2,11.3,10.8,
2019-01-22 03:36:00,9.4,2.7,-2.2,11.3,10.8,
2019-01-22 03:43:12,9.4,2.7,-2.2,11.3,10.8,
2019-01-22 03:50:24,9.4,2.7,-2.2,11.3,10.8,
2019-01-22 03:57:36,9.4,2.7,-2.2,11.3,10.8,
2019-01-22 04:04:48,9.4,2.6,-2.2,11.3,10.8,
2019-01-22 04:12:00,9.4,2.6,-2.2,11.3,10.8,
2019-01-22 04:19:12,9.4,2.6,-2.2,11.3,10.8,
2019-01-22 04:26:24,9.4,2.6,-2.2,11.3,10.8,
2019-01-22 04:33:36,9.4,2.6,-2.2,11.3,10.8,
2019-01-22 04:40:48,9.4,2.6,-2.2,11.3,10.8,
2019-01-22 04:48:00,9.4,2.6,-2.2,11.3,10.8,
2019-01-22 04:55:12,9.4,2.6,-2.2,11.3,10.8,
2019-01-22 05:02:24,9.4,2.6,-2.2,11.3,10.8,
2019-01-22 05:09:36,9.4,2.6,-2.2,11.3,10.8,
2019-01-22 05:16:48,9.4,2.6,-2.3,11.3,10.8,
2019-01-22 05:24:00,9.4,2.6,-2.3,11.3,10.8,
2019-01-22 05:31:12,9.4,2.6,-2.3,11.3,10.8,
2019-01-22 05:38:24,9.4,2.6,-2.3,11.3,10.8,
