,416_APAR_611.11,420_APAR_612.12,424_APAR_613.13,428_APAR_614.14,432_APAR_615.15,436_APAR_616.16,440_APAR_617.17,444_APAR_618.18,448_APAR_619.19,452_APAR_620.20,456_APAR_621.21,460_APAR_622.22,464_APAR_623.23,468_APAR_624.24,472_APAR_625.25,696_FIF_602.2,698_FIF_603.3,700_FIF_604.4,702_FIF_605.5,704_FIF_606.6
,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg
Time,,,,,,,,,,,,,,,,,,,,
2019-01-21 23:45:36,23.5,23.8,26.9,35.6,47.6,26.3,26.7,33.3,38.6,45.4,21.5,21.9,23.3,47.8,75.5,23.0,27.0,24.884615,27.0,22.0
2019-01-21 23:52:48,23.5,23.8,26.9,35.6,47.6,26.2,26.7,33.3,38.6,45.4,21.5,21.9,23.2,47.8,75.5,23.0,27.0,24.892857,27.035714,22.0
2019-01-22 00:00:00,23.5,23.8,26.9,35.6,47.6,26.2,26.7,33.3,38.6,45.4,21.5,21.9,23.2,47.8,75.5,23.0,27.0,24.892857,27.035714,22.0
2019-01-22 00:07:12,23.5,23.8,26.9,35.5,47.6,26.2,26.7,33.3,38.6,45.4,21.5,21.9,23.2,47.8,75.5,23.0,26.821429,24.857143,27.0,22.0
2019-01-22 00:14:24,23.5,23.8,26.9,35.5,47.6,26.2,26.7,33.3,38.6,45.4,21.5,21.9,23.2,47.8,75.5,23.0,26.821429,24.857143,27.0,22.0
2019-01-22 00:21:36,23.5,23.8,26.9,35.5,47.6,26.2,26.7,33.3,38.6,45.4,21.6,22.0,23.2,47.8,75.5,23.0,26.928571,24.821429,27.0,21.964286
2019-01-22 00:28:48,23.5,23.8,26.9,35.5,47.6,26.2,26.7,33.3,38.6,45.4,21.6,22.0,23.2,47.8,75.5,23.0,26.928571,24.821429,27.0,21.964286
2019-01-22 00:36:00,23.5,23.8,26.9,35.5,47.6,26.2,26.7,33.3,38.5,45.4,21.6,22.1,23.1,47.8,75.5,23.0,27.0,24.464286,27.0,22.0
2019-01-22 00:43:12,23.5,23.8,26.9,35.5,47.6,26.2,26.7,33.3,38.5,45.4,21.6,22.1,23.1,47.8,75.5,23.0,27.0,24.464286,27.0,22.0
2019-01-22 00:50:24,23.5,23.8,26.9,35.5,47.6,26.2,26.7,33.3,38.5,45.4,21.7,22.1,23.1,47.8,75.5,23.0,27.0,24.222222,27.0,21.925926
