,4245_Mbus Apators,4256_Mbus Apators,4267_Mbus Apators,4278_Mbus Apators,4289_Mbus Apators,4300_Mbus Apators,4311_Mbus Apators,4322_Mbus Apators
,avg,avg,avg,avg,avg,avg,avg,avg
Time,,,,,,,,
2019-01-21 23:45:36,0.57,0.37,0.3,0.14,0.0,0.868077,0.0,0.0
2019-01-21 23:52:48,0.58,0.37,0.3,0.14,0.0,1.000321,0.0,0.0
2019-01-22 00:00:00,0.58,0.37,0.3,0.14,0.0,1.000321,0.0,0.0
2019-01-22 00:07:12,0.57,0.37,0.3,0.15,0.0,0.726179,0.0,0.0
2019-01-22 00:14:24,0.57,0.37,0.3,0.15,0.0,0.726179,0.0,0.0
2019-01-22 00:21:36,0.57,0.37,0.3,0.15,0.0,0.417571,0.0,0.0
2019-01-22 00:28:48,0.57,0.37,0.3,0.15,0.0,0.417571,0.0,0.0
2019-01-22 00:36:00,0.56,0.37,0.3,0.15,0.0,0.852,0.0,0.0
2019-01-22 00:43:12,0.56,0.37,0.3,0.15,0.0,0.852,0.0,0.0
2019-01-22 00:50:24,0.57,0.37,0.3,0.15,0.0,1.000296,0.0,0.0
2019-01-22 00:57:36,0.57,0.37,0.3,0.15,0.0,1.000296,0.0,0.0
2019-01-22 01:04:48,0.56,0.38,0.31,0.15,0.0,0.747286,0.0,0.0
2019-01-22 01:12:00,0.56,0.38,0.31,0.15,0.0,0.747286,0.0,0.0
2019-01-22 01:19:12,0.58,0.37,0.3,0.15,0.0,0.415679,0.0,0.0
2019-01-22 01:26:24,0.58,0.37,0.3,0.15,0.0,0.415679,0.0,0.0
2019-01-22 01:33:36,0.58,0.37,0.3,0.14,0.0,0.825429,0.0,0.0
2019-01-22 01:40:48,0.58,0.37,0.3,0.14,0.0,0.825429,0.0,0.0
2019-01-22 01:48:00,0.57,0.37,0.3,0.14,0.0,0.999143,0.0,0.0
2019-01-22 01:55:12,0.57,0.37,0.3,0.14,0.0,0.999143,0.0,0.0
2019-01-22 02:02:24,0.58,0.38,0.3,0.15,0.0,0.999778,0.0,0.0
2019-01-22 02:09:36,0.58,0.38,0.3,0.15,0.0,0.999778,0.0,0.0
2019-01-22 02:16:48,0.57,0.38,0.3,0.15,0.0,1.000143,0.0,0.0
2019-01-22 02:24:00,0.57,0.38,0.3,0.15,0.0,1.000143,0.0,0.0
2019-01-22 02:31:12,0.58,0.38,0.3,0.15,0.0,0.999778,0.0,0.0
2019-01-22 02:38:24,0.58,0.38,0.3,0.15,0.0,0.999778,0.0,0.0
2019-01-22 02:45:36,0.57,0.38,0.3,0.15,0.0,0.825444,0.0,0.0
2019-01-22 02:52:48,0.57,0.38,0.3,0.15,0.0,0.825444,0.0,0.0
2019-01-22 03:00:00,0.57,0.38,0.3,0.15,0.0,0.825444,0.0,0.0
2019-01-22 03:07:12,0.56,0.38,0.31,0.15,0.0,0.41,0.0,0.0
2019-01-22 03:14:24,0.56,0.38,0.31,0.15,0.0,0.41,0.0,0.0
2019-01-22 03:21:36,0.57,0.37,0.3,0.15,0.0,0.663333,0.0,0.0
2019-01-22 03:28:48,0.57,0.37,0.3,0.15,0.0,0.663333,0.0,0.0
2019-01-22 03:36:00,0.54,0.38,0.31,0.15,0.0,0.999857,0.0,0.0
2019-01-22 03:43:12,0.54,0.38,0.31,0.15,0.0,0.999857,0.0,0.0
2019-01-22 03:50:24,0.54,0.38,0.31,0.15,0.0,0.803037,0.0,0.0
2019-01-22 03:57:36,0.54,0.38,0.31,0.15,0.0,0.803037,0.0,0.0
2019-01-22 04:04:48,0.57,0.37,0.3,0.14,0.0,0.41,0.0,0.0
2019-01-22 04:12:00,0.57,0.37,0.3,0.14,0.0,0.41,0.0,0.0
2019-01-22 04:19:12,0.57,0.38,0.3,0.14,0.0,0.753148,0.0,0.0
2019-01-22 04:26:24,0.57,0.38,0.3,0.14,0.0,0.753148,0.0,0.0
2019-01-22 04:33:36,0.58,0.37,0.3,0.14,0.0,0.999963,0.0,0.0
2019-01-22 04:40:48,0.58,0.37,0.3,0.14,0.0,0.999963,0.0,0.0
2019-01-22 04:48:00,0.57,0.38,0.3,0.14,0.0,0.537846,0.0,0.0
2019-01-22 04:55:12,0.57,0.38,0.3,0.14,0.0,0.537846,0.0,0.0
2019-01-22 05:02:24,0.58,0.37,0.3,0.14,0.0,0.697615,0.0,0.0
2019-01-22 05:09:36,0.58,0.37,0.3,0.14,0.0,0.697615,0.0,0.0
2019-01-22 05:16:48,0.57,0.38,0.3,0.15,0.0,1.008704,0.0,0.0
2019-01-22 05:24:00,0.57,0.38,0.3,0.15,0.0,1.008704,0.0,0.0
2019-01-22 05:31:12,0.56,0.38,0.31,0.15,0.0,1.008741,0.0,0.0
2019-01-22 05:38:24,0.56,0.38,0.31,0.15,0.0,1.008741,0.0,0.0
2019-01-22 05:45:36,0.56,0.38,0.31,0.15,0.0,1.008741,0.0,0.0
2019-01-22 05:52:48,0.57,0.38,0.31,0.15,0.0,0.619308,0.0,0.0
2019-01-22 06:00:00,0.57,0.38,0.31,0.15,0.0,0.619308,0.0,0.0
2019-01-22 06:07:12,0.56,0.38,0.31,0.15,0.0,0.436192,0.0,0.0
2019-01-22 06:14:24,0.56,0.38,0.31,0.15,0.0,0.436192,0.0,0.0
2019-01-22 06:21:36,0.57,0.38,0.3,0.15,0.0,0.868846,0.0,0.0
2019-01-22 06:28:48,0.57,0.38,0.3,0.15,0.0,0.868846,0.0,0.0
2019-01-22 06:36:00,0.54,0.38,0.31,0.15,0.0,1.00808,0.0,0.0
