,100_APAR_127.17,104_APAR_128.18,108_APAR_129.19,112_APAR_130.20,116_APAR_131.21,120_APAR_132.22,124_APAR_133.23,128_APAR_134.24,132_APAR_135.25,21_APAR_111.1,25_APAR_112.2,3820_APAR_19.19,3824_APAR_20.20,44_APAR_113.3,48_APAR_114.4,52_APAR_115.5,56_APAR_116.6,60_APAR_117.7,64_APAR_118.8,650_FIF_104.4,652_FIF_105.5,654_FIF_106.6,68_APAR_119.9,72_APAR_120.10,76_APAR_121.11,80_APAR_122.12,84_APAR_123.13,88_APAR_124.14,92_APAR_125.15,96_APAR_126.16
,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg
Time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-21 23:45:36,40.9,52.9,61.7,,,,,,,30.4,30.8,49.6,95.0,30.4,53.3,90.0,42.2,42.5,45.6,29.730769,27.230769,26.0,57.6,30.1,33.2,39.8,47.2,37.4,47.4,61.8
2019-01-21 23:52:48,40.9,52.9,61.7,,,,,,,30.4,30.8,49.5,95.0,30.4,53.3,89.9,42.2,42.5,45.6,29.821429,27.357143,26.035714,57.6,30.1,33.2,39.8,47.2,37.4,47.4,61.8
2019-01-22 00:00:00,40.9,52.9,61.7,,,,,,,30.4,30.8,49.5,95.0,30.4,53.3,89.9,42.2,42.5,45.6,29.821429,27.357143,26.035714,57.6,30.1,33.2,39.8,47.2,37.4,47.4,61.8
2019-01-22 00:07:12,40.9,52.9,61.7,,,,,,,30.4,30.8,49.5,95.0,30.4,53.2,89.9,42.2,42.5,45.6,29.892857,27.0,26.107143,57.6,30.1,33.2,39.8,47.2,37.4,47.3,61.8
2019-01-22 00:14:24,40.9,52.9,61.7,,,,,,,30.4,30.8,49.5,95.0,30.4,53.2,89.9,42.2,42.5,45.6,29.892857,27.0,26.107143,57.6,30.1,33.2,39.8,47.2,37.4,47.3,61.8
2019-01-22 00:21:36,40.9,52.9,61.7,,,,,,,30.4,30.8,49.4,95.0,30.4,53.2,89.8,42.2,42.5,45.6,29.785714,27.142857,26.214286,57.6,30.1,33.2,39.8,47.2,37.4,47.4,61.8
2019-01-22 00:28:48,40.9,52.9,61.7,,,,,,,30.4,30.8,49.4,95.0,30.4,53.2,89.8,42.2,42.5,45.6,29.785714,27.142857,26.214286,57.6,30.1,33.2,39.8,47.2,37.4,47.4,61.8
2019-01-22 00:36:00,40.9,52.9,61.7,,,,,,,30.4,30.8,49.4,95.0,30.4,53.2,89.8,42.2,42.5,45.6,29.857143,27.392857,26.464286,57.6,30.0,33.2,39.8,47.2,37.4,47.3,61.8
2019-01-22 00:43:12,40.9,52.9,61.7,,,,,,,30.4,30.8,49.4,95.0,30.4,53.2,89.8,42.2,42.5,45.6,29.857143,27.392857,26.464286,57.6,30.0,33.2,39.8,47.2,37.4,47.3,61.8
2019-01-22 00:50:24,40.9,52.9,61.7,,,,,,,30.4,30.8,49.3,95.0,30.3,53.2,89.8,42.2,42.5,45.6,29.814815,26.962963,26.259259,57.6,30.0,33.2,39.8,47.2,37.4,47.4,61.8
2019-01-22 00:57:36,40.9,52.9,61.7,,,,,,,30.4,30.8,49.3,95.0,30.3,53.2,89.8,42.2,42.5,45.6,29.814815,26.962963,26.259259,57.6,30.0,33.2,39.8,47.2,37.4,47.4,61.8
2019-01-22 01:04:48,40.9,52.9,61.7,,,,,,,30.4,30.8,49.3,95.0,30.3,53.2,89.8,42.2,42.5,45.6,29.75,27.071429,26.142857,57.5,30.0,33.1,39.8,47.2,37.4,47.3,61.8
2019-01-22 01:12:00,40.9,52.9,61.7,,,,,,,30.4,30.8,49.3,95.0,30.3,53.2,89.8,42.2,42.5,45.6,29.75,27.071429,26.142857,57.5,30.0,33.1,39.8,47.2,37.4,47.3,61.8
2019-01-22 01:19:12,40.9,52.9,61.7,,,,,,,30.3,30.7,49.3,95.0,30.3,53.1,89.8,42.2,42.5,45.6,29.892857,26.892857,26.0,57.5,30.0,33.2,39.8,47.2,37.3,47.3,61.8
2019-01-22 01:26:24,40.9,52.9,61.7,,,,,,,30.3,30.7,49.3,95.0,30.3,53.1,89.8,42.2,42.5,45.6,29.892857,26.892857,26.0,57.5,30.0,33.2,39.8,47.2,37.3,47.3,61.8
2019-01-22 01:33:36,40.9,52.9,61.6,,,,,,,30.3,30.7,49.3,95.0,30.3,53.1,89.8,42.2,42.5,45.6,29.821429,27.035714,26.0,57.5,30.0,33.2,39.8,47.2,37.4,47.3,61.7
2019-01-22 01:40:48,40.9,52.9,61.6,,,,,,,30.3,30.7,49.3,95.0,30.3,53.1,89.8,42.2,42.5,45.6,29.821429,27.035714,26.0,57.5,30.0,33.2,39.8,47.2,37.4,47.3,61.7
2019-01-22 01:48:00,40.9,52.9,61.6,,,,,,,30.3,30.7,49.1,95.0,30.3,53.1,89.8,42.2,42.5,45.6,29.821429,26.821429,26.0,57.5,30.0,33.1,39.8,47.2,37.4,47.3,61.7
2019-01-22 01:55:12,40.9,52.9,61.6,,,,,,,30.3,30.7,49.1,95.0,30.3,53.1,89.8,42.2,42.5,45.6,29.821429,26.821429,26.0,57.5,30.0,33.1,39.8,47.2,37.4,47.3,61.7
2019-01-22 02:02:24,40.9,52.9,61.6,,,,,,,30.3,30.7,49.1,95.0,30.3,53.0,89.8,42.2,42.5,45.6,29.592593,26.851852,26.0,57.5,30.0,33.2,39.8,47.2,37.4,47.3,61.7
2019-01-22 02:09:36,40.9,52.9,61.6,,,,,,,30.3,30.7,49.1,95.0,30.3,53.0,89.8,42.2,42.5,45.6,29.592593,26.851852,26.0,57.5,30.0,33.2,39.8,47.2,37.4,47.3,61.7
