id,plcid,title,addr,variable,category,type,value_format,measureUnits,precision_digits,time_duration,priority,order_id,timeformat,modbusAddr,dictid,min_allowed_value,max_allowed_value,normal_color,disabled_color,warning_color,alert_color,has_normal,has_disabled,has_warning,has_alert,save_graph_data,graph_color,save_to_log,delay,disabled
613,149,Temperatura,HR7,,,2,1,°C,1,0,0,2,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,1,#aa55a1,0,0,0
614,149,Wilgotnosc bezwgledna,HR8,,,2,1,g/m3,1,0,0,3,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,0,#fff450,0,0,0
615,149,Punkt rosy/szronu,HR9,,,2,1,°C,1,0,0,4,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,0,#fcb540,0,0,0
616,150,Wilgotnosc wzgledna,HR6,,,2,1,%RH,1,0,0,1,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,1,#0066b3,0,0,0
617,150,Temperatura,HR7,,,2,1,°C,1,0,0,2,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,1,#aa55a1,0,0,0
618,150,Wilgotnosc bezwgledna,HR8,,,2,1,g/m3,1,0,0,3,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,0,#fff450,0,0,0
619,150,Punkt rosy/szronu,HR9,,,2,1,°C,1,0,0,4,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,0,#fcb540,0,0,0
620,151,Wilgotnosc wzgledna,HR6,,,2,1,%RH,1,0,0,1,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,1,#0066b3,0,0,0
621,151,Temperatura,HR7,,,2,1,°C,1,0,0,2,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,1,#aa55a1,0,0,0
622,151,Wilgotnosc bezwgledna,HR8,,,2,1,g/m3,1,0,0,3,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,0,#fff450,0,0,0
623,151,Punkt rosy/szronu,HR9,,,2,1,°C,1,0,0,4,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,0,#fcb540,0,0,0
624,152,Wilgotnosc wzgledna,HR6,,,2,1,%RH,1,0,0,1,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,1,#0066b3,0,0,0
625,152,Temperatura,HR7,,,2,1,°C,1,0,0,2,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,1,#aa55a1,0,0,0
626,152,Wilgotnosc bezwgledna,HR8,,,2,1,g/m3,1,0,0,3,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,0,#fff450,0,0,0
627,152,Punkt rosy/szronu,HR9,,,2,1,°C,1,0,0,4,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,0,#fcb540,0,0,0
628,153,Wilgotnosc wzgledna,HR6,,,2,1,%RH,1,0,0,1,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,1,#0066b3,0,0,0
629,153,Temperatura,HR7,,,2,1,°C,1,0,0,2,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,1,#aa55a1,0,0,0
630,153,Wilgotnosc bezwgledna,HR8,,,2,1,g/m3,1,0,0,3,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,0,#fff450,0,0,0
631,153,Punkt rosy/szronu,HR9,,,2,1,°C,1,0,0,4,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,0,#fcb540,0,0,0
632,154,Wilgotnosc wzgledna,HR6,,,2,1,%RH,1,0,0,1,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,1,#0066b3,0,0,0
633,154,Temperatura,HR7,,,2,1,°C,1,0,0,2,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,1,#aa55a1,0,0,0
634,154,Wilgotnosc bezwgledna,HR8,,,2,1,g/m3,1,0,0,3,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,0,#fff450,0,0,0
635,154,Punkt rosy/szronu,HR9,,,2,1,°C,1,0,0,4,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,0,#fcb540,0,0,0
636,155,Wilgotnosc wzgledna,HR6,,,2,1,%RH,1,0,0,1,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,1,#0066b3,0,0,0
637,155,Temperatura,HR7,,,2,1,°C,1,0,0,2,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,1,#aa55a1,0,0,0
638,155,Wilgotnosc bezwgledna,HR8,,,2,1,g/m3,1,0,0,3,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,0,#fff450,0,0,0
639,155,Punkt rosy/szronu,HR9,,,2,1,°C,1,0,0,4,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,0,#fcb540,0,0,0
640,156,Wilgotnosc wzgledna,HR6,,,2,1,%RH,1,0,0,1,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,1,#0066b3,0,0,0
641,156,Temperatura,HR7,,,2,1,°C,1,0,0,2,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,1,#aa55a1,0,0,0
642,156,Wilgotnosc bezwgledna,HR8,,,2,1,g/m3,1,0,0,3,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,0,#fff450,0,0,0
643,156,Punkt rosy/szronu,HR9,,,2,1,°C,1,0,0,4,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,0,#fcb540,0,0,0
644,157,Wilgotnosc wzgledna,HR6,,,2,1,%RH,1,0,0,1,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,1,#0066b3,0,0,0
645,157,Temperatura,HR7,,,2,1,°C,1,0,0,2,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,1,#aa55a1,0,0,0
646,157,Wilgotnosc bezwgledna,HR8,,,2,1,g/m3,1,0,0,3,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,0,#fff450,0,0,0
647,157,Punkt rosy/szronu,HR9,,,2,1,°C,1,0,0,4,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,0,#fcb540,0,0,0
648,158,Temperatura,HR0,,,2,0,°C,1,0,0,1,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,1,#0066b3,0,0,0
649,158,Wilgotność,HR1,,,2,0,%,,0,0,2,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,1,#0066b3,0,0,0
651,159,Temperatura,HR0,,,2,1,°C,1,0,0,1,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,1,#0066b3,0,0,0
650,159,Wilgotność,HR1,,,2,1,%RH,,0,0,2,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,1,#0066b3,0,0,0
653,160,Temperatura,HR0,,,2,1,°C,1,0,0,1,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,1,#0066b3,0,0,0
652,160,Wilgotność,HR1,,,2,1,%RH,,0,0,2,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,1,#0066b3,0,0,0
655,161,Temperatura,HR0,,,2,1,°C,1,0,0,1,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,1,#0066b3,0,0,0
654,161,Wilgotność,HR1,,,2,1,%RH,,0,0,2,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,1,#0066b3,0,0,0
657,162,Temperatura,HR0,,,2,1,°C,1,0,0,1,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,1,#0066b3,0,0,0
656,162,Wilgotność,HR1,,,2,1,%RH,,0,0,2,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,1,#0066b3,0,0,0
659,163,Temperatura,HR0,,,2,1,°C,1,0,0,1,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,1,#0066b3,0,0,0
658,163,Wilgotność,HR1,,,2,1,%RH,,0,0,2,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,1,#0066b3,0,0,0
661,164,Temperatura,HR0,,,2,1,°C,1,0,0,1,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,1,#0066b3,0,0,0
660,164,Wilgotność,HR1,,,2,1,%RH,,0,0,2,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,1,#0066b3,0,0,0
663,165,Temperatura,HR0,,,2,1,°C,1,0,0,1,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,1,#0066b3,0,0,0
662,165,Wilgotność,HR1,,,2,1,%RH,,0,0,2,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,1,#0066b3,0,0,0
665,166,Temperatura,HR0,,,2,1,°C,1,0,0,1,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,1,#0066b3,0,0,0
664,166,Wilgotność,HR1,,,2,1,%RH,,0,0,2,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,1,#0066b3,0,0,0
667,167,Temperatura,HR0,,,2,1,°C,1,0,0,1,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,1,#0066b3,0,0,0
666,167,Wilgotność,HR1,,,2,1,%RH,,0,0,2,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,1,#0066b3,0,0,0
669,168,Temperatura,HR0,,,2,1,°C,1,0,0,1,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,1,#0066b3,0,0,0
668,168,Wilgotność,HR1,,,2,1,%RH,,0,0,2,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,1,#0066b3,0,0,0
671,169,Temperatura,HR0,,,2,1,°C,1,0,0,1,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,1,#0066b3,0,0,0
670,169,Wilgotność,HR1,,,2,1,%RH,,0,0,2,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,1,#0066b3,0,0,0
673,170,Temperatura,HR0,,,2,1,°C,1,0,0,1,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,1,#0066b3,0,0,0
672,170,Wilgotność,HR1,,,2,1,%RH,,0,0,2,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,1,#0066b3,0,0,0
675,171,Temperatura,HR0,,,2,1,°C,1,0,0,1,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,1,#0066b3,0,0,0
674,171,Wilgotność,HR1,,,2,1,%RH,,0,0,2,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,1,#0066b3,0,0,0
677,172,Temperatura,HR0,,,2,1,°C,1,0,0,1,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,1,#0066b3,0,0,0
676,172,Wilgotność,HR1,,,2,1,%RH,,0,0,2,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,1,#0066b3,0,0,0
679,173,Temperatura,HR0,,,2,1,°C,1,0,0,1,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,1,#0066b3,0,0,0
678,173,Wilgotność,HR1,,,2,1,%RH,,0,0,2,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,1,#0066b3,0,0,0
681,174,Temperatura,HR0,,,2,1,°C,1,0,0,1,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,1,#0066b3,0,0,0
680,174,Wilgotność,HR1,,,2,1,%RH,,0,0,2,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,1,#0066b3,0,0,0
683,175,Temperatura,HR0,,,2,1,°C,1,0,0,1,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,1,#0066b3,0,0,0
682,175,Wilgotność,HR1,,,2,1,%RH,,0,0,2,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,1,#0066b3,0,0,0
685,176,Temperatura,HR0,,,2,1,°C,1,0,0,1,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,1,#0066b3,0,0,0
684,176,Wilgotność,HR1,,,2,1,%RH,,0,0,2,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,1,#0066b3,0,0,0
687,177,Temperatura,HR0,,,2,1,°C,1,0,0,1,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,1,#0066b3,0,0,0
686,177,Wilgotność,HR1,,,2,1,%RH,,0,0,2,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,1,#0066b3,0,0,0
689,178,Temperatura,HR0,,,2,1,°C,1,0,0,1,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,1,#0066b3,0,0,0
688,178,Wilgotność,HR1,,,2,1,%RH,,0,0,2,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,1,#0066b3,0,0,0
691,179,Temperatura,HR0,,,2,1,°C,1,0,0,1,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,1,#0066b3,0,0,0
690,179,Wilgotność,HR1,,,2,1,%RH,,0,0,2,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,1,#0066b3,0,0,0
693,180,Temperatura,HR0,,,2,1,°C,1,0,0,1,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,1,#0066b3,0,0,0
692,180,Wilgotność,HR1,,,2,1,%RH,,0,0,2,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,1,#0066b3,0,0,0
695,181,Temperatura,HR0,,,2,1,°C,1,0,0,1,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,1,#0066b3,0,0,0
694,181,Wilgotność,HR1,,,2,1,%RH,,0,0,2,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,1,#0066b3,0,0,0
697,182,Temperatura,HR0,,,2,1,°C,1,0,0,1,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,1,#0066b3,0,0,0
696,182,Wilgotność,HR1,,,2,1,%RH,,0,0,2,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,1,#0066b3,0,0,0
699,183,Temperatura,HR0,,,2,1,°C,1,0,0,1,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,1,#0066b3,0,0,0
698,183,Wilgotność,HR1,,,2,1,%RH,,0,0,2,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,1,#0066b3,0,0,0
701,184,Temperatura,HR0,,,2,1,°C,1,0,0,1,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,1,#0066b3,0,0,0
700,184,Wilgotność,HR1,,,2,1,%RH,,0,0,2,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,1,#0066b3,0,0,0
703,185,Temperatura,HR0,,,2,1,°C,1,0,0,1,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,1,#0066b3,0,0,0
702,185,Wilgotność,HR1,,,2,1,%RH,,0,0,2,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,1,#0066b3,0,0,0
705,186,Temperatura,HR0,,,2,1,°C,1,0,0,1,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,1,#0066b3,0,0,0
704,186,Wilgotność,HR1,,,2,1,%RH,,0,0,2,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,1,#0066b3,0,0,0
707,187,Temperatura,HR0,,,2,1,°C,1,0,0,1,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,1,#0066b3,0,0,0
706,187,Wilgotność,HR1,,,2,1,%RH,,0,0,2,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,1,#0066b3,0,0,0
709,188,Temperatura,HR0,,,2,1,°C,1,0,0,1,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,1,#0066b3,0,0,0
708,188,Wilgotność,HR1,,,2,1,%RH,,0,0,2,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,1,#0066b3,0,0,0
711,189,Temperatura,HR0,,,2,1,°C,1,0,0,1,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,1,#0066b3,0,0,0
710,189,Wilgotność,HR1,,,2,1,%RH,,0,0,2,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,1,#0066b3,0,0,0
713,190,Temperatura,HR0,,,2,1,°C,1,0,0,1,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,1,#0066b3,0,0,0
712,190,Wilgotność,HR1,,,2,1,%RH,,0,0,2,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,1,#0066b3,0,0,0
715,191,Temperatura,HR0,,,2,1,°C,1,0,0,1,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,1,#0066b3,0,0,0
714,191,Wilgotność,HR1,,,2,1,%RH,,0,0,2,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,1,#0066b3,0,0,0
717,192,Temperatura,HR0,,,2,1,°C,1,0,0,1,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,1,#0066b3,0,0,0
716,192,Wilgotność,HR1,,,2,1,%RH,,0,0,2,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,1,#0066b3,0,0,0
719,193,Temperatura,HR0,,,2,1,°C,1,0,0,1,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,1,#0066b3,0,0,0
718,193,Wilgotność,HR1,,,2,1,%RH,,0,0,2,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,1,#0066b3,0,0,0
721,194,Temperatura,HR0,,,2,1,°C,1,0,0,1,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,1,#0066b3,0,0,0
720,194,Wilgotność,HR1,,,2,1,%RH,,0,0,2,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,1,#0066b3,0,0,0
1981,196,Napiecie,IR0,,,3,5,V,1,0,0,1,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,0,#0066b3,0,0,0
1983,196,Moc czynna,IR12,,,3,5,W,1,0,0,3,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,1,#0066b3,0,0,0
1984,196,Moc pozorna,IR18,,,3,5,VA,1,0,0,4,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,1,#0066b3,0,0,0
1985,196,Moc bierna,IR24,,,3,5,var,1,0,0,5,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,1,#0066b3,0,0,0
1986,196,Wspolczynnik mocy,IR30,,,3,5,,1,0,0,6,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,0,#0066b3,0,0,0
1993,196,Cal. energia czynna,IR342,,,3,5,kWh,1,0,0,13,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,1,#0066b3,0,0,0
1994,196,Cal. energia bierna,IR344,,,3,5,kvarh,1,0,0,14,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,1,#0066b3,0,0,0
1987,196,Kat fazowy,IR36,,,3,5,o,1,0,0,7,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,0,#0066b3,0,0,0
1982,196,Prad,IR6,,,3,5,A,1,0,0,2,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,0,#0066b3,0,0,0
1988,196,Czestotliwosc,IR70,,,3,5,Hz,1,0,0,8,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,0,#0066b3,0,0,0
1989,196,Imp. energia czynna,IR72,,,3,5,kWh,1,0,0,9,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,0,#0066b3,0,0,0
1990,196,Exp. energia czynna,IR74,,,3,5,kWh,1,0,0,10,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,0,#0066b3,0,0,0
1991,196,Imp. energia bierna,IR76,,,3,5,kvarh,1,0,0,11,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,0,#0066b3,0,0,0
1992,196,Exp. energia bierna,IR78,,,3,5,kvarh,1,0,0,12,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,0,#0066b3,0,0,0
1995,197,Napiecie,IR0,,,3,5,V,1,0,0,1,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,0,#0066b3,0,0,0
1997,197,Moc czynna,IR12,,,3,5,W,1,0,0,3,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,1,#0066b3,0,0,0
1998,197,Moc pozorna,IR18,,,3,5,VA,1,0,0,4,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,1,#0066b3,0,0,0
1999,197,Moc bierna,IR24,,,3,5,var,1,0,0,5,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,1,#0066b3,0,0,0
2000,197,Wspolczynnik mocy,IR30,,,3,5,,1,0,0,6,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,0,#0066b3,0,0,0
2007,197,Cal. energia czynna,IR342,,,3,5,kWh,1,0,0,13,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,1,#0066b3,0,0,0
2008,197,Cal. energia bierna,IR344,,,3,5,kvarh,1,0,0,14,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,1,#0066b3,0,0,0
2001,197,Kat fazowy,IR36,,,3,5,o,1,0,0,7,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,0,#0066b3,0,0,0
1996,197,Prad,IR6,,,3,5,A,1,0,0,2,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,0,#0066b3,0,0,0
2002,197,Czestotliwosc,IR70,,,3,5,Hz,1,0,0,8,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,0,#0066b3,0,0,0
2003,197,Imp. energia czynna,IR72,,,3,5,kWh,1,0,0,9,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,0,#0066b3,0,0,0
2004,197,Exp. energia czynna,IR74,,,3,5,kWh,1,0,0,10,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,0,#0066b3,0,0,0
2005,197,Imp. energia bierna,IR76,,,3,5,kvarh,1,0,0,11,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,0,#0066b3,0,0,0
2006,197,Exp. energia bierna,IR78,,,3,5,kvarh,1,0,0,12,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,0,#0066b3,0,0,0
2009,198,Napiecie,IR0,,,3,5,V,1,0,0,1,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,0,#0066b3,0,0,0
2011,198,Moc czynna,IR12,,,3,5,W,1,0,0,3,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,1,#0066b3,0,0,0
2012,198,Moc pozorna,IR18,,,3,5,VA,1,0,0,4,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,1,#0066b3,0,0,0
2013,198,Moc bierna,IR24,,,3,5,var,1,0,0,5,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,1,#0066b3,0,0,0
2014,198,Wspolczynnik mocy,IR30,,,3,5,,1,0,0,6,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,0,#0066b3,0,0,0
2021,198,Cal. energia czynna,IR342,,,3,5,kWh,1,0,0,13,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,1,#0066b3,0,0,0
2022,198,Cal. energia bierna,IR344,,,3,5,kvarh,1,0,0,14,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,1,#0066b3,0,0,0
