id,plcid,title,addr,variable,category,type,value_format,measureUnits,precision_digits,time_duration,priority,order_id,timeformat,modbusAddr,dictid,min_allowed_value,max_allowed_value,normal_color,disabled_color,warning_color,alert_color,has_normal,has_disabled,has_warning,has_alert,save_graph_data,graph_color,save_to_log,delay,disabled
2208,211,Eksportowana energia czynna,IR74,,,3,5,kWH/ MWh,1,0,0,32,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,0,#0066b3,0,0,0
2209,211,Importowana energia bierna,IR76,,,3,5,kVarh/ MVarh,1,0,0,33,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,0,#0066b3,0,0,0
2210,211,Eksportowana energia bierna,IR78,,,3,5,kVarh/ MVarh,1,0,0,34,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,0,#0066b3,0,0,0
2181,211,Natezenie pradu L2,IR8,,,3,5,A,1,0,0,5,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,0,#0066b3,0,0,0
2211,211,Moc pozorna,IR80,,,3,5,kVah/ MVAh,1,0,0,35,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,0,#0066b3,0,0,0
2212,211,Amperogodziny,IR82,,,3,5,Ah/kAh,1,0,0,36,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,0,#0066b3,0,0,0
2213,211,Zapotrzebowanie na moc czynna calkowita,IR84,,,3,5,W,1,0,0,37,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,0,#0066b3,0,0,0
2214,211,Zapotrzebowanie na maksymalna moc czynna,IR86,,,3,5,W,1,0,0,38,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,0,#0066b3,0,0,1
2244,212,Napiecie fazowe L1 (L-N),IR0,,,3,5,V,1,0,0,1,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,0,#0066b3,0,0,0
2249,212,Natezenie pradu L3,IR10,,,3,5,A,1,0,0,6,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,0,#0066b3,0,0,0
2282,212,Zapotrzebowanie na moc pozorna calkowita,IR100,,,3,5,VA,1,0,0,39,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,0,#0066b3,0,0,1
2283,212,Zapotrzebowanie na moc pozorna calkowita,IR102,,,3,5,VA,1,0,0,40,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,0,#0066b3,0,0,1
2284,212,Zapotrzebowanie na sredni prad przewodu neutralnego,IR104,,,3,5,A,1,0,0,41,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,0,#0066b3,0,0,1
2285,212,Zapotrzebowanie na maksymalny prad przewodu neutralnego,IR106,,,3,5,A,1,0,0,42,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,0,#0066b3,0,0,1
2250,212,Moc czynna L1,IR12,,,3,5,W,1,0,0,7,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,0,#0066b3,0,0,0
2251,212,Moc czynna L2,IR14,,,3,5,W,1,0,0,8,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,0,#0066b3,0,0,0
2252,212,Moc czynna L3,IR16,,,3,5,W,1,0,0,9,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,0,#0066b3,0,0,0
2253,212,Moc pozorna L1,IR18,,,3,5,VA,1,0,0,10,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,0,#0066b3,0,0,0
2245,212,Napiecie fazowe L2 (L-N),IR2,,,3,5,V,1,0,0,2,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,0,#0066b3,0,0,0
2254,212,Moc pozorna L2,IR20,,,3,5,VA,1,0,0,11,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,0,#0066b3,0,0,0
2286,212,Napiecie miedzyfazowe L1-L2,IR200,,,3,5,W,1,0,0,43,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,0,#0066b3,0,0,1
2287,212,Napiecie miedzyfazowe L2-L3,IR202,,,3,5,W,1,0,0,44,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,0,#0066b3,0,0,1
2288,212,Napiecie miedzyfazowe L3-L1,IR204,,,3,5,W,1,0,0,45,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,0,#0066b3,0,0,1
2289,212,srednie napiecie miedzyfazowe,IR206,,,3,5,W,1,0,0,46,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,0,#0066b3,0,0,1
2255,212,Moc pozorna L3,IR22,,,3,5,VA,1,0,0,12,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,0,#0066b3,0,0,0
2290,212,Prad przewodu zerowego,IR224,,,3,5,A,1,0,0,47,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,0,#0066b3,0,0,1
2291,212,Wspolczynnik zawartosci harmonicznych napiecia L1-N,IR234,,,3,5,%,1,0,0,48,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,0,#0066b3,0,0,1
2292,212,Wspolczynnik zawartosci harmonicznych napiecia L2-N,IR236,,,3,5,%,1,0,0,49,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,0,#0066b3,0,0,1
2293,212,Wspolczynnik zawartosci harmonicznych napiecia L3-N,IR238,,,3,5,%,1,0,0,50,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,0,#0066b3,0,0,1
2256,212,Moc bierna L1,IR24,,,3,5,Var,1,0,0,13,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,0,#0066b3,0,0,0
2294,212,Harmoniczne pradu fazy 1,IR240,,,3,5,%,1,0,0,51,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,0,#0066b3,0,0,1
2295,212,Harmoniczne pradu fazy 2,IR242,,,3,5,%,1,0,0,52,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,0,#0066b3,0,0,1
2296,212,Harmoniczne pradu fazy 3,IR244,,,3,5,%,1,0,0,53,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,0,#0066b3,0,0,1
2297,212,srednia harmoniczna napiec fazowych,IR248,,,3,5,%,1,0,0,54,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,0,#0066b3,0,0,1
2298,212,srednia harmoniczna pradow fazowych,IR250,,,3,5,%,1,0,0,55,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,0,#0066b3,0,0,1
2299,212,Zapotrzebowanie pradu fazy 1,IR258,,,3,5,A,1,0,0,56,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,0,#0066b3,0,0,1
2257,212,Moc bierna L2,IR26,,,3,5,Var,1,0,0,14,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,0,#0066b3,0,0,0
2300,212,Zapotrzebowanie pradu fazy 2,IR260,,,3,5,A,1,0,0,57,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,0,#0066b3,0,0,1
2301,212,Zapotrzebowanie pradu fazy 3,IR262,,,3,5,A,1,0,0,58,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,0,#0066b3,0,0,1
2302,212,Zapotrzebowanie maksymalnego pradu L1,IR264,,,3,5,A,1,0,0,59,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,0,#0066b3,0,0,1
2303,212,Zapotrzebowanie maksymalnego pradu L1,IR266,,,3,5,A,1,0,0,60,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,0,#0066b3,0,0,1
2304,212,Zapotrzebowanie maksymalnego pradu L1,IR268,,,3,5,A,1,0,0,61,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,0,#0066b3,0,0,1
2258,212,Moc bierna L3,IR28,,,3,5,Var,1,0,0,15,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,0,#0066b3,0,0,0
2259,212,Wspolczynnik mocy L1,IR30,,,3,5,,1,0,0,16,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,0,#0066b3,0,0,0
2260,212,Wspolczynnik mocy L2,IR32,,,3,5,,1,0,0,17,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,0,#0066b3,0,0,0
2305,212,Harmoniczna napiecia miedzyfazowego L1-L2,IR334,,,3,5,%,1,0,0,62,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,0,#0066b3,0,0,1
2306,212,Harmoniczna napiecia miedzyfazowego L2-L3,IR336,,,3,5,%,1,0,0,63,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,0,#0066b3,0,0,1
2307,212,Harmoniczna napiecia miedzyfazowego L3-L1,IR338,,,3,5,%,1,0,0,64,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,0,#0066b3,0,0,1
2261,212,Wspolczynnik mocy L3,IR34,,,3,5,,1,0,0,18,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,0,#0066b3,0,0,0
2308,212,srednia harmoniczna napiec miedzyfazowych,IR340,,,3,5,%,1,0,0,65,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,0,#0066b3,0,0,1
2309,212,Calkowita energia czynna,IR342,,,3,5,kWh,1,0,0,66,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,1,#0066b3,0,0,0
2310,212,Calkowita energia bierna,IR344,,,3,5,kVarh,1,0,0,67,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,1,#0066b3,0,0,0
2262,212,Kat fazowy L1,IR36,,,3,5,o,1,0,0,19,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,0,#0066b3,0,0,0
2263,212,Kat fazowy L2,IR38,,,3,5,o,1,0,0,20,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,0,#0066b3,0,0,0
2246,212,Napiecie fazowe L3 (L-N),IR4,,,3,5,V,1,0,0,3,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,0,#0066b3,0,0,0
2264,212,Kat fazowy L3,IR40,,,3,5,o,1,0,0,21,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,0,#0066b3,0,0,0
2265,212,srednie napiecie fazowe miedzy przewodem fazowym a neutralnym,IR42,,,3,5,V,1,0,0,22,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,0,#0066b3,0,0,0
2266,212,srednie natezenie liniowe,IR46,,,3,5,A,1,0,0,23,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,0,#0066b3,0,0,0
2267,212,Suma pradow fazowych,IR48,,,3,5,A,1,0,0,24,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,0,#0066b3,0,0,0
2268,212,Calkowita moc ukladu,IR52,,,3,5,W,1,0,0,25,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,1,#0066b3,0,0,0
2269,212,Calkowita moc pozorna ukladu,IR56,,,3,5,VA,1,0,0,26,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,1,#0066b3,0,0,0
2247,212,Natezenie pradu L1,IR6,,,3,5,A,1,0,0,4,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,0,#0066b3,0,0,0
2270,212,Calkowita moc bierna ukladu,IR60,,,3,5,Var,1,0,0,27,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,1,#0066b3,0,0,0
2271,212,Wspolczynnik mocy ukladu,IR62,,,3,5,,1,0,0,28,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,0,#0066b3,0,0,0
2272,212,Kat fazowy ukladu,IR66,,,3,5,o,1,0,0,29,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,0,#0066b3,0,0,0
2273,212,Czestotliwosc napiecia zasilania,IR70,,,3,5,Hz,1,0,0,30,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,0,#0066b3,0,0,0
2274,212,Importowana energia czynna,IR72,,,3,5,kWh/ MWh,1,0,0,31,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,0,#0066b3,0,0,0
2275,212,Eksportowana energia czynna,IR74,,,3,5,kWH/ MWh,1,0,0,32,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,0,#0066b3,0,0,0
2276,212,Importowana energia bierna,IR76,,,3,5,kVarh/ MVarh,1,0,0,33,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,0,#0066b3,0,0,0
2277,212,Eksportowana energia bierna,IR78,,,3,5,kVarh/ MVarh,1,0,0,34,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,0,#0066b3,0,0,0
2248,212,Natezenie pradu L2,IR8,,,3,5,A,1,0,0,5,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,0,#0066b3,0,0,0
2278,212,Moc pozorna,IR80,,,3,5,kVah/ MVAh,1,0,0,35,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,0,#0066b3,0,0,0
2279,212,Amperogodziny,IR82,,,3,5,Ah/kAh,1,0,0,36,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,0,#0066b3,0,0,0
2280,212,Zapotrzebowanie na moc czynna calkowita,IR84,,,3,5,W,1,0,0,37,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,0,#0066b3,0,0,0
2281,212,Zapotrzebowanie na maksymalna moc czynna,IR86,,,3,5,W,1,0,0,38,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,0,#0066b3,0,0,1
2311,213,Napiecie fazowe L1 (L-N),IR0,,,3,5,V,1,0,0,1,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,0,#0066b3,0,0,0
2316,213,Natezenie pradu L3,IR10,,,3,5,A,1,0,0,6,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,0,#0066b3,0,0,0
2349,213,Zapotrzebowanie na moc pozorna calkowita,IR100,,,3,5,VA,1,0,0,39,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,0,#0066b3,0,0,1
2350,213,Zapotrzebowanie na moc pozorna calkowita,IR102,,,3,5,VA,1,0,0,40,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,0,#0066b3,0,0,1
2351,213,Zapotrzebowanie na sredni prad przewodu neutralnego,IR104,,,3,5,A,1,0,0,41,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,0,#0066b3,0,0,1
2352,213,Zapotrzebowanie na maksymalny prad przewodu neutralnego,IR106,,,3,5,A,1,0,0,42,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,0,#0066b3,0,0,1
2317,213,Moc czynna L1,IR12,,,3,5,W,1,0,0,7,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,0,#0066b3,0,0,0
2318,213,Moc czynna L2,IR14,,,3,5,W,1,0,0,8,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,0,#0066b3,0,0,0
2319,213,Moc czynna L3,IR16,,,3,5,W,1,0,0,9,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,0,#0066b3,0,0,0
2320,213,Moc pozorna L1,IR18,,,3,5,VA,1,0,0,10,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,0,#0066b3,0,0,0
2312,213,Napiecie fazowe L2 (L-N),IR2,,,3,5,V,1,0,0,2,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,0,#0066b3,0,0,0
2321,213,Moc pozorna L2,IR20,,,3,5,VA,1,0,0,11,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,0,#0066b3,0,0,0
2353,213,Napiecie miedzyfazowe L1-L2,IR200,,,3,5,W,1,0,0,43,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,0,#0066b3,0,0,1
2354,213,Napiecie miedzyfazowe L2-L3,IR202,,,3,5,W,1,0,0,44,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,0,#0066b3,0,0,1
2355,213,Napiecie miedzyfazowe L3-L1,IR204,,,3,5,W,1,0,0,45,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,0,#0066b3,0,0,1
2356,213,srednie napiecie miedzyfazowe,IR206,,,3,5,W,1,0,0,46,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,0,#0066b3,0,0,1
2322,213,Moc pozorna L3,IR22,,,3,5,VA,1,0,0,12,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,0,#0066b3,0,0,0
2357,213,Prad przewodu zerowego,IR224,,,3,5,A,1,0,0,47,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,0,#0066b3,0,0,1
2358,213,Wspolczynnik zawartosci harmonicznych napiecia L1-N,IR234,,,3,5,%,1,0,0,48,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,0,#0066b3,0,0,1
2359,213,Wspolczynnik zawartosci harmonicznych napiecia L2-N,IR236,,,3,5,%,1,0,0,49,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,0,#0066b3,0,0,1
2360,213,Wspolczynnik zawartosci harmonicznych napiecia L3-N,IR238,,,3,5,%,1,0,0,50,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,0,#0066b3,0,0,1
2323,213,Moc bierna L1,IR24,,,3,5,Var,1,0,0,13,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,0,#0066b3,0,0,0
2361,213,Harmoniczne pradu fazy 1,IR240,,,3,5,%,1,0,0,51,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,0,#0066b3,0,0,1
2362,213,Harmoniczne pradu fazy 2,IR242,,,3,5,%,1,0,0,52,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,0,#0066b3,0,0,1
2363,213,Harmoniczne pradu fazy 3,IR244,,,3,5,%,1,0,0,53,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,0,#0066b3,0,0,1
2364,213,srednia harmoniczna napiec fazowych,IR248,,,3,5,%,1,0,0,54,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,0,#0066b3,0,0,1
2365,213,srednia harmoniczna pradow fazowych,IR250,,,3,5,%,1,0,0,55,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,0,#0066b3,0,0,1
2366,213,Zapotrzebowanie pradu fazy 1,IR258,,,3,5,A,1,0,0,56,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,0,#0066b3,0,0,1
2324,213,Moc bierna L2,IR26,,,3,5,Var,1,0,0,14,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,0,#0066b3,0,0,0
2367,213,Zapotrzebowanie pradu fazy 2,IR260,,,3,5,A,1,0,0,57,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,0,#0066b3,0,0,1
2368,213,Zapotrzebowanie pradu fazy 3,IR262,,,3,5,A,1,0,0,58,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,0,#0066b3,0,0,1
2369,213,Zapotrzebowanie maksymalnego pradu L1,IR264,,,3,5,A,1,0,0,59,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,0,#0066b3,0,0,1
2370,213,Zapotrzebowanie maksymalnego pradu L1,IR266,,,3,5,A,1,0,0,60,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,0,#0066b3,0,0,1
2371,213,Zapotrzebowanie maksymalnego pradu L1,IR268,,,3,5,A,1,0,0,61,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,0,#0066b3,0,0,1
2325,213,Moc bierna L3,IR28,,,3,5,Var,1,0,0,15,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,0,#0066b3,0,0,0
2326,213,Wspolczynnik mocy L1,IR30,,,3,5,,1,0,0,16,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,0,#0066b3,0,0,0
2327,213,Wspolczynnik mocy L2,IR32,,,3,5,,1,0,0,17,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,0,#0066b3,0,0,0
2372,213,Harmoniczna napiecia miedzyfazowego L1-L2,IR334,,,3,5,%,1,0,0,62,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,0,#0066b3,0,0,1
2373,213,Harmoniczna napiecia miedzyfazowego L2-L3,IR336,,,3,5,%,1,0,0,63,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,0,#0066b3,0,0,1
2374,213,Harmoniczna napiecia miedzyfazowego L3-L1,IR338,,,3,5,%,1,0,0,64,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,0,#0066b3,0,0,1
2328,213,Wspolczynnik mocy L3,IR34,,,3,5,,1,0,0,18,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,0,#0066b3,0,0,0
2375,213,srednia harmoniczna napiec miedzyfazowych,IR340,,,3,5,%,1,0,0,65,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,0,#0066b3,0,0,1
2376,213,Calkowita energia czynna,IR342,,,3,5,kWh,1,0,0,66,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,1,#0066b3,0,0,0
2377,213,Calkowita energia bierna,IR344,,,3,5,kVarh,1,0,0,67,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,1,#0066b3,0,0,0
2329,213,Kat fazowy L1,IR36,,,3,5,o,1,0,0,19,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,0,#0066b3,0,0,0
2330,213,Kat fazowy L2,IR38,,,3,5,o,1,0,0,20,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,0,#0066b3,0,0,0
2313,213,Napiecie fazowe L3 (L-N),IR4,,,3,5,V,1,0,0,3,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,0,#0066b3,0,0,0
2331,213,Kat fazowy L3,IR40,,,3,5,o,1,0,0,21,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,0,#0066b3,0,0,0
2332,213,srednie napiecie fazowe miedzy przewodem fazowym a neutralnym,IR42,,,3,5,V,1,0,0,22,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,0,#0066b3,0,0,0
2333,213,srednie natezenie liniowe,IR46,,,3,5,A,1,0,0,23,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,0,#0066b3,0,0,0
2334,213,Suma pradow fazowych,IR48,,,3,5,A,1,0,0,24,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,0,#0066b3,0,0,0
2335,213,Calkowita moc ukladu,IR52,,,3,5,W,1,0,0,25,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,1,#0066b3,0,0,0
2336,213,Calkowita moc pozorna ukladu,IR56,,,3,5,VA,1,0,0,26,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,1,#0066b3,0,0,0
2314,213,Natezenie pradu L1,IR6,,,3,5,A,1,0,0,4,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,0,#0066b3,0,0,0
2337,213,Calkowita moc bierna ukladu,IR60,,,3,5,Var,1,0,0,27,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,1,#0066b3,0,0,0
2338,213,Wspolczynnik mocy ukladu,IR62,,,3,5,,1,0,0,28,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,0,#0066b3,0,0,0
2339,213,Kat fazowy ukladu,IR66,,,3,5,o,1,0,0,29,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,0,#0066b3,0,0,0
2340,213,Czestotliwosc napiecia zasilania,IR70,,,3,5,Hz,1,0,0,30,Y-m-d H:i:s,,0,,,#34d357,#cccccc,#f0b518,#ee434d,0,0,0,0,0,#0066b3,0,0,0
