,365_APAR_511.11,369_APAR_512.12,373_APAR_513.13,377_APAR_514.14,381_APAR_515.15,385_APAR_516.16,389_APAR_517.17,393_APAR_518.18,397_APAR_519.19,401_APAR_520.20,405_APAR_521.21,409_APAR_522.22,413_APAR_523.23,691_FIF_504.4,693_FIF_505.5,695_FIF_506.6
,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg
Time,,,,,,,,,,,,,,,,
2019-02-10 23:45:36,23.4,23.3,18.1,13.2,8.5,22.9,22.8,21.1,19.1,22.6,22.5,21.0,18.9,22.4,25.1,22.3
2019-02-10 23:52:48,23.4,23.3,18.1,13.2,8.5,22.9,22.8,21.1,19.1,22.6,22.5,20.9,18.9,22.4,25.0,22.2
2019-02-11 00:00:00,23.4,23.3,18.1,13.2,8.5,22.9,22.8,21.1,19.1,22.6,22.5,20.9,18.9,22.4,25.0,22.2
2019-02-11 00:07:12,23.4,23.3,18.1,13.2,8.5,22.9,22.8,21.1,19.1,22.5,22.5,20.9,18.9,22.3,25.0,22.2
2019-02-11 00:14:24,23.4,23.3,18.1,13.2,8.5,22.9,22.8,21.1,19.1,22.5,22.5,20.9,18.9,22.3,25.0,22.2
2019-02-11 00:21:36,23.3,23.2,18.1,13.1,8.5,22.9,22.8,21.1,19.1,22.5,22.4,20.9,18.9,22.3,25.0,22.1
2019-02-11 00:28:48,23.3,23.2,18.1,13.1,8.5,22.9,22.8,21.1,19.1,22.5,22.4,20.9,18.9,22.3,25.0,22.1
2019-02-11 00:36:00,23.3,23.2,18.0,13.1,8.5,22.9,22.8,21.1,19.1,22.5,22.4,20.9,18.9,22.3,25.0,22.1
2019-02-11 00:43:12,23.3,23.2,18.0,13.1,8.5,22.9,22.8,21.1,19.1,22.5,22.4,20.9,18.9,22.3,25.0,22.1
2019-02-11 00:50:24,23.3,23.2,18.0,13.1,8.4,22.9,22.8,21.1,19.1,22.4,22.4,20.9,18.9,22.3,25.0,22.1
2019-02-11 00:57:36,23.3,23.2,18.0,13.1,8.4,22.9,22.8,21.1,19.1,22.4,22.4,20.9,18.9,22.3,25.0,22.1
2019-02-11 01:04:48,23.3,23.2,18.0,13.1,8.4,22.9,22.8,21.1,19.1,22.4,22.3,20.8,18.8,22.3,25.0,22.1
2019-02-11 01:12:00,23.3,23.2,18.0,13.1,8.4,22.9,22.8,21.1,19.1,22.4,22.3,20.8,18.8,22.3,25.0,22.1
2019-02-11 01:19:12,23.3,23.2,18.0,13.1,8.4,22.9,22.8,21.1,19.1,22.4,22.3,20.8,18.8,22.3,25.0,22.1
2019-02-11 01:26:24,23.3,23.2,18.0,13.1,8.4,22.9,22.8,21.1,19.1,22.4,22.3,20.8,18.8,22.3,25.0,22.1
2019-02-11 01:33:36,23.3,23.2,18.0,13.1,8.4,22.9,22.8,21.1,19.1,22.3,22.3,20.8,18.8,22.3,25.0,22.0
2019-02-11 01:40:48,23.3,23.2,18.0,13.1,8.4,22.9,22.8,21.1,19.1,22.3,22.3,20.8,18.8,22.3,25.0,22.0
2019-02-11 01:48:00,23.3,23.2,18.0,13.1,8.4,22.9,22.8,21.1,19.1,22.3,22.2,20.8,18.8,22.3,25.0,22.0
2019-02-11 01:55:12,23.3,23.2,18.0,13.1,8.4,22.9,22.8,21.1,19.1,22.3,22.2,20.8,18.8,22.3,25.0,22.0
2019-02-11 02:02:24,23.3,23.2,18.0,13.0,8.4,22.9,22.8,21.1,19.1,22.3,22.2,20.7,18.8,22.2,25.0,22.0
2019-02-11 02:09:36,23.3,23.2,18.0,13.0,8.4,22.9,22.8,21.1,19.1,22.3,22.2,20.7,18.8,22.2,25.0,22.0
2019-02-11 02:16:48,23.3,23.2,18.0,13.0,8.4,22.9,22.8,21.1,19.1,22.2,22.2,20.7,18.8,22.2,25.0,22.0
2019-02-11 02:24:00,23.3,23.2,18.0,13.0,8.4,22.9,22.8,21.1,19.1,22.2,22.2,20.7,18.8,22.2,25.0,22.0
2019-02-11 02:31:12,23.3,23.2,18.0,13.0,8.4,22.9,22.8,21.1,19.1,22.2,22.1,20.7,18.8,22.2,25.0,21.9
2019-02-11 02:38:24,23.3,23.2,18.0,13.0,8.4,22.9,22.8,21.1,19.1,22.2,22.1,20.7,18.8,22.2,25.0,21.9
