,304_APAR_411.11,308_APAR_412.12,312_APAR_413.13,316_APAR_414.14,320_APAR_415.15,324_APAR_416.16,328_APAR_417.17,332_APAR_418.18,336_APAR_419.19,340_APAR_420.20,344_APAR_421.21,348_APAR_422.22,352_APAR_423.23,356_APAR_424.24,360_APAR_425.25,680_FIF_402.2,682_FIF_403.3,684_FIF_404.4,686_FIF_405.5,688_FIF_406.6
,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg
Time,,,,,,,,,,,,,,,,,,,,
2019-02-10 23:45:36,27.6,28.9,31.9,44.6,49.1,25.5,27.1,30.2,38.8,52.2,25.8,26.4,28.3,49.7,75.3,25.0,22.0,26.0,28.0,25.0
2019-02-10 23:52:48,27.6,28.9,31.9,44.6,49.1,25.5,27.2,30.2,38.8,52.2,25.8,26.4,28.3,49.6,75.2,25.0,22.0,26.0,28.0,25.0
2019-02-11 00:00:00,27.6,28.9,31.9,44.6,49.1,25.5,27.2,30.2,38.8,52.2,25.8,26.4,28.3,49.6,75.2,25.0,22.0,26.0,28.0,25.0
2019-02-11 00:07:12,27.6,28.9,31.9,44.6,49.1,25.5,27.1,30.2,38.8,52.2,25.8,26.4,28.3,49.6,75.2,25.0,22.0,26.0,28.0,25.0
2019-02-11 00:14:24,27.6,28.9,31.9,44.6,49.1,25.5,27.1,30.2,38.8,52.2,25.8,26.4,28.3,49.6,75.2,25.0,22.0,26.0,28.0,25.0
2019-02-11 00:21:36,27.6,28.9,31.9,44.6,49.1,25.5,27.2,30.2,38.8,52.2,25.8,26.4,28.3,49.6,75.2,25.0,22.0,26.0,28.0,25.0
2019-02-11 00:28:48,27.6,28.9,31.9,44.6,49.1,25.5,27.2,30.2,38.8,52.2,25.8,26.4,28.3,49.6,75.2,25.0,22.0,26.0,28.0,25.0
2019-02-11 00:36:00,27.6,29.0,31.9,44.5,49.1,25.5,27.2,30.2,38.8,52.1,25.8,26.4,28.3,49.6,75.2,25.0,22.0,26.0,28.0,25.0
2019-02-11 00:43:12,27.6,29.0,31.9,44.5,49.1,25.5,27.2,30.2,38.8,52.1,25.8,26.4,28.3,49.6,75.2,25.0,22.0,26.0,28.0,25.0
2019-02-11 00:50:24,27.6,29.0,31.9,44.5,49.1,25.5,27.2,30.2,38.8,52.1,25.8,26.4,28.3,49.5,75.2,25.0,22.0,26.0,28.0,25.0
