,252_APAR_314.14,256_APAR_315.15,260_APAR_316.16,264_APAR_317.17,268_APAR_318.18,272_APAR_319.19,276_APAR_320.20,280_APAR_321.21,284_APAR_322.22,288_APAR_323.23,292_APAR_324.24,296_APAR_325.25,300_APAR_326.26,666_FIF_304.4,668_FIF_305.5,670_FIF_306.6,672_FIF_310.10,674_FIF_311.11,676_FIF_312.12,678_FIF_313.13
,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg
Time,,,,,,,,,,,,,,,,,,,,
2019-02-10 23:45:36,26.1,26.6,27.5,42.4,80.3,35.7,37.5,39.8,48.4,27.0,27.5,32.6,39.5,31.0,27.16129,27.0,,,53.516129,24.967742
2019-02-10 23:52:48,26.1,26.6,27.5,42.4,80.3,35.7,37.4,39.8,48.4,27.0,27.5,32.6,39.5,31.0,27.193548,27.0,,,53.967742,25.0
2019-02-11 00:00:00,26.1,26.6,27.5,42.4,80.3,35.7,37.4,39.8,48.4,27.0,27.5,32.6,39.5,31.0,27.193548,27.0,,,53.967742,25.0
2019-02-11 00:07:12,26.1,26.6,27.5,42.4,80.3,35.7,37.4,39.8,48.4,27.0,27.5,32.6,39.4,31.0,27.193548,27.0,,,53.741935,25.0
2019-02-11 00:14:24,26.1,26.6,27.5,42.4,80.3,35.7,37.4,39.8,48.4,27.0,27.5,32.6,39.4,31.0,27.193548,27.0,,,53.741935,25.0
2019-02-11 00:21:36,26.1,26.5,27.5,42.4,80.3,35.7,37.4,39.8,48.4,27.0,27.5,32.6,39.4,31.0,27.09375,27.0,,,53.65625,25.0
2019-02-11 00:28:48,26.1,26.5,27.5,42.4,80.3,35.7,37.4,39.8,48.4,27.0,27.5,32.6,39.4,31.0,27.09375,27.0,,,53.65625,25.0
2019-02-11 00:36:00,26.1,26.5,27.5,42.3,80.2,35.7,37.4,39.8,48.4,27.0,27.5,32.6,39.4,31.0,27.064516,27.0,,,54.322581,24.967742
2019-02-11 00:43:12,26.1,26.5,27.5,42.3,80.2,35.7,37.4,39.8,48.4,27.0,27.5,32.6,39.4,31.0,27.064516,27.0,,,54.322581,24.967742
2019-02-11 00:50:24,26.1,26.5,27.5,42.3,80.2,35.7,37.4,39.8,48.4,27.0,27.5,32.6,39.4,30.96875,27.0625,27.0,,,55.375,24.9375
2019-02-11 00:57:36,26.1,26.5,27.5,42.3,80.2,35.7,37.4,39.8,48.4,27.0,27.5,32.6,39.4,30.96875,27.0625,27.0,,,55.375,24.9375
