,364_APAR_511.11,368_APAR_512.12,372_APAR_513.13,376_APAR_514.14,380_APAR_515.15,384_APAR_516.16,388_APAR_517.17,392_APAR_518.18,396_APAR_519.19,400_APAR_520.20,404_APAR_521.21,408_APAR_522.22,412_APAR_523.23,690_FIF_504.4,692_FIF_505.5,694_FIF_506.6
,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg
Time,,,,,,,,,,,,,,,,
2019-02-10 23:45:36,27.2,27.3,37.1,50.2,67.1,37.0,37.7,39.5,44.4,25.0,25.7,32.1,36.3,28.0,26.0,26.806452
2019-02-10 23:52:48,27.2,27.3,37.1,50.1,67.1,37.0,37.7,39.5,44.4,25.0,25.7,32.1,36.3,28.0,26.0,26.83871
2019-02-11 00:00:00,27.2,27.3,37.1,50.1,67.1,37.0,37.7,39.5,44.4,25.0,25.7,32.1,36.3,28.0,26.0,26.83871
2019-02-11 00:07:12,27.2,27.3,37.1,50.1,67.0,37.0,37.7,39.5,44.4,25.0,25.7,32.1,36.3,28.0,26.0,26.935484
2019-02-11 00:14:24,27.2,27.3,37.1,50.1,67.0,37.0,37.7,39.5,44.4,25.0,25.7,32.1,36.3,28.0,26.0,26.935484
2019-02-11 00:21:36,27.2,27.3,37.1,50.1,67.0,37.0,37.7,39.5,44.4,25.0,25.7,32.1,36.2,28.0,26.0,27.0
2019-02-11 00:28:48,27.2,27.3,37.1,50.1,67.0,37.0,37.7,39.5,44.4,25.0,25.7,32.1,36.2,28.0,26.0,27.0
2019-02-11 00:36:00,27.2,27.3,37.0,50.0,67.0,36.9,37.7,39.5,44.4,25.0,25.6,32.1,36.2,28.0,26.0,26.870968
2019-02-11 00:43:12,27.2,27.3,37.0,50.0,67.0,36.9,37.7,39.5,44.4,25.0,25.6,32.1,36.2,28.0,26.0,26.870968
2019-02-11 00:50:24,27.3,27.3,37.0,50.0,67.0,36.9,37.7,39.5,44.4,25.0,25.6,32.1,36.2,28.0,26.0,26.90625
2019-02-11 00:57:36,27.3,27.3,37.0,50.0,67.0,36.9,37.7,39.5,44.4,25.0,25.6,32.1,36.2,28.0,26.0,26.90625
2019-02-11 01:04:48,27.3,27.3,37.0,50.0,66.9,36.9,37.7,39.5,44.4,25.0,25.6,32.1,36.2,28.0,26.0,26.967742
2019-02-11 01:12:00,27.3,27.3,37.0,50.0,66.9,36.9,37.7,39.5,44.4,25.0,25.6,32.1,36.2,28.0,26.0,26.967742
2019-02-11 01:19:12,27.3,27.3,37.0,49.9,66.9,36.9,37.7,39.5,44.4,25.0,25.6,32.1,36.2,28.0,26.0,26.967742
2019-02-11 01:26:24,27.3,27.3,37.0,49.9,66.9,36.9,37.7,39.5,44.4,25.0,25.6,32.1,36.2,28.0,26.0,26.967742
2019-02-11 01:33:36,27.3,27.3,37.0,49.9,67.0,36.9,37.7,39.5,44.4,25.0,25.7,32.1,36.1,28.0,26.0,26.827586
2019-02-11 01:40:48,27.3,27.3,37.0,49.9,67.0,36.9,37.7,39.5,44.4,25.0,25.7,32.1,36.1,28.0,26.0,26.827586
2019-02-11 01:48:00,27.3,27.3,37.0,49.9,67.0,36.9,37.7,39.5,44.4,25.0,25.6,32.1,36.1,28.0,26.0,26.913043
2019-02-11 01:55:12,27.3,27.3,37.0,49.9,67.0,36.9,37.7,39.5,44.4,25.0,25.6,32.1,36.1,28.0,26.0,26.913043
2019-02-11 02:02:24,27.3,27.3,37.0,49.9,67.0,36.9,37.7,39.5,44.4,25.0,25.7,32.1,36.1,28.0,26.0,26.916667
2019-02-11 02:09:36,27.3,27.3,37.0,49.9,67.0,36.9,37.7,39.5,44.4,25.0,25.7,32.1,36.1,28.0,26.0,26.916667
2019-02-11 02:16:48,27.3,27.3,37.0,49.9,67.0,36.9,37.6,39.5,44.4,25.0,25.7,32.1,36.1,28.0,26.0,27.0
2019-02-11 02:24:00,27.3,27.3,37.0,49.9,67.0,36.9,37.6,39.5,44.4,25.0,25.7,32.1,36.1,28.0,26.0,27.0
2019-02-11 02:31:12,27.2,27.3,36.9,50.0,67.0,36.9,37.7,39.5,44.4,25.1,25.7,32.1,36.1,28.0,26.0,26.96875
2019-02-11 02:38:24,27.2,27.3,36.9,50.0,67.0,36.9,37.7,39.5,44.4,25.1,25.7,32.1,36.1,28.0,26.0,26.96875
