,4340_POG_26.26,4348_POG_27.27,4356_POG_28.28,4364_POG_29.29
,avg,avg,avg,avg
Time,,,,
2019-02-10 23:45:36,2.73,2.82,2.86,2.87
2019-02-10 23:52:48,2.74,2.79,2.81,2.81
2019-02-11 00:00:00,2.74,2.79,2.81,2.81
2019-02-11 00:07:12,2.69,2.75,2.79,2.8
2019-02-11 00:14:24,2.69,2.75,2.79,2.8
2019-02-11 00:21:36,2.67,2.75,2.79,2.78
2019-02-11 00:28:48,2.67,2.75,2.79,2.78
2019-02-11 00:36:00,2.7,2.76,2.78,2.78
2019-02-11 00:43:12,2.7,2.76,2.78,2.78
2019-02-11 00:50:24,2.74,2.87,2.83,2.89
2019-02-11 00:57:36,2.74,2.87,2.83,2.89
2019-02-11 01:04:48,2.86,2.98,2.93,3.0
2019-02-11 01:12:00,2.86,2.98,2.93,3.0
2019-02-11 01:19:12,2.95,3.04,3.0,3.07
2019-02-11 01:26:24,2.95,3.04,3.0,3.07
2019-02-11 01:33:36,2.88,3.1,3.03,3.1
2019-02-11 01:40:48,2.88,3.1,3.03,3.1
2019-02-11 01:48:00,2.95,3.12,3.08,3.14
2019-02-11 01:55:12,2.95,3.12,3.08,3.14
2019-02-11 02:02:24,2.89,3.1,3.1,3.18
2019-02-11 02:09:36,2.89,3.1,3.1,3.18
2019-02-11 02:16:48,3.04,3.19,3.13,3.24
2019-02-11 02:24:00,3.04,3.19,3.13,3.24
2019-02-11 02:31:12,3.27,3.3,3.27,3.33
2019-02-11 02:38:24,3.27,3.3,3.27,3.33
2019-02-11 02:45:36,3.27,3.3,3.27,3.33
2019-02-11 02:52:48,3.23,3.33,3.3,3.43
2019-02-11 03:00:00,3.23,3.33,3.3,3.43
2019-02-11 03:07:12,3.13,3.36,3.31,3.42
2019-02-11 03:14:24,3.13,3.36,3.31,3.42
2019-02-11 03:21:36,3.12,3.3,3.29,3.32
2019-02-11 03:28:48,3.12,3.3,3.29,3.32
2019-02-11 03:36:00,3.17,3.24,3.19,3.33
2019-02-11 03:43:12,3.17,3.24,3.19,3.33
2019-02-11 03:50:24,3.2,3.19,3.15,3.3
2019-02-11 03:57:36,3.2,3.19,3.15,3.3
2019-02-11 04:04:48,3.09,3.12,3.09,3.27
2019-02-11 04:12:00,3.09,3.12,3.09,3.27
2019-02-11 04:19:12,2.92,2.93,2.92,3.05
2019-02-11 04:26:24,2.92,2.93,2.92,3.05
2019-02-11 04:33:36,2.81,2.66,2.69,2.83
2019-02-11 04:40:48,2.81,2.66,2.69,2.83
2019-02-11 04:48:00,2.71,2.53,2.53,2.64
2019-02-11 04:55:12,2.71,2.53,2.53,2.64
2019-02-11 05:02:24,2.61,2.38,2.38,2.52
2019-02-11 05:09:36,2.61,2.38,2.38,2.52
2019-02-11 05:16:48,2.53,2.27,2.3,2.43
2019-02-11 05:24:00,2.53,2.27,2.3,2.43
2019-02-11 05:31:12,2.48,2.28,2.28,2.35
2019-02-11 05:38:24,2.48,2.28,2.28,2.35
2019-02-11 05:45:36,2.47,2.3,2.31,2.41
2019-02-11 05:52:48,2.47,2.3,2.31,2.41
2019-02-11 06:00:00,2.47,2.3,2.31,2.41
2019-02-11 06:07:12,2.43,2.35,2.37,2.48
2019-02-11 06:14:24,2.43,2.35,2.37,2.48
2019-02-11 06:21:36,2.52,2.43,2.44,2.51
2019-02-11 06:28:48,2.52,2.43,2.44,2.51
2019-02-11 06:36:00,2.56,2.52,2.49,2.58
2019-02-11 06:43:12,2.56,2.52,2.49,2.58
2019-02-11 06:50:24,2.64,2.58,2.56,2.65
2019-02-11 06:57:36,2.64,2.58,2.56,2.65
2019-02-11 07:04:48,2.73,2.68,2.68,2.79
2019-02-11 07:12:00,2.73,2.68,2.68,2.79
2019-02-11 07:19:12,2.77,2.77,2.71,2.82
2019-02-11 07:26:24,2.77,2.77,2.71,2.82
2019-02-11 07:33:36,2.84,3.0,2.92,3.09
2019-02-11 07:40:48,2.84,3.0,2.92,3.09
2019-02-11 07:48:00,3.24,3.37,3.2,3.46
2019-02-11 07:55:12,3.24,3.37,3.2,3.46
2019-02-11 08:02:24,3.1,3.31,3.13,3.35
2019-02-11 08:09:36,3.1,3.31,3.13,3.35
2019-02-11 08:16:48,3.07,3.4,3.25,3.47
2019-02-11 08:24:00,3.07,3.4,3.25,3.47
2019-02-11 08:31:12,3.29,3.58,3.43,3.61
2019-02-11 08:38:24,3.29,3.58,3.43,3.61
2019-02-11 08:45:36,3.29,3.58,3.43,3.61
2019-02-11 08:52:48,3.31,3.56,3.44,3.66
2019-02-11 09:00:00,3.31,3.56,3.44,3.66
2019-02-11 09:07:12,3.37,3.53,3.45,3.66
2019-02-11 09:14:24,3.37,3.53,3.45,3.66
2019-02-11 09:21:36,3.78,4.11,3.73,4.1
2019-02-11 09:28:48,3.78,4.11,3.73,4.1
2019-02-11 09:36:00,4.17,4.54,4.19,4.57
2019-02-11 09:43:12,4.17,4.54,4.19,4.57
2019-02-11 09:50:24,4.77,5.27,4.83,5.17
2019-02-11 09:57:36,4.77,5.27,4.83,5.17
2019-02-11 10:04:48,5.0,5.37,4.97,5.25
2019-02-11 10:12:00,5.0,5.37,4.97,5.25
2019-02-11 10:19:12,5.42,6.05,5.53,6.03
2019-02-11 10:26:24,5.42,6.05,5.53,6.03
2019-02-11 10:33:36,5.53,5.99,5.5,5.88
2019-02-11 10:40:48,5.53,5.99,5.5,5.88
2019-02-11 10:48:00,5.5,5.84,5.47,5.79
2019-02-11 10:55:12,5.5,5.84,5.47,5.79
2019-02-11 11:02:24,5.53,5.71,5.43,5.78
2019-02-11 11:09:36,5.53,5.71,5.43,5.78
2019-02-11 11:16:48,5.41,5.55,5.31,5.63
2019-02-11 11:24:00,5.41,5.55,5.31,5.63
2019-02-11 11:31:12,5.44,5.59,5.33,5.72
2019-02-11 11:38:24,5.44,5.59,5.33,5.72
2019-02-11 11:45:36,5.34,5.45,5.24,5.61
2019-02-11 11:52:48,5.34,5.45,5.24,5.61
2019-02-11 12:00:00,5.34,5.45,5.24,5.61
2019-02-11 12:07:12,5.47,5.58,5.31,5.73
2019-02-11 12:14:24,5.47,5.58,5.31,5.73
2019-02-11 12:21:36,5.49,5.63,5.43,5.84
2019-02-11 12:28:48,5.49,5.63,5.43,5.84
2019-02-11 12:36:00,5.46,5.63,5.7,6.17
2019-02-11 12:43:12,5.46,5.63,5.7,6.17
2019-02-11 12:50:24,5.57,5.7,5.68,6.23
2019-02-11 12:57:36,5.57,5.7,5.68,6.23
2019-02-11 13:04:48,5.46,5.56,5.51,5.91
2019-02-11 13:12:00,5.46,5.56,5.51,5.91
2019-02-11 13:19:12,5.42,5.44,5.38,5.73
2019-02-11 13:26:24,5.42,5.44,5.38,5.73
2019-02-11 13:33:36,5.29,5.26,5.24,5.54
2019-02-11 13:40:48,5.29,5.26,5.24,5.54
2019-02-11 13:48:00,5.17,5.17,5.18,5.48
2019-02-11 13:55:12,5.17,5.17,5.18,5.48
2019-02-11 14:02:24,5.11,5.21,5.21,5.47
2019-02-11 14:09:36,5.11,5.21,5.21,5.47
2019-02-11 14:16:48,5.04,4.99,5.03,5.09
2019-02-11 14:24:00,5.04,4.99,5.03,5.09
2019-02-11 14:31:12,4.91,4.77,4.83,4.93
2019-02-11 14:38:24,4.91,4.77,4.83,4.93
2019-02-11 14:45:36,4.72,4.61,4.66,4.78
2019-02-11 14:52:48,4.72,4.61,4.66,4.78
2019-02-11 15:00:00,4.72,4.61,4.66,4.78
2019-02-11 15:07:12,4.56,4.56,4.53,4.65
2019-02-11 15:14:24,4.56,4.56,4.53,4.65
2019-02-11 15:21:36,4.22,4.26,4.29,4.38
2019-02-11 15:28:48,4.22,4.26,4.29,4.38
2019-02-11 15:36:00,3.83,3.85,3.92,3.91
2019-02-11 15:43:12,3.83,3.85,3.92,3.91
2019-02-11 15:50:24,3.83,3.71,3.77,3.71
2019-02-11 15:57:36,3.83,3.71,3.77,3.71
2019-02-11 16:04:48,3.78,3.63,3.65,3.59
2019-02-11 16:12:00,3.78,3.63,3.65,3.59
2019-02-11 16:19:12,3.5,3.47,3.51,3.38
2019-02-11 16:26:24,3.5,3.47,3.51,3.38
2019-02-11 16:33:36,3.25,3.26,3.26,3.11
2019-02-11 16:40:48,3.25,3.26,3.26,3.11
2019-02-11 16:48:00,3.3,3.21,3.24,3.06
2019-02-11 16:55:12,3.3,3.21,3.24,3.06
2019-02-11 17:02:24,3.31,3.2,3.18,3.0
2019-02-11 17:09:36,3.31,3.2,3.18,3.0
2019-02-11 17:16:48,3.1,3.16,3.15,2.93
2019-02-11 17:24:00,3.1,3.16,3.15,2.93
2019-02-11 17:31:12,2.96,3.02,3.06,2.79
2019-02-11 17:38:24,2.96,3.02,3.06,2.79
2019-02-11 17:45:36,2.96,3.02,3.06,2.79
2019-02-11 17:52:48,2.79,2.89,2.94,2.66
2019-02-11 18:00:00,2.79,2.89,2.94,2.66
2019-02-11 18:07:12,2.73,2.76,2.8,2.57
2019-02-11 18:14:24,2.73,2.76,2.8,2.57
2019-02-11 18:21:36,2.71,2.62,2.69,2.48
2019-02-11 18:28:48,2.71,2.62,2.69,2.48
2019-02-11 18:36:00,2.61,2.57,2.57,2.38
2019-02-11 18:43:12,2.61,2.57,2.57,2.38
2019-02-11 18:50:24,2.55,2.52,2.53,2.45
2019-02-11 18:57:36,2.55,2.52,2.53,2.45
