,1_APAR_30.1,13_APAR_33.4,17_APAR_34.5,5_APAR_31.2,649_FIF_11.11,9_APAR_32.3
,avg,avg,avg,avg,avg,avg
Time,,,,,,
2019-02-10 23:45:36,39.5,63.5,81.0,40.9,36.0,43.4
2019-02-10 23:52:48,39.6,63.5,81.0,40.9,36.0,43.4
2019-02-11 00:00:00,39.6,63.5,81.0,40.9,36.0,43.4
2019-02-11 00:07:12,39.6,63.5,80.9,40.9,36.0,43.4
2019-02-11 00:14:24,39.6,63.5,80.9,40.9,36.0,43.4
2019-02-11 00:21:36,39.6,63.4,80.9,40.9,36.0,43.4
2019-02-11 00:28:48,39.6,63.4,80.9,40.9,36.0,43.4
2019-02-11 00:36:00,39.5,63.4,80.9,40.8,36.0,43.3
2019-02-11 00:43:12,39.5,63.4,80.9,40.8,36.0,43.3
2019-02-11 00:50:24,39.5,63.4,80.9,40.9,36.0,43.3
2019-02-11 00:57:36,39.5,63.4,80.9,40.9,36.0,43.3
2019-02-11 01:04:48,39.6,63.4,80.9,40.9,36.0,43.3
2019-02-11 01:12:00,39.6,63.4,80.9,40.9,36.0,43.3
2019-02-11 01:19:12,39.6,63.4,80.9,40.9,36.0,43.3
2019-02-11 01:26:24,39.6,63.4,80.9,40.9,36.0,43.3
2019-02-11 01:33:36,39.5,63.3,80.9,40.9,36.0,43.3
2019-02-11 01:40:48,39.5,63.3,80.9,40.9,36.0,43.3
2019-02-11 01:48:00,39.5,63.3,80.9,40.8,36.0,43.3
2019-02-11 01:55:12,39.5,63.3,80.9,40.8,36.0,43.3
2019-02-11 02:02:24,39.5,63.3,80.8,40.8,36.0,43.3
2019-02-11 02:09:36,39.5,63.3,80.8,40.8,36.0,43.3
2019-02-11 02:16:48,39.6,63.3,80.8,40.9,36.0,43.3
2019-02-11 02:24:00,39.6,63.3,80.8,40.9,36.0,43.3
2019-02-11 02:31:12,39.6,63.3,80.8,40.9,36.0,43.3
2019-02-11 02:38:24,39.6,63.3,80.8,40.9,36.0,43.3
2019-02-11 02:45:36,39.5,63.2,80.8,40.8,36.0,43.3
2019-02-11 02:52:48,39.5,63.2,80.8,40.8,36.0,43.3
2019-02-11 03:00:00,39.5,63.2,80.8,40.8,36.0,43.3
2019-02-11 03:07:12,39.5,63.2,80.8,40.8,36.064516,43.2
2019-02-11 03:14:24,39.5,63.2,80.8,40.8,36.064516,43.2
2019-02-11 03:21:36,39.5,63.2,80.8,40.8,36.366667,43.2
2019-02-11 03:28:48,39.5,63.2,80.8,40.8,36.366667,43.2
2019-02-11 03:36:00,39.6,63.2,80.8,40.9,36.65625,43.2
2019-02-11 03:43:12,39.6,63.2,80.8,40.9,36.65625,43.2
2019-02-11 03:50:24,39.6,63.2,80.8,40.9,36.612903,43.2
2019-02-11 03:57:36,39.6,63.2,80.8,40.9,36.612903,43.2
2019-02-11 04:04:48,39.6,63.2,80.8,40.9,36.96875,43.2
2019-02-11 04:12:00,39.6,63.2,80.8,40.9,36.96875,43.2
2019-02-11 04:19:12,39.6,63.2,80.8,40.9,37.0,43.2
2019-02-11 04:26:24,39.6,63.2,80.8,40.9,37.0,43.2
2019-02-11 04:33:36,39.6,63.1,80.8,40.9,37.5,43.2
2019-02-11 04:40:48,39.6,63.1,80.8,40.9,37.5,43.2
2019-02-11 04:48:00,39.7,63.1,80.8,40.9,38.0,43.2
2019-02-11 04:55:12,39.7,63.1,80.8,40.9,38.0,43.2
2019-02-11 05:02:24,39.6,63.1,80.8,40.9,38.0,43.2
2019-02-11 05:09:36,39.6,63.1,80.8,40.9,38.0,43.2
2019-02-11 05:16:48,39.6,63.1,80.8,40.9,38.625,43.2
