,416_APAR_611.11,420_APAR_612.12,424_APAR_613.13,428_APAR_614.14,432_APAR_615.15,436_APAR_616.16,440_APAR_617.17,444_APAR_618.18,448_APAR_619.19,452_APAR_620.20,456_APAR_621.21,460_APAR_622.22,464_APAR_623.23,468_APAR_624.24,472_APAR_625.25,696_FIF_602.2,698_FIF_603.3,700_FIF_604.4,702_FIF_605.5,704_FIF_606.6
,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg
Time,,,,,,,,,,,,,,,,,,,,
2019-02-10 23:45:36,25.8,26.0,29.6,37.0,46.9,26.5,26.6,34.0,38.2,43.9,27.4,27.8,30.7,52.5,73.9,26.0,28.129032,28.0,32.0,23.0
2019-02-10 23:52:48,25.8,26.0,29.6,37.0,46.9,26.5,26.6,34.0,38.2,43.9,27.4,27.8,30.7,52.5,73.9,26.0,28.387097,28.0,32.0,23.0
2019-02-11 00:00:00,25.8,26.0,29.6,37.0,46.9,26.5,26.6,34.0,38.2,43.9,27.4,27.8,30.7,52.5,73.9,26.0,28.387097,28.0,32.0,23.0
2019-02-11 00:07:12,25.8,26.0,29.6,37.0,46.9,26.5,26.6,34.0,38.1,43.9,27.4,27.8,30.7,52.4,73.9,26.0,28.258065,28.0,32.0,23.0
2019-02-11 00:14:24,25.8,26.0,29.6,37.0,46.9,26.5,26.6,34.0,38.1,43.9,27.4,27.8,30.7,52.4,73.9,26.0,28.258065,28.0,32.0,23.0
2019-02-11 00:21:36,25.8,26.0,29.7,37.0,46.9,26.5,26.6,34.0,38.1,43.9,27.4,27.8,30.7,52.4,74.0,26.0625,28.15625,28.0,32.0,23.0
2019-02-11 00:28:48,25.8,26.0,29.7,37.0,46.9,26.5,26.6,34.0,38.1,43.9,27.4,27.8,30.7,52.4,74.0,26.0625,28.15625,28.0,32.0,23.0
2019-02-11 00:36:00,25.8,26.0,29.7,37.0,46.8,26.5,26.6,34.0,38.1,43.8,27.4,27.8,30.6,52.4,74.0,26.032258,28.064516,28.0,32.0,23.0
2019-02-11 00:43:12,25.8,26.0,29.7,37.0,46.8,26.5,26.6,34.0,38.1,43.8,27.4,27.8,30.6,52.4,74.0,26.032258,28.064516,28.0,32.0,23.0
2019-02-11 00:50:24,25.8,26.0,29.7,37.0,46.8,26.5,26.6,34.0,38.1,43.8,27.4,27.8,30.6,52.4,74.0,26.0,28.0,28.0,32.0,23.0
